afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"El juicio ordinario de mayor cuantía es el procedimiento de aplicación supletoria del CPC.",true,"Libro II CPC: se aplica a todo asunto contencioso que no tenga un procedimiento especial. Es la regla general.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_I,Del juicio ordinario,1
"La demanda debe contener la exposición clara de los hechos y los fundamentos de derecho según el art. 254 CPC.",true,"Art. 254 Nº 4 CPC: es el contenido sustancial de la demanda. Sin hechos claros ni derecho, no se puede resolver.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_I,Del juicio ordinario,1
"El tribunal puede rechazar la demanda por considerar que el demandante no tiene razón de fondo.",false,"Art. 256 CPC: el tribunal solo puede no dar curso por vicios FORMALES (arts. 254 Nº 1, 2, 3). Nunca juzga el fondo al admitir la demanda.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_I,Del juicio ordinario,2
"El plazo de emplazamiento en el juicio ordinario es de 15 días corridos.",false,"Art. 258 + 66 CPC: el plazo es de 15 días HÁBILES (se suspenden en feriados). Los plazos del CPC son de días hábiles, no corridos.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_I,Del juicio ordinario,1
"Las excepciones dilatorias atacan el fondo de la pretensión del demandante.",false,"Art. 303 CPC: las dilatorias se refieren a la CORRECCIÓN DEL PROCEDIMIENTO, no al fondo. Las que atacan el fondo son las perentorias.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VI,De las excepciones dilatorias,1
"Las excepciones dilatorias pueden oponerse una por una en escritos separados.",false,"Art. 305 CPC: TODAS las dilatorias deben oponerse conjuntamente en un MISMO escrito, dentro del término de emplazamiento.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VI,De las excepciones dilatorias,2
"Si se oponen excepciones dilatorias, el demandado debe contestar la demanda simultáneamente.",false,"Art. 305-308 CPC: si se oponen dilatorias, NO se contesta todavía. Primero se resuelven las dilatorias; después de resueltas, el demandado tiene 10 días para contestar.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VI,De las excepciones dilatorias,2
"La reconvención debe formularse en el escrito de contestación de la demanda.",true,"Art. 314 CPC: la reconvención se deduce EN el escrito de contestación. Si no se hace ahí, se pierde la oportunidad de reconvenir.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VIII,De la reconvención,1
"La rebeldía del demandado equivale a la aceptación tácita de los hechos de la demanda.",false,"La rebeldía NO implica aceptación. El demandante conserva la carga de la prueba. El rebelde solo pierde oportunidades procesales (contestar, oponer excepciones).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VII,De la contestación de la demanda,2
"La prescripción, cosa juzgada, transacción y pago efectivo pueden oponerse en cualquier estado del juicio.",true,"Art. 310 CPC: estas cuatro excepciones perentorias son tan graves que la ley permite alegarlas fuera de la oportunidad normal (contestación).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VII,De la contestación de la demanda,2
"El demandante puede retirar libremente la demanda antes de que sea notificada al demandado.",true,"Art. 148 CPC: antes de la notificación, el retiro es libre y sin consecuencias. Después, solo cabe desistimiento (con efectos de cosa juzgada).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_I,Del juicio ordinario,1
"La reconvención puede versar sobre cualquier materia aunque no tenga relación con la demanda principal.",true,"Art. 314 CPC: no se exige conexión entre la demanda principal y la reconvención. Solo se exige competencia del tribunal y mismo procedimiento. Es una demanda autónoma.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VIII,De la reconvención,2
"Después de contestada la demanda, el demandante puede modificarla sustancialmente.",false,"Art. 261 + 312 CPC: una vez contestada, solo pueden hacerse ampliaciones en la réplica que no alteren las acciones principales. No cabe modificación sustancial.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_I,Del juicio ordinario,2
"El allanamiento total del demandado permite omitir la etapa de prueba.",true,"Art. 313 CPC: si hay allanamiento total y no quedan hechos sustanciales controvertidos, el tribunal cita a oír sentencia sin recibir la causa a prueba.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VII,De la contestación de la demanda,2
