pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué es el testamento según el art. 999 CC?","Acto más o menos solemne, en que una persona dispone del todo o de una parte de sus bienes para que tenga pleno efecto después de sus días, conservando la facultad de revocar las disposiciones contenidas en él, mientras viva.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"¿Cuáles son las características del testamento?","1) Acto jurídico unilateral, 2) Personalísimo (no puede hacerse por mandatario, art. 1004), 3) Solemne (requiere formalidades legales), 4) Revocable (mientras viva el testador, art. 999), 5) Produce efectos después de la muerte, 6) Tiene por objeto disponer de bienes.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"¿Por qué se dice que el testamento es un acto 'más o menos solemne'?","Porque hay testamentos solemnes (con todas las formalidades, arts. 1011-1024) y testamentos menos solemnes o privilegiados (con formalidades reducidas por circunstancias especiales: verbal, militar, marítimo, arts. 1030-1055).",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"¿El testamento puede otorgarse por mandatario?","No. El art. 1004 CC establece que la facultad de testar es indelegable. No puede otorgarse testamento por comisionado, mandatario o representante. Es un acto personalísimo.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"¿Quiénes son hábiles para testar según el art. 1005 CC?","Toda persona a la que la ley no declare inhábil. Son inhábiles: 1) El impúber, 2) El que se hallare bajo interdicción por causa de demencia, 3) El que actualmente no estuviere en su sano juicio, 4) El que no pudiere expresar su voluntad claramente.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"¿Cómo se clasifican los testamentos según su forma?","1) Solemnes: abierto (o nuncupativo, art. 1015) y cerrado (o secreto, art. 1023). 2) Menos solemnes o privilegiados: verbal (art. 1033), militar (art. 1041) y marítimo (art. 1048).",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"¿Qué es el testamento solemne abierto según el art. 1015 CC?","El que se otorga ante funcionario competente (notario) y tres testigos, o ante cinco testigos sin notario. El testador hace sabedores de sus disposiciones a los testigos y al funcionario.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"¿Cuáles son las solemnidades del testamento solemne abierto?","1) Otorgarse ante notario y 3 testigos, o ante 5 testigos sin notario, 2) Lectura del testamento en voz alta, 3) Presencia continua del testador, notario y testigos, 4) Firma del testador, notario y testigos, 5) Otorgarse en un solo acto (unidad de acto).",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"¿Qué es el testamento solemne cerrado según el art. 1023 CC?","El que se otorga ante notario y tres testigos. El testador presenta al notario y testigos una escritura cerrada declarando que contiene su testamento. No se da a conocer el contenido a los testigos.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"¿Qué diferencia al testamento abierto del cerrado?","En el abierto, el testador hace sabedores de sus disposiciones a los testigos (conocen el contenido). En el cerrado, los testigos no conocen el contenido: solo saben que la escritura contiene un testamento.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"¿Qué es el testamento verbal según el art. 1033 CC?","Testamento menos solemne que puede otorgarse ante tres testigos cuando una persona se halla en peligro tan inminente de muerte que no haya modo ni tiempo de otorgar testamento solemne.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
