pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"Los requisitos de la demanda según el art. 254 CPC incluyen:","Designación del tribunal, individualización de las partes, hechos y fundamentos de derecho, y peticiones concretas","Solo la individualización de las partes","Solo los hechos sin fundamentos de derecho","Solo las peticiones sin hechos",0,"Art. 254 CPC: cuatro requisitos esenciales. La falta de los tres primeros permite al tribunal no dar curso a la demanda (art. 256).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_I,Del juicio ordinario,1
"El plazo de emplazamiento en el juicio ordinario cuando el demandado es notificado en la misma comuna del tribunal es:","15 días hábiles","10 días hábiles","30 días hábiles","5 días hábiles",0,"Art. 258 CPC: 15 días como plazo base. Se aumenta según distancia: +3 días otra comuna del territorio + tabla de emplazamiento si es fuera del territorio.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_I,Del juicio ordinario,1
"Las excepciones dilatorias deben oponerse:","Todas conjuntamente, dentro del plazo de emplazamiento y antes de contestar la demanda (art. 305 CPC)","Una por una en escritos separados","Después de contestar la demanda","En cualquier estado del juicio",0,"Art. 305 CPC: todas en un mismo escrito, dentro del término de emplazamiento. Si se oponen excepciones dilatorias, no se contesta la demanda todavía.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VI,De las excepciones dilatorias,2
"La ineptitud del libelo como excepción dilatoria se refiere a:","Que la demanda no cumple con los requisitos formales del art. 254 CPC (hechos confusos, peticiones vagas)","Que el demandante no tiene capacidad","Que el tribunal es incompetente","Que existe otro juicio pendiente",0,"Art. 303 Nº 4 CPC: la demanda es defectuosa formalmente (no se entienden los hechos, las peticiones son ambiguas). No ataca el fondo.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VI,De las excepciones dilatorias,2
"Las excepciones dilatorias se tramitan como:","Incidentes: traslado 3 días + eventual prueba 8 días (art. 307 CPC)","Juicio ordinario completo","Recurso de apelación","Juicio sumario",0,"Art. 307 CPC: tramitación incidental. Se resuelven en una sentencia interlocutoria antes de contestar la demanda.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VI,De las excepciones dilatorias,2
"Si se acogen las excepciones dilatorias, el demandado debe contestar:","Dentro de 10 días desde la notificación de la resolución que rechaza las dilatorias o desde que se subsana el vicio","Dentro de 15 días desde la sentencia","No necesita contestar: el juicio termina","Dentro de 3 días",0,"Art. 308 CPC: plazo especial de 10 días. No se vuelve al plazo original de 15 días.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VI,De las excepciones dilatorias,2
"La reconvención es:","Una contrademanda del demandado contra el demandante, formulada en el escrito de contestación (art. 314 CPC)","Un recurso procesal contra la demanda","La oposición de excepciones dilatorias","El allanamiento parcial del demandado",0,"Art. 314 CPC: la reconvención amplía el objeto del juicio. El demandado pasa a ser demandante reconvencional y el demandante, demandado reconvencional.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VIII,De la reconvención,1
"La reconvención debe formularse:","En el escrito de contestación de la demanda (misma oportunidad procesal)","En un escrito separado posterior","Antes de la demanda como medida prejudicial","En la réplica",0,"Art. 314 CPC: la reconvención se deduce en el mismo escrito de contestación. Si no se hace en esa oportunidad, se pierde el derecho a reconvenir.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VIII,De la reconvención,1
"La rebeldía del demandado implica que:","El juicio continúa sin su participación, pero el demandante debe probar igualmente todos los hechos","Se aceptan todos los hechos de la demanda como ciertos","El tribunal dicta sentencia favorable al demandante automáticamente","Se condena al demandado en rebeldía",0,"La rebeldía NO equivale a allanamiento. El demandante conserva la carga de la prueba. El rebelde pierde sus derechos procesales pero no el juicio automáticamente.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VII,De la contestación de la demanda,2
"El allanamiento total del demandado produce:","Que el tribunal pueda citar a las partes a oír sentencia sin necesidad de prueba (art. 313 CPC)","Que se declare desierta la demanda","Que se suspenda el juicio","Que el demandante pierda la acción",0,"Art. 313 CPC: si el demandado acepta llanamente y no hay hechos sustanciales controvertidos, el tribunal omite la prueba y dicta sentencia.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VII,De la contestación de la demanda,2
"Las excepciones de prescripción, cosa juzgada, transacción y pago efectivo según el art. 310 CPC:","Pueden oponerse en cualquier estado del juicio (incluso después de la contestación)","Solo pueden oponerse en la contestación de la demanda","Solo como excepciones dilatorias","Solo en la dúplica",0,"Art. 310 CPC: por su gravedad, estas cuatro excepciones perentorias pueden alegarse en cualquier momento. Si se oponen después del probatorio, se tramitan como incidentes.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_VII,De la contestación de la demanda,2
"Antes de notificar la demanda, el demandante puede:","Retirarla sin más trámite (art. 148 CPC)","Solo modificarla con autorización del tribunal","Desistirse con efecto de cosa juzgada","No puede hacer nada una vez presentada",0,"Art. 148 CPC: antes de la notificación, el retiro es libre. Después de la notificación, solo cabe desistimiento (con traslado y efecto de cosa juzgada, art. 150).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_I,Del juicio ordinario,2
