afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"Las actuaciones judiciales pueden practicarse en cualquier día y hora sin restricción.",false,"Art. 59 CPC: solo en días hábiles (no feriados) y horas hábiles (8:00 a 20:00). El tribunal puede habilitar días y horas inhábiles por causa urgente (art. 60).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IV,De las actuaciones judiciales,1
"Las actuaciones judiciales deben ser autorizadas por un ministro de fe para tener valor.",true,"Art. 61 CPC: sin autorización del ministro de fe (secretario, receptor), la actuación carece de valor. Es requisito de validez.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IV,De las actuaciones judiciales,1
"Los plazos del CPC para las partes son no fatales como regla general.",false,"Art. 64 inc. 1 CPC: los plazos del CPC son FATALES para las partes. Su vencimiento extingue el derecho que debió ejercitarse. Los plazos para el tribunal sí son no fatales.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V,De los plazos,1
"Los plazos de días del CPC se computan en días corridos, incluyendo feriados.",false,"Art. 66 CPC: los plazos de días del CPC son de días HÁBILES, se suspenden durante feriados. Los plazos del CC son de días corridos (art. 50 CC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V,De los plazos,1
"Los plazos legales del CPC son prorrogables a solicitud de parte.",false,"Art. 67 CPC: los plazos LEGALES son improrrogables. Solo los plazos JUDICIALES pueden prorrogarse, siempre que se pida antes de su vencimiento y con justa causa.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V,De los plazos,2
"El término probatorio es un plazo común que corre desde la última notificación.",true,"Art. 327 CPC: el término probatorio es común (corre para todas las partes desde la última notificación del auto de prueba). Esto garantiza igualdad de oportunidades.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V,De los plazos,2
"La notificación por el estado diario es la forma excepcional de notificación en el CPC.",false,"Art. 50 CPC: es la REGLA GENERAL (forma ordinaria). Se aplica a todas las resoluciones que no tengan una forma especial de notificación prescrita por la ley.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,1
"La primera notificación al demandado puede hacerse por el estado diario.",false,"Art. 40 CPC: la primera notificación debe ser PERSONAL. Es garantía del debido proceso y trámite esencial (art. 795 Nº 1). El estado diario no es suficiente.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,1
"La sentencia definitiva de primera instancia se notifica por el estado diario.",false,"Art. 48 CPC: se notifica por CÉDULA. También se notifican por cédula el auto de prueba y la resolución que ordena comparecencia personal.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,1
"La notificación personal subsidiaria del art. 44 CPC puede practicarse sin búsquedas previas.",false,"Art. 44 CPC: requiere certificación del receptor de DOS búsquedas en DOS días distintos en la habitación o lugar de trabajo del notificado, sin encontrarlo.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,2
"La notificación tácita suple la falta o defecto de notificación cuando la parte actúa en el juicio.",true,"Art. 55 CPC: si la parte realiza cualquier gestión que supone conocimiento de la resolución sin reclamar la falta de notificación, se entiende notificada tácitamente.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,2
"Las resoluciones judiciales producen efecto desde que el juez las dicta, sin necesidad de notificación.",false,"Art. 38 CPC: las resoluciones solo producen efecto en virtud de notificación hecha con arreglo a la ley. Sin notificación válida, no vinculan a las partes.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,1
"Si transcurren más de 6 meses sin resolución en el expediente, la próxima debe notificarse personalmente o por cédula.",true,"Art. 52 CPC: regla de reactivación. Tras 6 meses de inactividad, se exige notificación personal o por cédula para la primera resolución que se dicte.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,2
"Los plazos judiciales son improrrogables al igual que los legales.",false,"Art. 67 CPC: los plazos legales son improrrogables. Los judiciales SÍ pueden prorrogarse, siempre que se solicite antes del vencimiento y con justa causa.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V,De los plazos,2
