afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"El embargo de inmuebles debe inscribirse en el CBR para ser oponible a terceros.",true,"Art. 453 CPC: la inscripción del embargo de inmuebles en el CBR es necesaria para oponibilidad frente a terceros que puedan adquirir derechos sobre el bien.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,2
"El ejecutado no puede sustituir los bienes embargados por dinero.",false,"Art. 457 CPC: el ejecutado SÍ puede ofrecer dinero en reemplazo de los bienes embargados. Excepción: no procede si lo embargado es la especie debida.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,2
"La postura mínima en el remate de inmuebles es la mitad del avalúo.",false,"Art. 493 CPC: la postura mínima es 2/3 (dos tercios) del avalúo, no la mitad.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,1
"Se requieren 4 avisos en un diario para el remate de inmuebles.",true,"Art. 489 CPC: 4 publicaciones en un diario. Entre el último aviso y la subasta deben mediar al menos 15 días.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,2
"Las cuatro tercerías del juicio ejecutivo son: dominio, posesión, prelación y pago.",true,"Arts. 518-529 CPC: cuatro tipos taxativos. Dominio y posesión atacan el embargo; prelación y pago atacan el producto del remate.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,1
"La tercería de dominio se tramita como incidente de 3 días.",false,"Art. 521 CPC: la tercería de dominio (y la de posesión) se tramitan como JUICIO ORDINARIO en cuaderno separado. Las de prelación y pago sí son incidentales.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,2
"La tercería de prelación busca que el tercero sea pagado ANTES que el ejecutante.",true,"Art. 518 CPC: el tercero alega crédito preferente (ej: hipotecario vs. valista). Si se acoge, se paga primero al tercerista con el producto del remate.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,2
"La tercería de pago busca que el tercero sea pagado A PRORRATA con el ejecutante.",true,"Art. 518 CPC: el tercero tiene crédito de igual clase (sin preferencia). Si los bienes son insuficientes, concurre a prorrata con el ejecutante.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,2
"El embargo confiere al ejecutante un derecho exclusivo sobre el bien embargado.",false,"El embargo NO confiere preferencia ni derecho exclusivo. Los mismos bienes pueden ser embargados en otros juicios (reembargo). La prelación se rige por clases de créditos.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,3
"Los bienes muebles embargados se rematan ante el tribunal en pública subasta.",false,"Art. 482 CPC: los MUEBLES se venden en martillo (por martillero). Los INMUEBLES se rematan ante el tribunal en pública subasta.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,2
"El juez firma la escritura pública de remate del inmueble como representante legal del ejecutado.",true,"Art. 497 CPC: en el remate forzado de inmuebles, el juez actúa como representante legal del ejecutado (vendedor forzoso). Firma la escritura a favor del adjudicatario.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,2
"Si no hay postores en el remate, el acreedor puede pedir que se le adjudique el inmueble.",true,"Art. 499 CPC: ante falta de postores, el acreedor puede pedir adjudicación por los 2/3 del avalúo, segundo remate con rebaja, o remate sin mínimo.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,2
"La tercería de dominio siempre suspende el remate de los bienes embargados.",false,"Art. 523 CPC: solo suspende si el tercero acompaña instrumento público o auténtico que haga VEROSÍMIL su dominio. Sin esto, el remate continúa.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,2
"El sobrante del producto del remate se devuelve al ejecutado.",true,"Arts. 510-513 CPC: se paga primero al acreedor (capital + intereses + costas). El remanente pertenece al ejecutado y se le devuelve.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,2
