pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"La fianza según el art. 2335 CC es:","Una obligación accesoria en que un tercero se compromete a cumplir si el deudor principal no lo hace","Un derecho real sobre bienes del deudor","Una garantía real sobre inmuebles","Un seguro contra el incumplimiento",0,"Art. 2335 CC: la fianza es caución personal + accesoria + subsidiaria. El fiador responde con su patrimonio, no con un bien específico.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVI,De la fianza,1
"El beneficio de excusión permite al fiador:","Exigir que se persigan primero los bienes del deudor principal antes de proceder contra él","Eximirse de todo pago","Pagar solo la mitad de la deuda","Sustituir al deudor principal",0,"Art. 2357 CC: manifestación de la subsidiariedad. El fiador paga solo si los bienes del deudor son insuficientes.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVI,De la fianza,2
"El fiador que se obliga como 'fiador y codeudor solidario':","Renuncia al beneficio de excusión y se le aplican las reglas de la solidaridad","Tiene los mismos beneficios que el fiador simple","Solo responde por la mitad de la deuda","No puede ser demandado directamente",0,"Art. 2358 Nº 2 CC: al obligarse solidariamente, el fiador pierde la subsidiariedad. El acreedor puede cobrarle directamente el total.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVI,De la fianza,2
"La prenda civil según el art. 2384 CC recae sobre:","Bienes muebles, con desplazamiento (entrega al acreedor)","Bienes inmuebles exclusivamente","Cualquier bien mueble o inmueble","Solo dinero en efectivo",0,"Art. 2384 CC: la prenda civil = muebles + entrega al acreedor (desplazamiento). Para inmuebles existe la hipoteca.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVII,Del contrato de prenda,1
"La prenda civil es un contrato:","Real: se perfecciona por la entrega de la cosa al acreedor","Consensual: se perfecciona por el solo consentimiento","Solemne: requiere escritura pública","Bilateral: ambas partes se obligan recíprocamente",0,"Art. 2386 CC: la prenda civil es real (requiere entrega). Además es unilateral y accesoria.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVII,Del contrato de prenda,1
"La indivisibilidad de la prenda significa que:","Toda la cosa garantiza toda la deuda; no puede pedirse restitución parcial aunque se pague parte","La cosa prendada no puede dividirse físicamente","Solo puede prendarse una cosa por deuda","La prenda solo garantiza la parte principal de la deuda",0,"Art. 2405 CC: aunque el deudor pague el 90% de la deuda, el acreedor puede retener toda la prenda hasta el pago total.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVII,Del contrato de prenda,2
"La hipoteca según el art. 2407 CC es:","Un derecho real sobre inmuebles que permanecen en poder del deudor","Un contrato consensual sobre bienes muebles","Una caución personal como la fianza","Un derecho real que requiere desplazamiento del bien",0,"Art. 2407 CC: hipoteca = derecho real + inmuebles + sin desplazamiento. El deudor conserva uso y goce del inmueble.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,1
"La hipoteca se constituye por:","Escritura pública (solemnidad) + inscripción en el CBR (tradición del derecho real)","Solo escritura pública","Solo inscripción en el CBR","Documento privado firmado ante testigos",0,"Arts. 2409-2410 CC: escritura pública = solemnidad del contrato. Inscripción = tradición del derecho real de hipoteca. Ambas son necesarias.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,1
"El acreedor hipotecario tiene derecho de persecución. Esto significa que:","Puede perseguir el inmueble en manos de quien se encuentre, aunque haya sido enajenado a un tercero","Solo puede cobrar al deudor original","Puede embargar cualquier bien del deudor","Puede impedir la venta del inmueble",0,"Art. 2428 CC: la hipoteca sigue al inmueble (derecho real). Si el deudor vende, el acreedor persigue el inmueble contra el tercer poseedor.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,2
"¿Puede el deudor vender el inmueble hipotecado?","Sí, conserva sus facultades de disposición; pero la hipoteca sigue gravando el inmueble","No, la hipoteca impide toda enajenación","Solo con autorización del acreedor hipotecario","Solo si paga la deuda antes de vender",0,"El deudor conserva uso, goce y disposición. Puede vender, pero el comprador adquiere con la carga. El acreedor persigue el inmueble en manos del comprador.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,2
"La fianza se diferencia de la solidaridad pasiva en que:","La fianza es subsidiaria (beneficio de excusión); la solidaridad es directa (se cobra el total a cualquiera)","La fianza es un derecho real y la solidaridad es personal","No hay diferencia práctica entre ambas","La fianza obliga al total y la solidaridad solo a la cuota",0,"Diferencia esencial: subsidiariedad. El fiador paga si el deudor no puede; el codeudor solidario paga directamente sin excusión previa.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVI,De la fianza,2
"El crédito hipotecario goza de preferencia de:","Tercera clase (art. 2477 CC)","Primera clase","Segunda clase","Quinta clase (valista)",0,"Art. 2477 CC: los créditos hipotecarios son de 3ª clase. La prenda es de 2ª clase. Los de 1ª clase son privilegiados generales (costas judiciales, remuneraciones, etc.).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,2
"El crédito prendario goza de preferencia de:","Segunda clase (art. 2474 CC)","Primera clase","Tercera clase","Cuarta clase",0,"Art. 2474 CC: créditos de 2ª clase = los que tiene el acreedor prendario sobre la cosa prendada.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVII,Del contrato de prenda,2
"La hipoteca se extingue por:","Extinción de la obligación principal, renuncia del acreedor, purga de la hipoteca o prescripción","Solo por el pago total de la deuda","Solo por sentencia judicial","Por la muerte del deudor hipotecario",0,"La hipoteca es accesoria: se extingue con la principal. También por cancelación voluntaria, venta judicial con citación (purga) y prescripción del crédito.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,2
"¿Puede un tercero hipotecar su inmueble para garantizar deuda ajena?","Sí, es el garante hipotecario o tercer poseedor originario (art. 2414 CC)","No, solo el deudor puede hipotecar","Solo con autorización judicial","Solo si el tercero es pariente del deudor",0,"Art. 2414 CC: no es necesario que el constituyente sea el deudor. Un tercero puede hipotecar su inmueble para garantizar deuda ajena.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,2
"Si hay varios fiadores de una misma deuda, cada fiador responde:","Solo de su cuota (beneficio de división, art. 2367 CC)","Solidariamente del total","De la mitad de la deuda cada uno","Del total sin posibilidad de división",0,"Art. 2367 CC: beneficio de división. La deuda se divide entre los cofiadores solventes al tiempo de la demanda.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVI,De la fianza,2
"El fiador que paga la deuda tiene:","Acción de reembolso contra el deudor + subrogación legal en los derechos del acreedor","Ningún derecho contra el deudor","Solo acción de reembolso sin subrogación","Derecho a retener bienes del deudor",0,"Art. 2370 CC (reembolso) + art. 1610 Nº 3 CC (subrogación legal). El fiador que paga puede exigir al deudor todo lo pagado y se subroga en las garantías del acreedor.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVI,De la fianza,2
"La prenda es un derecho real que otorga al acreedor:","Retención, persecución, venta y preferencia sobre la cosa prendada","Solo retención hasta que se pague","Solo el derecho de vender la cosa","Solo preferencia sin derecho de retención",0,"Cuatro derechos del acreedor prendario: retener, perseguir en manos de terceros, hacer vender y pagarse con preferencia (2ª clase).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVII,Del contrato de prenda,2
"La purga de la hipoteca opera cuando:","El inmueble se vende en pública subasta con citación personal de los acreedores hipotecarios y transcurre el término de emplazamiento","El deudor paga la deuda voluntariamente","El acreedor renuncia expresamente a la hipoteca","Transcurren 10 años sin cobro",0,"Art. 2428 CC: la purga exige venta en pública subasta + citación personal de los acreedores hipotecarios + término de emplazamiento. El comprador adquiere sin hipoteca.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,3
"¿Cuál de las siguientes es una caución real?","La hipoteca: afecta un bien específico (inmueble) al cumplimiento","La fianza: un tercero se obliga personalmente","La solidaridad pasiva: cada deudor responde del total","La cláusula penal: avalúo anticipado de perjuicios",0,"Cauciones reales = prenda, hipoteca, anticresis (afectan un bien específico). Cauciones personales = fianza, solidaridad, cláusula penal (responden con todo el patrimonio).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,1
