pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué es el arrendamiento según el art. 1915 CC?","Contrato en que las dos partes se obligan recíprocamente, la una a conceder el goce de una cosa, o a ejecutar una obra o prestar un servicio, y la otra a pagar por este goce, obra o servicio un precio determinado.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,1
"¿Cuáles son las tres especies de arrendamiento?","1) Arrendamiento de cosas: se concede el goce de una cosa a cambio de renta (art. 1916), 2) Arrendamiento de servicios o confección de obra material: ejecución de obra o servicio, 3) Arrendamiento de servicios inmateriales: profesiones liberales.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,1
"¿Cuáles son las características del arrendamiento de cosas?","1) Bilateral (ambas partes se obligan), 2) Oneroso (utilidad para ambas), 3) Conmutativo, 4) Consensual (se perfecciona por el consentimiento), 5) Principal, 6) De tracto sucesivo (obligaciones se cumplen periódicamente).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,1
"¿Cuáles son las obligaciones del arrendador?","1) Entregar la cosa arrendada al arrendatario (art. 1924), 2) Mantenerla en estado de servir para el fin del arriendo (art. 1927), 3) Librar al arrendatario de toda perturbación en el goce de la cosa (art. 1928).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,1
"¿Cuáles son las obligaciones del arrendatario?","1) Pagar la renta (obligación principal, art. 1942), 2) Usar la cosa según los términos del contrato o según su naturaleza (art. 1938), 3) Cuidar la cosa como un buen padre de familia (culpa leve), 4) Restituir la cosa al término del arriendo (art. 1947).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,1
"¿El arrendamiento confiere dominio al arrendatario?","No. El arrendatario es MERO TENEDOR de la cosa. Reconoce dominio ajeno (del arrendador o propietario). Solo tiene un derecho personal (crédito) para usar y gozar, no un derecho real.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,1
"¿Cómo termina el arrendamiento según el art. 1950 CC?","1) Por destrucción total de la cosa arrendada, 2) Por expiración del plazo estipulado, 3) Por extinción del derecho del arrendador (ej: resolución), 4) Por sentencia judicial. También: mutuo acuerdo, desahucio.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,2
"¿Qué es el desahucio en el arrendamiento?","El aviso anticipado que una parte da a la otra para poner fin al arrendamiento cuando no tiene plazo fijo. En predios urbanos, la Ley 18.101 regula los plazos de desahucio.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,2
"¿Qué ley especial rige el arrendamiento de predios urbanos?","La Ley 18.101 sobre arrendamiento de predios urbanos. Establece normas sobre desahucio, restitución, subarriendo y procedimiento de terminación. Es irrenunciable en sus normas protectoras del arrendatario.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,2
"¿Puede el arrendatario subarrendar?","Solo si el arrendador lo autoriza expresamente. El art. 1946 CC prohíbe al arrendatario ceder el arriendo o subarrendar sin consentimiento del arrendador, salvo autorización.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,2
"¿Qué es el mandato según el art. 2116 CC?","Contrato en que una persona confía la gestión de uno o más negocios a otra, que se hace cargo de ellos por cuenta y riesgo de la primera. La persona que confiere se llama mandante o comitente; la que acepta, apoderado, procurador, o mandatario.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIX,Del mandato,1
"¿Cuáles son las características del mandato?","1) Bilateral (generalmente), 2) Generalmente oneroso (salvo pacto de gratuidad), 3) Conmutativo, 4) Consensual (se perfecciona por aceptación del mandatario), 5) Principal, 6) Intuitu personae (se basa en la confianza).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIX,Del mandato,1
"¿Cómo se clasifica el mandato según su extensión?","1) General: se da para todos los negocios del mandante (art. 2130), 2) Especial: se da para uno o más negocios determinados. El mandato general solo confiere facultades de administración, no de disposición.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIX,Del mandato,2
