afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"La sentencia definitiva es la que resuelve un incidente del juicio estableciendo derechos permanentes.",false,"Esa es la definición de sentencia INTERLOCUTORIA de primer grado. La definitiva es la que pone fin a la instancia resolviendo el fondo del asunto (art. 158 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,1
"Los decretos tienen por objeto determinar o arreglar la substanciación del proceso.",true,"Art. 158 inc. final CPC: los decretos, providencias o proveídos solo ordenan trámites. Ej: 'traslado', 'como se pide', 'téngase presente'.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,1
"El desasimiento del tribunal opera respecto de todas las resoluciones judiciales una vez notificadas.",false,"Art. 182 CPC: el desasimiento solo opera respecto de sentencias definitivas e interlocutorias. Los autos y decretos pueden modificarse por reposición.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,2
"El tribunal puede aclarar puntos oscuros de una sentencia definitiva sin violar el desasimiento.",true,"Art. 182 inc. 2 CPC: la aclaración, rectificación y complementación son excepciones legales al desasimiento. No alteran el fondo de la decisión.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,2
"La cosa juzgada solo puede ser alegada como excepción en la contestación de la demanda.",false,"Art. 310 CPC: la excepción de cosa juzgada puede oponerse en CUALQUIER estado del juicio. También como excepción dilatoria (art. 304) o mixta.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,2
"La acción de cosa juzgada corresponde a cualquiera de las partes del juicio anterior.",false,"Art. 176 CPC: la acción corresponde solo a la parte que OBTUVO sentencia favorable (ganó). La excepción sí puede alegarla cualquiera (art. 177).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,2
"Para que opere la excepción de cosa juzgada deben concurrir las tres identidades copulativamente.",true,"Art. 177 CPC: identidad legal de personas + identidad de cosa pedida + identidad de causa de pedir. Si falta una, no hay cosa juzgada.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,2
"Los autos producen cosa juzgada una vez firmes.",false,"Art. 175 CPC: solo las sentencias definitivas e interlocutorias firmes producen cosa juzgada. Los autos y decretos NO producen cosa juzgada.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,2
"La sentencia definitiva debe contener parte expositiva, considerativa y resolutiva.",true,"Art. 170 CPC y Auto Acordado CS 1920: las tres partes son requisitos esenciales. Su omisión puede fundar un recurso de casación en la forma (art. 768 Nº 5).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,1
"Una sentencia que causa ejecutoria es aquella que ya quedó firme.",false,"Son conceptos distintos. Causa ejecutoria = puede cumplirse pese a recursos pendientes (concedidos en solo efecto devolutivo). Firme = no admite recurso alguno (art. 174).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,2
"La identidad legal de personas exige que sean físicamente las mismas personas del juicio anterior.",false,"Se requiere identidad JURÍDICA, no física. Los herederos son la misma persona jurídica que el causante. El representado es la misma persona que su representante en el juicio anterior.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,2
"El recurso de reposición procede contra sentencias definitivas.",false,"Art. 181 CPC: la reposición procede contra autos y decretos. Contra sentencias definitivas procede apelación (art. 187) y eventualmente casación.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,2
"La cosa juzgada material impide volver a discutir el asunto en cualquier juicio posterior.",true,"A diferencia de la cosa juzgada formal (solo inimpugnabilidad dentro del proceso), la material produce inmutabilidad absoluta: no puede re-litigarse en ningún proceso.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,3
"La causa de pedir es el beneficio jurídico que se persigue en juicio.",false,"Art. 177 CPC: la causa de pedir es el FUNDAMENTO INMEDIATO del derecho deducido. El beneficio jurídico perseguido es la COSA PEDIDA (objeto de la pretensión).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVII,De las resoluciones judiciales,2
