pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué es el juicio sumario según el art. 680 CPC?","Procedimiento breve y concentrado que se aplica cuando la acción deducida requiere, por su naturaleza, tramitación rápida para ser eficaz, y en los casos expresamente señalados por la ley.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,1
"¿Cuándo procede el juicio sumario?","1) Cuando la acción requiere tramitación rápida por su naturaleza (art. 680 inc. 1 CPC), 2) En los casos expresamente enumerados en el art. 680 inc. 2 (depósito necesario, comodato precario, acciones posesorias en ciertos casos, etc.).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,1
"¿Cuál es la estructura del juicio sumario?","1) Demanda, 2) Audiencia de contestación y conciliación (5° día hábil), 3) Eventual recepción a prueba (8 días), 4) Citación a oír sentencia, 5) Sentencia. Es concentrado: varios trámites en una audiencia.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,1
"¿Cuándo se cita a la audiencia en el juicio sumario?","El tribunal provee la demanda citando al demandado a una audiencia para el 5° día hábil después de la última notificación (art. 683 CPC). En esa audiencia se contesta, se llama a conciliación y se puede recibir a prueba.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,1
"¿Cuántos días dura el término probatorio en el juicio sumario?","8 días (art. 686 CPC). Es mucho más breve que los 20 días del juicio ordinario. Puede ampliarse a 30 días si se rinde fuera del territorio.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,2
"¿La sentencia del juicio sumario es apelable?","Sí. La apelación se concede en el solo efecto devolutivo (art. 691 CPC). La sentencia puede cumplirse pese al recurso pendiente. Excepción: el juez puede conceder en ambos efectos.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,2
"¿Puede sustituirse el procedimiento sumario por ordinario y viceversa?","Sí. Art. 681 CPC: si el procedimiento sumario se inició por naturaleza de la acción (no por texto legal expreso), el tribunal puede decretar su continuación conforme al juicio ordinario si hay motivos fundados. Y viceversa.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,2
"¿La reconvención procede en el juicio sumario?","Sí, en la audiencia de contestación. Pero solo si la reconvención puede tramitarse también sumariamente (art. 690 CPC). Se tramita conjuntamente con la demanda principal.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,2
"¿Qué son los interdictos posesorios?","Acciones que protegen la posesión de bienes raíces y derechos reales constituidos en ellos, contra todo acto de perturbación o despojo. Buscan protección rápida de la posesión sin discutir el dominio. Arts. 549-583 CPC.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,1
"¿Cuáles son las principales acciones posesorias del CPC?","1) Querella de amparo: protege contra perturbación (art. 549), 2) Querella de restitución: recupera posesión perdida por despojo (art. 549), 3) Querella de restablecimiento: recupera posesión violentamente arrebatada (art. 928 CC), 4) Denuncia de obra nueva, 5) Denuncia de obra ruinosa.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,1
"¿Qué es la querella de amparo?","Acción posesoria que protege al poseedor que ha sido PERTURBADO en su posesión sin ser despojado. Busca que cese la perturbación y se indemnice al poseedor. Art. 549 CPC.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"¿Qué es la querella de restitución?","Acción posesoria del poseedor que ha sido DESPOJADO de su posesión. Busca que se le restituya la posesión perdida + indemnización. Art. 549 CPC.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"¿Qué es la querella de restablecimiento?","Acción especial del que ha sido VIOLENTAMENTE despojado de su posesión o mera tenencia. No requiere probar posesión: basta probar el despojo violento. Plazo: 6 meses. Art. 928 CC + 549 CPC.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"¿Quién puede interponer acciones posesorias?","El poseedor de bienes raíces o derechos reales constituidos en ellos, que haya tenido posesión tranquila e ininterrumpida por al menos un año completo (art. 918 CC). Excepción: querella de restablecimiento no exige posesión de un año.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"¿En qué plazo prescriben las acciones posesorias?","En un año contado desde el acto de perturbación o despojo (art. 920 CC). Excepción: la querella de restablecimiento prescribe en 6 meses.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"¿Cómo se tramitan los interdictos posesorios?","Procedimiento sumario especial: demanda → audiencia (5° día) → prueba (8 días) → sentencia. No se discute dominio, solo posesión. El tribunal puede decretar medidas urgentes antes de la audiencia.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"¿Qué es la denuncia de obra nueva?","Acción posesoria que busca la suspensión de una obra nueva que se construye en suelo propio o ajeno y que perjudica la posesión del denunciante. El tribunal ordena la suspensión provisional de la obra (arts. 565-570 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"¿Qué es la denuncia de obra ruinosa?","Acción posesoria que busca la demolición o reparación de un edificio que amenaza ruina y puede causar daño al denunciante. El tribunal puede decretar medidas urgentes de seguridad (arts. 571-576 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"¿Qué ley regula los juicios de arrendamiento de predios urbanos?","La Ley 18.101 sobre arrendamiento de predios urbanos. Establece un procedimiento especial sumario para conflictos entre arrendador y arrendatario de inmuebles urbanos destinados a habitación, comercio, etc.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,1
"¿Cuál es el procedimiento de los juicios de arrendamiento según la Ley 18.101?","Se tramitan conforme al procedimiento sumario del art. 680 CPC, con modificaciones: 1) La primera audiencia es al 5° día hábil, 2) La contestación es verbal o escrita, 3) No procede la reconvención, salvo cobro de rentas.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,2
"¿Cuáles son las causales de terminación del arriendo según la Ley 18.101?","1) Necesidad del arrendador de habitar el inmueble (causal propia de la ley), 2) No pago de rentas, 3) Subarriendo no autorizado, 4) Deterioro culpable, 5) Conducta que afecte la tranquilidad de los vecinos.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,2
"¿Cuál es el plazo de desahucio en arrendamientos mes a mes?","2 meses de anticipación para el arrendador. El arrendatario solo necesita un período de pago de anticipación para poner término al contrato. Art. 3 Ley 18.101.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,2
