termino,definicion,rama,libro,titulo,materia,dificultad
"Incidente procesal","Toda cuestión accesoria de un juicio que requiere pronunciamiento especial del tribunal. Puede ser ordinario (reglas generales, arts. 82-91) o especial (tramitación propia). Art. 82 CPC.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,1
"Incidente de previo y especial pronunciamiento","Incidente que suspende la tramitación de la causa principal hasta su resolución, por ser necesario resolver primero la cuestión accesoria para continuar el juicio. Art. 87 CPC.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,2
"Nulidad procesal","Sanción que priva de efectos a un acto procesal realizado con infracción de requisitos legales. Requiere perjuicio (trascendencia), puede declararse de oficio o a petición de parte dentro de 5 días (art. 83 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,1
"Principio de trascendencia","No hay nulidad sin perjuicio (pas de nullité sans grief). No basta demostrar el vicio: debe probarse que causó un perjuicio reparable solo con la declaración de nulidad.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,2
"Abandono del procedimiento","Situación que se produce cuando todas las partes cesan en la prosecución del juicio durante 6 meses desde la última resolución en gestión útil. Solo puede alegarlo el demandado. No extingue la acción (art. 152 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVI,Del abandono del procedimiento,1
"Desistimiento de la demanda","Acto por el cual el demandante manifiesta su voluntad de no continuar el juicio. Extingue la acción y produce cosa juzgada (art. 150 CPC). Requiere traslado al demandado.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XV,Del desistimiento de la demanda,1
"Medidas prejudiciales","Diligencias que pueden solicitarse antes de la demanda para preparar la entrada al juicio. Preparatorias (art. 273), probatorias (arts. 281-286) o precautorias (art. 279 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IV_LIBRO_II,De las medidas prejudiciales,1
"Medidas precautorias","Providencias para asegurar el resultado de la acción, evitando que el demandado disponga de sus bienes. Nominadas (art. 290): secuestro, interventor, retención, prohibición. Innominadas (art. 298 inc. 2).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V_LIBRO_II,De las medidas precautorias,1
"Secuestro","Medida precautoria que consiste en depositar la cosa objeto de la demanda en manos de un tercero (depositario) hasta que se resuelva el juicio. Art. 290 Nº 1 CPC.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V_LIBRO_II,De las medidas precautorias,2
"Prohibición de celebrar actos o contratos","Medida precautoria que impide al demandado enajenar o gravar bienes determinados. Si recae sobre inmuebles, se inscribe en el CBR. Art. 290 Nº 4 CPC.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V_LIBRO_II,De las medidas precautorias,2
"Fumus boni iuris","Apariencia de buen derecho: presunción grave del derecho reclamado. Requisito esencial de las medidas precautorias (art. 298 CPC). El solicitante debe acompañar comprobantes.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V_LIBRO_II,De las medidas precautorias,2
"Acumulación de autos","Incidente especial que permite reunir en un solo proceso dos o más juicios pendientes, cuando hay conexión entre ellos (identidad de partes, influencia de sentencias). Art. 92 CPC.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_X,De la acumulación de autos,2
