pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"Según el art. 55 CC, son personas naturales:","Todos los individuos de la especie humana, cualquiera que sea su edad, sexo, estirpe o condición","Solo los individuos nacidos vivos y viables","Los individuos que han alcanzado la mayoría de edad y son capaces","Los ciudadanos chilenos y extranjeros con residencia permanente",0,"El art. 55 CC es amplio: todo individuo de la especie humana es persona, sin distinción alguna. No exige viabilidad, mayoría de edad ni nacionalidad determinada.",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,1
"El domicilio civil requiere según el art. 59 CC:","Residencia y ánimo de permanencia (real o presunto)","Solo residencia efectiva en un lugar por más de un año","Inscripción en el Registro Civil del lugar","Residencia y contrato de arriendo o título de propiedad",0,"Art. 59 CC: dos elementos: 1) residencia (elemento material-objetivo) y 2) ánimo de permanecer, real o presuntivo (elemento intencional-subjetivo).",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,1
"Según el art. 64 CC, se presume el ánimo de permanecer cuando una persona:","Abre tienda, botica, fábrica, taller u otro establecimiento durable para administrarlo en persona","Arrienda una vivienda por plazo de un año o más","Inscribe su domicilio en el Registro Civil","Trabaja en una empresa del lugar por más de seis meses",0,"Art. 64 CC establece una presunción positiva de ánimo de permanencia: abrir un establecimiento durable para administrarlo en persona. Es una presunción simplemente legal.",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,2
"Respecto de la pluralidad de domicilios, el art. 67 CC establece que:","Una persona puede tener domicilio civil en varias partes del territorio simultáneamente","Una persona solo puede tener un domicilio civil a la vez","Se entiende como domicilio único el del lugar donde tenga bienes raíces","El último domicilio registrado prevalece sobre los anteriores",0,"Art. 67 CC permite la pluralidad de domicilios: si concurren las circunstancias de domicilio en varias secciones del territorio, en todas ellas lo tiene.",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,2
"La existencia legal de una persona comienza según el art. 74 CC:","Al nacer, esto es, al separarse completamente de su madre","Al momento de la concepción","Al ser inscrita en el Registro Civil","Al cumplir las 24 horas de vida fuera del vientre materno",0,"Art. 74 inc. 1 CC: la existencia legal comienza con el nacimiento, definido como la separación completa de la madre, habiendo sobrevivido un momento siquiera. No se exige viabilidad ni inscripción.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,1
"Según el art. 74 inc. 2 CC, la criatura que muere en el vientre materno:","Se reputará no haber existido jamás","Se considera persona para efectos sucesorios","Adquiere derechos hereditarios que pasan a sus ascendientes","Tiene existencia legal desde la concepción",0,"Art. 74 inc. 2: la criatura que muere en el vientre o antes de la separación completa se reputa no haber existido jamás. Es una ficción legal de inexistencia retroactiva.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,1
"La presunción de la época de la concepción del art. 76 CC es:","Una presunción de derecho que no admite prueba en contrario","Una presunción simplemente legal que puede desvirtuarse","Una presunción judicial que el juez valora caso a caso","Una ficción legal aplicable solo en materia penal",0,"Art. 76 CC usa la expresión 'se presume de derecho', lo que significa que no admite prueba en contrario (presunción iuris et de iure). El período es de 180 a 300 días antes del nacimiento.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"Según el art. 77 CC, los derechos que se deferirían al nasciturus:","Están suspensos hasta que el nacimiento se efectúe","Se adquieren definitivamente desde la concepción","Los ejerce el padre o madre en representación del que está por nacer","Se pierden irrevocablemente si el parto se atrasa más de 300 días",0,"Art. 77 CC: los derechos están en suspenso. Si nace vivo, entran en vigencia retroactivamente. Si no nace, pasan a otras personas como si la criatura nunca hubiera existido.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"La regla de los comurientes del art. 79 CC se aplica cuando:","Dos o más personas perecen en un mismo acontecimiento y no puede saberse el orden de fallecimiento","Dos personas mueren el mismo día calendario en lugares distintos","Una persona muere y luego fallece otra por la misma enfermedad","Dos personas desaparecen en un mismo naufragio sin que se encuentren los cuerpos",0,"Art. 79 CC exige: 1) perecimiento en un mismo acontecimiento (naufragio, incendio, ruina, batalla), y 2) imposibilidad de determinar el orden de fallecimiento. Si se sabe quién murió primero, no aplica.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"El efecto de la regla de los comurientes es que:","Se presume que todas fallecieron al mismo tiempo y ninguna sobrevivió a las otras","El mayor de edad se presume fallecido después del menor","El más joven se presume sobreviviente","Se abre la sucesión solo del que tenía más patrimonio",0,"Art. 79 CC: se procede como si hubiesen perecido en un mismo momento. Esto impide la transmisión de derechos hereditarios entre los comurientes.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"¿Quién es competente para declarar la muerte presunta según el art. 81 Nº 1 CC?","El juez del último domicilio del desaparecido en Chile","El juez del lugar donde se lo vio por última vez","El juez del domicilio de los herederos presuntivos","Cualquier juez de letras del país a elección del solicitante",0,"Art. 81 Nº 1 CC: la declaración de muerte presunta debe hacerse por el juez del último domicilio que el desaparecido haya tenido en Chile. Es una regla de competencia absoluta.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,1
"Las citaciones del desaparecido en el procedimiento de muerte presunta deben publicarse:","Al menos tres veces en el Diario Oficial, con dos meses entre cada publicación","Una vez en el Diario Oficial y dos veces en un diario local","Cinco veces en cualquier diario de circulación nacional","Una sola vez en el Diario Oficial con un plazo de espera de seis meses",0,"Art. 81 Nº 2 CC: a lo menos tres publicaciones en el Diario Oficial, mediando entre cada dos citaciones un plazo no inferior a dos meses.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"El día presuntivo de la muerte, como regla general, se fija en:","El último día del primer bienio contado desde las últimas noticias","La fecha de las últimas noticias que se tuvieron del desaparecido","El día en que se dicta el decreto de muerte presunta","El último día del quinto año desde la desaparición",0,"Art. 81 Nº 6 CC: el día presuntivo de la muerte es el último día del primer bienio (dos años) contado desde la fecha de las últimas noticias.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"El decreto de posesión provisoria se concede transcurridos:","5 años desde la fecha de las últimas noticias","3 años desde la fecha de las últimas noticias","10 años desde la fecha de las últimas noticias","5 años desde la fecha del decreto de muerte presunta",0,"Art. 81 Nº 6 CC: transcurridos 5 años desde la fecha de las últimas noticias se concederá la posesión provisoria de los bienes del desaparecido.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"¿Cuál de los siguientes NO es un efecto del decreto de posesión provisoria?","Los herederos pueden enajenar libremente los bienes inmuebles del desaparecido","Se abre la sucesión del desaparecido en favor de sus herederos presuntivos","Se disuelve la sociedad conyugal o el régimen de participación en los gananciales","Se produce la emancipación legal de los hijos del desaparecido",0,"Durante la posesión provisoria los herederos NO pueden enajenar ni hipotecar los bienes inmuebles sin autorización judicial. Solo con la posesión definitiva se dispone libremente.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"En caso de sismo o catástrofe, el plazo para conceder la posesión definitiva según el art. 81 Nº 9 CC es:","1 año desde el sismo o catástrofe","6 meses desde el sismo o catástrofe","3 años desde el sismo o catástrofe","5 años desde el sismo o catástrofe",0,"Art. 81 Nº 9 CC: después de un año de ocurrido el sismo o catástrofe, el juez concederá la posesión definitiva. Es un plazo más breve que el caso general.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,3
"En caso de pérdida de nave o aeronave, el plazo para la posesión definitiva según el art. 81 Nº 8 CC es:","6 meses desde las últimas noticias de la nave o aeronave","1 año desde la fecha de salida de la nave o aeronave","3 meses desde la fecha de la última comunicación","2 años desde el accidente reportado",0,"Art. 81 Nº 8 CC: transcurridos 6 meses desde las últimas noticias de la nave o aeronave. Si no hay noticias dentro de 3 meses, se reputará perdida.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,3
"Si el desaparecido reaparece después del decreto de posesión definitiva, según el art. 94 CC:","Recupera sus bienes en el estado en que se hallen, subsistiendo las enajenaciones y derechos reales constituidos","Recupera todos sus bienes y se anulan todas las enajenaciones hechas","No tiene derecho alguno porque la muerte presunta es irrevocable","Solo puede pedir indemnización de perjuicios a los herederos presuntivos",0,"Art. 94 CC: el reaparecido recupera sus bienes en el estado en que se encuentren, pero las enajenaciones, hipotecas y derechos reales constituidos legalmente subsisten.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"El estado civil según el art. 304 CC es:","La calidad de un individuo en cuanto le habilita para ejercer ciertos derechos o contraer ciertas obligaciones civiles","La situación económica de una persona respecto de su patrimonio","La inscripción de una persona en los registros del Servicio de Registro Civil","La condición de ciudadano con derecho a voto",0,"Art. 304 CC define estado civil. Es un atributo de la personalidad que se origina en las relaciones de familia (soltero, casado, viudo, divorciado, padre/hijo).",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,1
"¿Cuál de las siguientes afirmaciones sobre el domicilio legal es correcta?","Los menores bajo patria potestad tienen el domicilio del padre o madre que la ejerce","El domicilio legal solo existe para los militares en servicio activo","Los mayores de edad no pueden tener domicilio legal bajo ninguna circunstancia","El domicilio legal se adquiere por sentencia judicial",0,"Art. 72 CC: los menores siguen el domicilio del padre o madre bajo cuya patria potestad viven. Es un domicilio impuesto por ley, no elegido.",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,2
