termino,definicion,rama,libro,titulo,materia,dificultad
"Réplica","Escrito del demandante que responde la contestación. Plazo: 6 días hábiles (art. 311 CPC). Puede ampliar o modificar acciones sin alterar las principales.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_IX,De la réplica y la dúplica,1
"Dúplica","Escrito del demandado que responde la réplica. Plazo: 6 días hábiles (art. 312 CPC). Puede ampliar o modificar excepciones sin alterar las ya formuladas. Cierra el período de discusión.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_IX,De la réplica y la dúplica,1
"Conciliación obligatoria","Trámite esencial post-discusión en que el juez, como amigable componedor, propone bases de arreglo a las partes. Si se logra acuerdo, el acta equivale a sentencia ejecutoriada (arts. 262-267 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_II,De la conciliación,1
"Auto de prueba","Resolución interlocutoria de 2° grado que recibe la causa a prueba, fijando los hechos sustanciales, pertinentes y controvertidos. Se notifica por cédula. Recurso: reposición con apelación subsidiaria en 3° día (art. 318 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la recepción de la causa a prueba,1
"Puntos de prueba","Los hechos sustanciales, pertinentes y controvertidos fijados en el auto de prueba. Delimitan sobre qué debe versar la actividad probatoria de las partes (art. 318 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la recepción de la causa a prueba,1
"Término probatorio ordinario","Período de 20 días hábiles para rendir prueba. Legal, fatal, común (desde última notificación del auto de prueba) e improrrogable. Reducible por acuerdo de partes (art. 328 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la recepción de la causa a prueba,1
"Término probatorio extraordinario","Aumento del plazo para rendir prueba fuera del territorio del tribunal o fuera del país. Se agrega según tabla de emplazamiento (arts. 329-335 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la recepción de la causa a prueba,2
"Término probatorio especial","Plazo adicional concedido cuando un entorpecimiento impide rendir prueba durante el término ordinario o extraordinario. Ej: fuerza mayor, inasistencia de testigos (arts. 339-340 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la recepción de la causa a prueba,2
"Observaciones a la prueba","Escritos opcionales que las partes pueden presentar en los 10 días siguientes al término probatorio, analizando y argumentando sobre la prueba rendida (art. 430 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la recepción de la causa a prueba,2
"Citación a oír sentencia","Resolución que cierra el período de prueba y abre el período de sentencia. Después de ella no pueden presentarse escritos ni pruebas, salvo medidas para mejor resolver (arts. 432-433 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la recepción de la causa a prueba,1
"Medidas para mejor resolver","Diligencias probatorias de oficio que el tribunal puede decretar después de la citación a oír sentencia: agregación de documentos, confesión, inspección, peritos, testigos (art. 159 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la recepción de la causa a prueba,2
"Equivalente jurisdiccional","Acto que resuelve un conflicto con efecto de cosa juzgada sin ser sentencia judicial. Ej: conciliación (art. 267), transacción, sentencia arbitral, sentencia extranjera exequaturada.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_II,De la conciliación,2
