pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"Las asignaciones forzosas según el art. 1167 CC son:","Alimentos legales, legítimas y cuarta de mejoras","Solo las legítimas","Legítimas y cuarta de libre disposición","Alimentos, legítimas, mejoras y libre disposición",0,"Art. 1167 CC: tres asignaciones forzosas: 1) alimentos que se deben por ley, 2) legítimas, 3) cuarta de mejoras. La cuarta de libre disposición NO es forzosa.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,1
"La herencia de una persona con legitimarios se divide en:","Mitad legitimaria (50%), cuarta de mejoras (25%) y cuarta de libre disposición (25%)","Tres tercios iguales","Mitad legitimaria y mitad de libre disposición","Cuatro cuartos iguales para los legitimarios",0,"Art. 1184 CC: la herencia se divide en 4/4: 2/4 = mitad legitimaria, 1/4 = mejoras, 1/4 = libre disposición.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,1
"La cuarta de mejoras puede beneficiar a:","Descendientes, ascendientes y cónyuge sobreviviente","Cualquier persona designada por el testador","Solo los hijos del causante","Solo el cónyuge sobreviviente",0,"Art. 1195 CC: la cuarta de mejoras solo puede destinarse a descendientes, ascendientes o cónyuge. No a colaterales ni extraños.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,1
"Si el causante no tiene legitimarios:","Puede disponer libremente de todos sus bienes por testamento","Se aplica la división en mitad legitimaria y cuartas de todas formas","El Fisco recibe la mitad legitimaria","Los hermanos reciben la mitad legitimaria",0,"Art. 1184 inc. 2 CC: sin legitimarios, no hay mitad legitimaria ni cuarta de mejoras. Todo el acervo es de libre disposición.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,2
"La legítima rigorosa según el art. 1184 CC:","No es susceptible de condición, plazo, modo u otro gravamen","Puede ser gravada con condiciones razonables","Puede reducirse por testamento hasta en un 50%","Se calcula sobre el acervo bruto",0,"Art. 1192 CC: la legítima rigorosa se recibe limpia de toda carga. Los gravámenes que el testador imponga se tienen por no escritos.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,2
"La legítima efectiva se forma:","Con la legítima rigorosa más lo que se agrega de mejoras y libre disposición no dispuestas por el testador","Solo con la mitad legitimaria","Con la legítima rigorosa menos los impuestos","Con el total del acervo líquido",0,"Art. 1191 CC: la legítima efectiva = legítima rigorosa + excedentes de la cuarta de mejoras y libre disposición que no fueron asignadas.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,2
"Si el testador no dispone de la cuarta de mejoras ni de la cuarta de libre disposición:","Ambas se acumulan a la mitad legitimaria, incrementando la legítima efectiva de los legitimarios","Pasan al Fisco por no haberse dispuesto","Quedan como herencia yacente","Se distribuyen entre los hermanos del causante",0,"Art. 1191 CC: lo no dispuesto de mejoras y libre disposición acrece a la mitad legitimaria, formando la legítima efectiva.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,2
"El desheredamiento según el art. 1207 CC requiere:","Disposición testamentaria expresa con señalamiento de causal legal","Simple declaración verbal ante dos testigos","Autorización judicial previa","Acuerdo entre el testador y el desheredado",0,"Art. 1207 CC: debe constar en testamento, fundarse en causal del art. 1208 y la causal debe probarse judicialmente.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,1
"¿Cuál de las siguientes NO es causal de desheredamiento según el art. 1208 CC?","Desacuerdo ideológico entre el testador y el legitimario","Injuria grave contra el testador","No socorrerlo en estado de demencia o destitución","Haber cometido delito que merezca pena aflictiva",0,"Art. 1208 CC: las causales son taxativas y graves. El mero desacuerdo ideológico no es causal de desheredamiento.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,1
"El desheredado conserva el derecho a alimentos necesarios:","Siempre, salvo en caso de injuria atroz","Nunca, pierde todos sus derechos","Solo si el testador lo autoriza expresamente","Solo durante los primeros 5 años",0,"Art. 1210 CC: el desheredamiento no se extiende a los alimentos necesarios, excepto en caso de injuria atroz.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,2
