afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"El testamento es un contrato bilateral entre el testador y sus herederos.",false,"Art. 999 CC: el testamento es un acto jurídico UNILATERAL del testador. No es contrato porque no hay acuerdo de voluntades. Los herederos no participan en su otorgamiento.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"El testamento es esencialmente revocable mientras viva el testador.",true,"Art. 999 CC: el testador conserva la facultad de revocar las disposiciones contenidas en el testamento mientras viva. La revocabilidad es de la esencia del testamento.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"El testamento puede otorgarse por mandatario si el mandato consta en escritura pública.",false,"Art. 1004 CC: la facultad de testar es indelegable. No puede otorgarse por mandatario, comisionado ni representante, sin importar la forma del mandato.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"Los impúberes son hábiles para testar si cuentan con autorización de sus padres.",false,"Art. 1005 CC: el impúber es inhábil para testar. La autorización paterna no suple esta inhabilidad. Se requiere plena capacidad testamentaria.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"En el testamento solemne cerrado los testigos conocen el contenido de las disposiciones.",false,"Art. 1023 CC: en el testamento cerrado los testigos NO conocen el contenido. El testador solo declara que la escritura cerrada contiene su testamento. Solo en el abierto se da a conocer el contenido.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"El testamento verbal caduca si el testador sobrevive más de 30 días después de otorgarlo.",true,"Art. 1036 CC: el testamento verbal caduca si el testador no fallece dentro de los 30 días subsiguientes al otorgamiento. La emergencia que lo justificó ya pasó.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"El legatario de especie adquiere el dominio de la cosa legada desde la muerte del causante.",true,"El legado de especie se adquiere por sucesión por causa de muerte ipso iure al momento de la apertura. El legatario es dueño desde la muerte, aunque deba pedir entrega material a los herederos.",DERECHO_CIVIL,LIBRO_III,TITULO_IV,De las asignaciones testamentarias,2
"El modo suspende la adquisición de la asignación testamentaria al igual que la condición suspensiva.",false,"Art. 1089 CC: el modo NO suspende la adquisición. El asignatario modal adquiere inmediatamente, pero con la carga de cumplir el modo. Solo la condición suspensiva posterga la delación.",DERECHO_CIVIL,LIBRO_III,TITULO_IV,De las asignaciones testamentarias,2
"Un testamento posterior revoca siempre y completamente al anterior.",false,"Art. 1215 CC: un testamento posterior solo revoca del anterior las disposiciones incompatibles. Las disposiciones compatibles de ambos testamentos coexisten válidamente.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"La preterición de un legitimario anula el testamento completo.",false,"Art. 1218 CC: la preterición no anula el testamento. El legitimario preterido se entiende instituido heredero en su legítima. Se modifica la distribución, pero el testamento subsiste.",DERECHO_CIVIL,LIBRO_III,TITULO_IV,De las asignaciones testamentarias,2
"El reconocimiento de un hijo hecho en testamento se revoca si se revoca el testamento.",false,"Art. 189 CC: el reconocimiento de hijos es irrevocable, aunque se contenga en testamento revocado. La revocación del testamento no afecta el reconocimiento.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"El testamento solemne abierto puede otorgarse ante 5 testigos sin notario.",true,"Art. 1014 CC: en los lugares donde no hubiere notario, podrá otorgarse ante 5 testigos. Es una excepción para zonas sin acceso a notaría.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"Los legitimarios son herederos forzosos cuya legítima no puede ser vulnerada por el testador.",true,"Art. 1182 CC: los legitimarios (hijos, ascendientes, cónyuge) tienen asignaciones forzosas que el testador está obligado a respetar. Si las vulnera, se reformará el testamento.",DERECHO_CIVIL,LIBRO_III,TITULO_IV,De las asignaciones testamentarias,1
"Las asignaciones a plazo se confunden con las condicionales porque plazo y condición son lo mismo.",false,"Art. 1080 CC: son conceptos distintos. El plazo es un hecho futuro y CIERTO (se sabe que ocurrirá). La condición es un hecho futuro e INCIERTO (puede o no ocurrir).",DERECHO_CIVIL,LIBRO_III,TITULO_IV,De las asignaciones testamentarias,2
