pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué es la sucesión por causa de muerte?","Modo de adquirir el dominio del patrimonio (o una cuota de él) o de bienes determinados de una persona difunta, por el ministerio de la ley o por la voluntad del causante expresada en testamento (art. 588 y 951 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"¿Cómo se clasifica la sucesión según su origen según el art. 952 CC?","1) Testamentaria: se sucede en virtud de un testamento, 2) Intestada o abintestato: se sucede en virtud de la ley, 3) Mixta: parte testada y parte intestada.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"¿Qué es el causante?","La persona difunta cuyo patrimonio se transmite. También se le llama 'de cujus' (abreviatura de 'de cujus successione agitur'). La sucesión se abre al momento de su muerte.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"¿Qué es la apertura de la sucesión según el art. 955 CC?","El hecho jurídico que se produce al momento de la muerte del causante y que habilita a los herederos o legatarios para tomar posesión de los bienes hereditarios. Se abre en el último domicilio del difunto.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"¿Dónde se abre la sucesión según el art. 955 CC?","En el último domicilio del difunto. Esto determina la competencia del tribunal y la ley aplicable.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"¿Qué es la delación de una asignación según el art. 956 CC?","El actual llamamiento de la ley a aceptarla o repudiarla. La herencia o legado se defiere al heredero o legatario en el momento de fallecer la persona de cuya sucesión se trata, si no es condicional.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"¿Qué diferencia hay entre apertura y delación?","La apertura es el momento de la muerte (hecho objetivo). La delación es el llamamiento a aceptar o repudiar (puede ser simultáneo o posterior si la asignación es condicional). En asignaciones puras y simples coinciden.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"¿Qué es el derecho de transmisión según el art. 957 CC?","Si el heredero o legatario fallece sin haber aceptado o repudiado la asignación, transmite a sus herederos el derecho de aceptar o repudiar. El transmitente debe haber sido capaz y digno.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"¿Cómo se clasifica la sucesión según su extensión según el art. 951 CC?","1) A título universal: se sucede al difunto en todos sus bienes, derechos y obligaciones transmisibles (herencia). 2) A título singular: se sucede en una o más especies o cuerpos ciertos o en una o más especies indeterminadas de cierto género (legado).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"¿Qué diferencia hay entre heredero y legatario?","El heredero sucede a título universal (en todo el patrimonio o una cuota), es continuador jurídico del causante y responde de las deudas hereditarias. El legatario sucede a título singular (en bienes determinados) y no responde de deudas salvo las que graven los bienes legados.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"¿El heredero responde de las deudas del causante?","Sí. El heredero es continuador jurídico del causante: responde de las deudas hereditarias a prorrata de su cuota, incluso más allá de los bienes heredados (responsabilidad ultra vires). Puede limitar esto con el beneficio de inventario.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"¿Qué es el beneficio de inventario según el art. 1247 CC?","El que limita la responsabilidad del heredero al valor total de los bienes que ha heredado. El heredero con beneficio de inventario no responde de las deudas del causante sino hasta la concurrencia de lo recibido.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"¿Qué es la herencia yacente según el art. 1240 CC?","La que no ha sido aceptada por ningún heredero dentro de los 15 días siguientes a la apertura de la sucesión. El juez puede declarar yacente la herencia y nombrar un curador.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"¿Qué es el derecho de representación según el art. 984 CC?","Una ficción legal por la cual se supone que una persona tiene el lugar y los derechos de su padre o madre, si este hubiere podido suceder y no hubiere querido o no hubiere podido hacerlo. Opera solo en la sucesión intestada.",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,1
"¿Quién puede representar según el art. 984 CC?","Solo los descendientes representan a sus ascendientes. No se puede representar a un ascendiente vivo (salvo que haya sido desheredado, declarado indigno o haya repudiado). Opera en línea descendente, no ascendente.",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,2
"¿En qué casos opera la representación?","1) En la descendencia del difunto (hijos, nietos, etc.), 2) En la descendencia de los hermanos del difunto. No opera en favor de ascendientes ni del cónyuge (art. 986 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,2
"¿Qué diferencia hay entre suceder por derecho personal y por derecho de representación?","Por derecho personal: se hereda por sí mismo (ej: el hijo hereda directamente de su padre). Por representación: se ocupa el lugar de otro (ej: el nieto ocupa el lugar de su padre premuerto para heredar del abuelo).",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,2
"¿Cuáles son los órdenes de sucesión intestada?","1) Primer orden: hijos (personalmente o representados) + cónyuge sobreviviente, 2) Segundo orden: ascendientes + cónyuge sobreviviente, 3) Tercer orden: hermanos (personalmente o representados), 4) Cuarto orden: colaterales más próximos hasta el sexto grado, 5) Quinto orden: el Fisco.",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,1
"¿Cómo se reparte la herencia en el primer orden de sucesión?","Entre los hijos y el cónyuge sobreviviente. El cónyuge lleva una porción que en ningún caso puede ser inferior a la cuarta parte de la herencia ni inferior a una porción de hijo. Los hijos se reparten el resto en partes iguales (art. 988 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,2
"¿Qué ocurre si solo hay cónyuge y un hijo?","El cónyuge lleva la mitad de la herencia y el hijo la otra mitad. Si hay dos o más hijos, el cónyuge lleva al menos una cuarta parte.",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,2
"¿Qué ocurre en el segundo orden (sin hijos)?","Heredan los ascendientes de grado más próximo y el cónyuge sobreviviente. La herencia se divide en tres partes: dos tercios para el cónyuge y un tercio para los ascendientes (art. 989 CC). Sin cónyuge, todo para los ascendientes.",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,2
"¿Qué ocurre en el tercer orden (sin hijos ni ascendientes ni cónyuge)?","Heredan los hermanos del difunto. Los hermanos de doble conjunción (padre y madre) llevan el doble que los de simple conjunción (solo padre o solo madre) según el art. 990 CC.",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,2
"¿Hasta qué grado heredan los colaterales en el cuarto orden?","Hasta el sexto grado inclusive. Los más próximos excluyen a los más lejanos. Si hay igualdad de grado, los de doble conjunción llevan el doble que los de simple conjunción (art. 992 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,2
"¿Cuándo hereda el Fisco?","En el quinto y último orden: a falta de todos los demás herederos abintestato. El Fisco recoge la herencia como último heredero universal (art. 995 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,1
"¿Qué son las incapacidades para suceder?","Impedimentos legales para ser heredero o legatario. Según el art. 961 CC, son incapaces los que no tienen existencia al momento de abrirse la sucesión (con excepciones: nasciturus, persona cuya existencia se espera).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"¿Qué son las indignidades para suceder?","Causales de exclusión de la sucesión por conducta reprochable del asignatario respecto del causante. Ej: homicida del difunto, atentado contra su honra, falta de socorro (arts. 968-972 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"¿Qué diferencia hay entre incapacidad e indignidad?","La incapacidad impide adquirir la asignación (falta de existencia, falta de personalidad). La indignidad no impide adquirir, pero permite privar al indigno de la asignación por sentencia judicial. La incapacidad opera de pleno derecho; la indignidad requiere declaración.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,3
"¿Puede aceptarse o repudiarse la herencia?","Sí. La herencia puede aceptarse pura y simplemente, aceptarse con beneficio de inventario, o repudiarse. La aceptación y repudiación son irrevocables y tienen efecto retroactivo al momento de la delación (art. 1239 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"¿Qué es el acervo bruto o común?","La masa total de bienes del causante al momento de su muerte, sin distinguir lo que pertenece a terceros. Incluye bienes propios y bienes que deberán restituirse (ej: bienes de la sociedad conyugal).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"¿Qué es el acervo ilíquido?","El patrimonio del causante una vez separados los bienes de terceros del acervo bruto, pero antes de deducir las bajas generales de la herencia (deudas hereditarias, gastos funerarios, etc.).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"¿Qué es el acervo líquido?","El patrimonio del causante una vez deducidas las bajas generales de la herencia (art. 959 CC): gastos de apertura, deudas hereditarias, impuestos, asignaciones alimenticias forzosas. Es la masa partible.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"¿Cuáles son las bajas generales de la herencia según el art. 959 CC?","1) Gastos de apertura de la sucesión (funeral, última enfermedad), 2) Deudas hereditarias, 3) Impuestos fiscales, 4) Asignaciones alimenticias forzosas. Se deducen antes de repartir.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"¿Qué es el derecho de acrecimiento según el art. 1147 CC?","Si dos o más asignatarios son llamados a una misma cosa sin designación de cuota, y uno de ellos falta, su porción acrece (aumenta) a las porciones de los demás. Opera cuando un asignatario no quiere o no puede recibir su parte.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"¿Qué es el derecho de sustitución según el art. 1156 CC?","La designación hecha por el testador de la persona que reemplazará al asignatario en caso de que este falte. Puede ser vulgar (reemplaza si no quiere o no puede) o fideicomisaria.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
