termino,definicion,rama,libro,titulo,materia,dificultad
"Actuación judicial","Acto jurídico procesal realizado por o ante el tribunal, del cual se deja constancia en el proceso. Debe practicarse en días y horas hábiles y ser autorizada por ministro de fe (arts. 59-61 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IV,De las actuaciones judiciales,1
"Ministro de fe","Funcionario que autoriza las actuaciones judiciales dándoles autenticidad. Principales: secretario del tribunal, receptor judicial, notario. Sin su intervención, la actuación carece de valor (art. 61 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IV,De las actuaciones judiciales,1
"Exhorto","Comunicación que un tribunal envía a otro para que practique actuaciones fuera de su territorio jurisdiccional. El tribunal remitente es exhortante; el receptor, exhortado (art. 71 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IV,De las actuaciones judiciales,2
"Plazo fatal","El que por su solo vencimiento extingue el derecho que debió ejercitarse dentro de él. Los plazos del CPC para las partes son fatales (art. 64). Los plazos judiciales (para el tribunal) no son fatales.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V,De los plazos,1
"Plazo común","El que corre para todas las partes conjuntamente desde la última notificación. Ej: término probatorio (art. 327 CPC). Se contrapone al plazo individual, que corre desde la notificación de cada parte.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V,De los plazos,2
"Notificación personal","La que se hace entregando a la persona misma del notificado copia íntegra de la resolución y de la solicitud. Obligatoria para la primera notificación al demandado y cuando la ley lo exige (art. 40 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,1
"Notificación personal subsidiaria","La del art. 44 CPC: procede tras dos búsquedas infructuosas del receptor en días distintos. Se entrega cédula a persona adulta del domicilio + carta certificada.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,2
"Notificación por cédula","La que se practica entregando en el domicilio del notificado copia íntegra de la resolución. Se usa para sentencia definitiva de 1ª instancia, auto de prueba y comparecencia personal (art. 48 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,1
"Notificación por el estado diario","Regla general de notificación. Se practica incluyendo la causa en una lista fijada en la secretaría del tribunal. Contiene Nº de rol, partes y cantidad de resoluciones (art. 50 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,1
"Notificación tácita","La que opera cuando la parte no notificada realiza cualquier gestión en el juicio que supone conocimiento de la resolución, sin reclamar la falta o defecto de notificación (art. 55 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,2
"Emplazamiento","Acto procesal complejo: notificación válida de la demanda + transcurso del plazo para contestar. Es trámite esencial del juicio (art. 795 Nº 1 CPC). Sin emplazamiento válido, procede nulidad.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,1
"Notificación por avisos","Forma especial que reemplaza a la personal o por cédula cuando el notificado es de difícil individualización, domicilio desconocido o son muchos. Se publica en diario (art. 54 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_VI,De las notificaciones,2
