pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"Según el art. 1545 CC, todo contrato legalmente celebrado es:","Una ley para los contratantes (pacta sunt servanda)","Una sugerencia que puede modificarse unilateralmente","Obligatorio solo si fue celebrado ante notario","Vinculante solo durante el primer año",0,"Art. 1545 CC: fuerza obligatoria del contrato. Solo puede invalidarse por consentimiento mutuo o causas legales.",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,1
"El art. 1546 CC establece que los contratos deben ejecutarse de:","Buena fe, obligando a todo lo que emana de la naturaleza de la obligación, la ley o la costumbre","Mala fe si las partes así lo pactaron","Buena fe solo en contratos solemnes","Estricta literalidad sin interpretación alguna",0,"Art. 1546 CC: principio de buena fe contractual. Integra el contrato con sus consecuencias naturales.",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,1
"La constitución en mora del deudor como regla general requiere:","Requerimiento judicial (interpelación del acreedor)","Solo el vencimiento del plazo","Notificación por carta certificada","Publicación en el Diario Oficial",0,"Art. 1551 Nº 3 CC: la regla general es que se requiere requerimiento judicial. La mora automática por vencimiento del plazo (Nº 1) es la excepción.",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,2
"La indemnización de perjuicios comprende según el art. 1556 CC:","Daño emergente y lucro cesante","Solo el daño emergente","Solo el lucro cesante","Daño moral exclusivamente",0,"Art. 1556 CC: daño emergente (pérdida sufrida) + lucro cesante (ganancia frustrada). El daño moral en sede contractual es discutido pero aceptado jurisprudencialmente.",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,1
"Si el contrato beneficia a ambas partes, el deudor responde de:","Culpa leve: la diligencia de un buen padre de familia","Culpa grave: el mínimo de diligencia","Culpa levísima: el máximo de diligencia","No responde de ninguna culpa",0,"Art. 1547 CC: contrato beneficia a ambos = culpa leve (regla general). Solo al acreedor = culpa grave. Solo al deudor = culpa levísima.",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,2
"El caso fortuito exime de responsabilidad al deudor porque:","Es un imprevisto a que no es posible resistir, rompiendo la imputabilidad","El acreedor debe asumir siempre los riesgos","La obligación se transforma en natural","El deudor queda libre de indemnizar pero no de cumplir",0,"Art. 45 CC: caso fortuito = imprevisto irresistible. Art. 1547: la prueba del caso fortuito corresponde al deudor que lo alega. Excluye la culpa.",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,1
"Los modos de extinguir las obligaciones del art. 1567 CC incluyen:","Pago, novación, remisión, compensación, confusión, pérdida de la cosa, nulidad, prescripción","Solo el pago y la novación","Solo el pago y la prescripción","Todos los anteriores más la costumbre",0,"Art. 1567 CC enumera 9 modos. La doctrina agrega otros como la dación en pago, el plazo extintivo y la muerte del deudor en obligaciones intuitu personae.",DERECHO_CIVIL,LIBRO_IV,TITULO_XIV,De los modos de extinguirse las obligaciones y primeramente de la solución o pago efectivo,1
"El pago según el art. 1568 CC es:","La prestación de lo que se debe: el modo normal de extinguir obligaciones","Solo la entrega de dinero","La inscripción del cumplimiento en un registro","El acuerdo de dar por terminada la obligación",0,"Art. 1568 CC: pago = prestación de lo que se debe. Puede ser de dar, hacer o no hacer. No es solo dinero.",DERECHO_CIVIL,LIBRO_IV,TITULO_XIV,De los modos de extinguirse las obligaciones y primeramente de la solución o pago efectivo,1
"La compensación legal opera:","De pleno derecho, aun sin conocimiento de los deudores","Solo por sentencia judicial","Solo si ambas partes la invocan","Por declaración unilateral del deudor",0,"Art. 1656 CC: la compensación se opera de pleno derecho por el solo ministerio de la ley, aun sin conocimiento de los deudores. Pero debe alegarse en juicio.",DERECHO_CIVIL,LIBRO_IV,TITULO_XVII,De la compensación,2
"Para que opere la compensación legal se requiere que ambas deudas sean:","Líquidas, actualmente exigibles, de dinero o cosas fungibles del mismo género","De cualquier naturaleza","Mayores a 10 UF cada una","De la misma fecha de vencimiento",0,"Art. 1656 CC: requisitos copulativos: ambas líquidas, ambas exigibles, ambas en dinero o fungibles del mismo género y calidad.",DERECHO_CIVIL,LIBRO_IV,TITULO_XVII,De la compensación,2
"La novación requiere como elemento esencial:","Animus novandi: intención de extinguir la obligación antigua y crear una nueva","Solo el cambio de acreedor","Solo el cambio del monto adeudado","Escritura pública ante notario",0,"Art. 1634 CC: sin intención de novar, no hay novación. Cualquier cambio accesorio (plazo, garantías) no constituye novación si no hay animus novandi.",DERECHO_CIVIL,LIBRO_IV,TITULO_XV,De la novación,2
"La confusión como modo de extinguir obligaciones se produce cuando:","Las calidades de acreedor y deudor se reúnen en una misma persona","Se confunden los bienes del deudor con los del acreedor","Hay error sobre la identidad del deudor","El contrato tiene cláusulas contradictorias",0,"Art. 1665 CC: confusión = reunión de acreedor y deudor en una persona. Ej: el acreedor hereda al deudor. Nadie puede deberse a sí mismo.",DERECHO_CIVIL,LIBRO_IV,TITULO_XVIII,De la confusión,1
"La nulidad absoluta prescribe en:","10 años contados desde la celebración del acto o contrato","4 años desde la celebración","5 años desde que se descubre el vicio","No prescribe nunca",0,"Art. 1683 CC: la nulidad absoluta puede y debe ser declarada de oficio. La acción prescribe en 10 años. No se sanea por ratificación.",DERECHO_CIVIL,LIBRO_IV,TITULO_XX,De la nulidad y la rescisión,1
