termino,definicion,rama,libro,titulo,materia,dificultad
"Embargo","Actuación judicial que individualiza, retiene y custodia bienes del ejecutado para asegurar el pago. Se practica si el deudor no paga al requerimiento. Si recae sobre inmuebles, se inscribe en el CBR.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,1
"Ampliación del embargo","Derecho del ejecutante de pedir que se embarguen más bienes cuando los ya embargados son insuficientes para cubrir deuda + intereses + costas (art. 456 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,2
"Sustitución del embargo","Derecho del ejecutado de reemplazar los bienes embargados por dinero suficiente (art. 457 CPC). No procede si lo embargado es la especie debida.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,2
"Remate de inmuebles","Venta forzada en pública subasta ante el tribunal. Requisitos: tasación (avalúo fiscal o pericial), 4 avisos, bases del remate. Postura mínima: 2/3 del avalúo (art. 488-499 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,2
"Tercería de dominio","Intervención de un tercero que alega ser dueño del bien embargado y pide excluirlo del embargo. Se tramita como juicio ordinario en cuaderno separado (art. 518 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,1
"Tercería de posesión","Intervención de un tercero que alega ser poseedor del bien embargado. Se presume dueño (art. 700 CC). Se tramita como juicio ordinario (art. 521 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,2
"Tercería de prelación","Intervención de un tercero acreedor con crédito preferente que quiere ser pagado antes que el ejecutante con el producto del remate. Se tramita como incidente (art. 524 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,2
"Tercería de pago","Intervención de un tercero acreedor sin preferencia que quiere concurrir a prorrata con el ejecutante. Procede cuando los bienes del ejecutado son insuficientes. Incidental (art. 524 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,2
"Depositario","Persona encargada de custodiar los bienes embargados. Provisional (designado en el mandamiento) o definitivo (designado por partes o tribunal). Debe conservar y rendir cuenta.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,2
"Reembargo","Situación en que los mismos bienes son embargados en dos o más juicios ejecutivos distintos. Es válido: el embargo no confiere exclusividad. La prelación se rige por las clases de créditos.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,3
"Liquidación del crédito","Operación aritmética que fija el monto exacto a pagar: capital + intereses + costas personales + costas procesales. Se practica tras la realización de los bienes (art. 510 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,2
"Bases del remate","Condiciones bajo las cuales se realizará la subasta del inmueble: mínimo de posturas, forma de pago, gravámenes que subsisten, plazo para escriturar. Se fijan por el tribunal o las partes.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,2
