pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"Los cuasicontratos principales del CC son:","Agencia oficiosa, pago de lo no debido y comunidad","Compraventa, arrendamiento y mandato","Delito, cuasidelito y contrato","Fianza, prenda e hipoteca",0,"Arts. 2285-2313 CC: tres cuasicontratos regulados expresamente. Nacen de un hecho voluntario lícito sin convención.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,1
"La agencia oficiosa se diferencia del mandato en que:","No hay encargo previo: el agente actúa espontáneamente sin mandato del interesado","El agente recibe remuneración obligatoria","Solo opera entre parientes","Requiere escritura pública",0,"Art. 2286 CC: el agente administra SIN mandato. En el mandato hay encargo previo del mandante. La agencia es cuasicontrato; el mandato es contrato.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,1
"El pago de lo no debido genera:","Acción de repetición para recuperar lo pagado indebidamente","Obligación de pagar nuevamente","Extinción de toda obligación futura","Derecho a compensar con deudas futuras",0,"Art. 2295 CC: quien paga lo que no debe tiene derecho a repetir (exigir la devolución). El que recibió de mala fe restituye con intereses y frutos.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,1
"El art. 2314 CC establece que el autor de un delito o cuasidelito civil que causa daño:","Es obligado a la indemnización de perjuicios","Solo está sujeto a sanción penal","Debe pedir disculpas públicas","Pierde sus derechos civiles",0,"Art. 2314 CC: obligación de indemnizar. La responsabilidad civil es independiente de la penal: puede haber responsabilidad civil sin condena penal.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,1
"¿Cuál es la diferencia entre delito y cuasidelito civil?","El delito se comete con dolo (intención); el cuasidelito con culpa (negligencia)","El delito causa daño mayor que el cuasidelito","El delito es punible penalmente y el cuasidelito no","No hay diferencia en materia civil",0,"Art. 2284 CC: delito = hecho ilícito + dolo. Cuasidelito = hecho ilícito + culpa. En ambos casos la indemnización cubre todo el daño causado.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,1
"Son incapaces de delito o cuasidelito civil:","Los dementes y los menores de 7 años (infantes)","Solo los menores de 18 años","Todas las personas bajo interdicción","Los menores de 14 años sin excepción",0,"Art. 2319 CC: dementes e infantes (< 7 años). Los mayores de 7 y menores de 16 responden si el juez declara discernimiento.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,2
"La responsabilidad por el hecho ajeno del art. 2320 CC se funda en:","Culpa presunta del civilmente responsable (in vigilando o in eligendo), con prueba en contrario","Responsabilidad objetiva sin culpa","Culpa del autor directo del daño","Solidaridad legal entre el autor y el responsable",0,"Art. 2320 inc. final CC: presunción de culpa que se desvirtúa probando diligencia. Es responsabilidad por culpa propia (falta de vigilancia o mala elección).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,2
"Si dos o más personas cometen un delito o cuasidelito civil, responden:","Solidariamente de todo perjuicio (art. 2317 CC)","Cada una solo por su cuota de responsabilidad","Solo el autor principal responde","A prorrata según su participación",0,"Art. 2317 CC: solidaridad legal entre coautores de delito o cuasidelito civil. El perjudicado puede cobrar el total a cualquiera de ellos.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,2
"La acción por responsabilidad extracontractual prescribe en:","4 años contados desde la perpetración del acto (art. 2332 CC)","5 años desde el conocimiento del daño","10 años desde el hecho","1 año desde la sentencia penal",0,"Art. 2332 CC: prescripción especial de 4 años contados desde la perpetración del acto dañoso.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,2
"El daño moral en responsabilidad extracontractual:","Es indemnizable según el art. 2329 CC y la jurisprudencia unánime","No es indemnizable en ningún caso","Solo es indemnizable si hay delito penal","Solo procede entre cónyuges",0,"El daño moral (dolor, sufrimiento, aflicción) se indemniza en sede extracontractual. En sede contractual es más discutido pero también aceptado jurisprudencialmente.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,2
"Los créditos de primera clase en la prelación incluyen:","Costas judiciales, remuneraciones de trabajadores, gastos funerarios y créditos del Fisco","Solo los créditos hipotecarios","Solo los créditos del Fisco","Solo las remuneraciones de trabajadores",0,"Arts. 2472-2473 CC: la 1ª clase incluye costas judiciales, expensas funerales, gastos de última enfermedad, remuneraciones y créditos del Fisco por impuestos de retención.",DERECHO_CIVIL,LIBRO_IV,TITULO_XLI,De la prelación de créditos,2
"Los créditos valistas o de quinta clase:","Se pagan a prorrata con el sobrante después de las cuatro primeras clases","Se pagan primero porque son los más antiguos","Tienen preferencia sobre los hipotecarios","No se pagan nunca",0,"Art. 2489 CC: los valistas no tienen preferencia. Se pagan con el remanente, a prorrata de sus valores.",DERECHO_CIVIL,LIBRO_IV,TITULO_XLI,De la prelación de créditos,1
"La preferencia del crédito hipotecario es:","Especial: recae solo sobre el inmueble hipotecado; el déficit es crédito valista","General: recae sobre todos los bienes del deudor","Absoluta: prevalece sobre todas las demás clases","Compartida con el acreedor prendario",0,"Art. 2477 CC: preferencia especial = solo sobre el inmueble. Si el producto no alcanza, el saldo pasa a ser crédito de 5ª clase (valista).",DERECHO_CIVIL,LIBRO_IV,TITULO_XLI,De la prelación de créditos,2
"La prescripción extintiva de acciones ordinarias es de:","5 años desde que la obligación se hizo exigible","10 años desde la celebración del contrato","3 años desde el vencimiento","1 año desde el conocimiento",0,"Art. 2515 CC: 5 años = acciones personales ordinarias. 3 años = ejecutivas (subsiste como ordinaria por 2 más).",DERECHO_CIVIL,LIBRO_IV,TITULO_XLII,De la prescripción,1
"Las prescripciones de corto tiempo del art. 2521 CC:","No se suspenden pero se interrumpen; la interrupción da lugar a la prescripción ordinaria de 5 años","Se suspenden igual que las de largo tiempo","No se interrumpen ni se suspenden","Prescriben en 6 meses",0,"Art. 2523 CC: no se suspenden. Se interrumpen por pagaré/obligación escrita o requerimiento, y sucede la prescripción ordinaria de 5 años.",DERECHO_CIVIL,LIBRO_IV,TITULO_XLII,De la prescripción,2
"El dueño de un edificio responde por los daños de su ruina cuando:","Ha omitido las reparaciones necesarias o hay vicio de construcción (art. 2323 CC)","El edificio tiene más de 50 años","El vecino le ha advertido del peligro","Siempre, sin excepción alguna",0,"Art. 2323 CC: responsabilidad por el hecho de las cosas. Requiere omisión de reparaciones o vicio de construcción. No es responsabilidad objetiva absoluta.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,2
"El enriquecimiento sin causa:","Es un principio general del derecho reconocido por la doctrina aunque no tiene regulación expresa como tal en el CC","Está regulado expresamente en el art. 2314 CC","Solo opera en materia comercial","No es reconocido en el derecho chileno",0,"No tiene norma expresa general, pero se manifiesta en instituciones como el pago de lo no debido (art. 2295), las prestaciones mutuas y la agencia oficiosa.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,3
"Los honorarios de profesionales liberales prescriben en:","2 años (art. 2521 CC)","5 años","1 año","10 años",0,"Art. 2521 CC: prescripción de corto tiempo de 2 años para honorarios de profesiones liberales (abogados, médicos, etc.) y precio de servicios.",DERECHO_CIVIL,LIBRO_IV,TITULO_XLII,De la prescripción,2
"La responsabilidad del empresario por el hecho de sus dependientes (art. 2320 CC):","Admite prueba liberatoria: el empresario se exime probando que empleó la debida diligencia","Es objetiva: no admite prueba en contrario","Solo opera si el dependiente actuó con dolo","Requiere condena penal previa del dependiente",0,"Art. 2320 inc. final CC: cesará la responsabilidad si con la autoridad y cuidado que su calidad le confiere no hubiere podido impedir el hecho. Es presunción simplemente legal.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,2
"La prescripción extintiva se diferencia de la caducidad en que:","La prescripción debe alegarse y puede interrumpirse/suspenderse; la caducidad opera de pleno derecho y no admite interrupción ni suspensión","No hay diferencia práctica","La prescripción opera de pleno derecho y la caducidad no","La prescripción es más breve que la caducidad",0,"Distinción doctrinaria importante: la prescripción es renunciable, alegable y admite interrumpción/suspensión. La caducidad es irrenunciable y opera ipso iure.",DERECHO_CIVIL,LIBRO_IV,TITULO_XLII,De la prescripción,3
