termino,definicion,rama,libro,titulo,materia,dificultad
"Persona natural","Todo individuo de la especie humana, cualquiera que sea su edad, sexo, estirpe o condición (art. 55 CC).",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,1
"Persona jurídica","Persona ficticia, capaz de ejercer derechos y contraer obligaciones civiles, y de ser representada judicial y extrajudicialmente (art. 545 CC).",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,1
"Domicilio","La residencia, acompañada, real o presuntivamente, del ánimo de permanecer en ella (art. 59 CC). Tiene un elemento material (residencia) y uno intencional (ánimo).",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,1
"Domicilio político","El relativo al territorio del Estado en general. El que lo tiene o adquiere es o se hace miembro de la sociedad chilena, aunque conserve la calidad de extranjero (art. 60 CC).",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,2
"Domicilio civil","El relativo a una parte determinada del territorio del Estado (art. 61 CC). Es el domicilio relevante para efectos de competencia judicial y notificaciones.",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,1
"Domicilio convencional","El que las partes de un contrato fijan de común acuerdo para los efectos judiciales o extrajudiciales derivados de ese contrato (art. 69 CC).",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,2
"Nacimiento","Separación completa de la criatura de su madre, habiendo sobrevivido a la separación un momento siquiera. Marca el inicio de la existencia legal de la persona (art. 74 CC).",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,1
"Nasciturus","El que está por nacer. Tiene existencia natural desde la concepción pero no existencia legal. La ley protege su vida (art. 75 CC) y suspende sus derechos eventuales hasta el nacimiento (art. 77 CC).",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"Comurientes","Personas que perecen en un mismo acontecimiento sin que pueda saberse el orden de sus fallecimientos. Se presume que murieron al mismo tiempo y ninguna sobrevivió a las otras (art. 79 CC).",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"Muerte presunta","La declarada por el juez respecto de un individuo desaparecido, ignorándose si vive, verificándose los requisitos legales (art. 80 CC). Pone fin a la incertidumbre jurídica sobre su existencia.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,1
"Posesión provisoria","Etapa de la muerte presunta en que los herederos presuntivos reciben los bienes del desaparecido con restricciones (no pueden enajenar inmuebles sin autorización judicial). Se concede a los 5 años desde las últimas noticias.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"Posesión definitiva","Etapa final de la muerte presunta en que los herederos disponen libremente de los bienes. Se concede a los 10 años desde las últimas noticias (regla general) o en plazos más breves en casos especiales (sismo, naufragio).",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
