pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Cuáles son los seis medios de prueba del art. 341 CPC?","1) Instrumentos (documentos), 2) Testigos, 3) Confesión de parte, 4) Inspección personal del tribunal, 5) Informe de peritos, 6) Presunciones. Son los únicos medios de prueba admisibles en el juicio ordinario civil.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De los medios de prueba,1
"¿Qué es la prueba instrumental?","La que se rinde mediante documentos (instrumentos). Se clasifican en: instrumentos públicos (art. 1699 CC) e instrumentos privados (art. 1701 CC). Es el medio de prueba más importante en la práctica.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la prueba instrumental,1
"¿Qué es un instrumento público según el art. 1699 CC?","El autorizado con las solemnidades legales por el competente funcionario. Ej: escritura pública, certificado de nacimiento, sentencia judicial, actas de registro civil. Hace plena fe respecto de todos (erga omnes).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la prueba instrumental,1
"¿Qué valor probatorio tiene el instrumento público?","Hace PLENA FE: 1) En cuanto al hecho de haberse otorgado, 2) En cuanto a su fecha, 3) En cuanto a las declaraciones del funcionario. Respecto de las declaraciones de las partes, hace plena fe contra el declarante (arts. 1700-1706 CC).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la prueba instrumental,2
"¿Qué es un instrumento privado?","Todo documento que no es instrumento público: carece de las solemnidades legales y no es otorgado por funcionario competente. Ej: contrato privado, carta, correo electrónico, pagaré. No tiene valor probatorio hasta ser reconocido.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la prueba instrumental,1
"¿Cuándo adquiere valor probatorio el instrumento privado?","Cuando es RECONOCIDO o MANDADO TENER POR RECONOCIDO (art. 346 CPC). Reconocido: 1) expresamente por la parte, 2) tácitamente (no se objeta dentro de 6° día), 3) judicialmente (el tribunal lo declara auténtico).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la prueba instrumental,2
"¿Cuándo pueden impugnarse los instrumentos?","Públicos: por nulidad (vicios en solemnidades), falta de autenticidad (falsedad material) o falta de veracidad (simulación). Privados: objetarse dentro de 6° día desde que se acompañan bajo apercibimiento (art. 346 Nº 3).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la prueba instrumental,2
"¿Qué es la prueba testimonial?","La declaración de terceros ajenos al juicio (testigos) sobre hechos que han percibido directamente (presenciales) o que conocen por referencia (de oídas). Regulada en arts. 356-384 CPC.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la prueba testimonial,1
"¿Quiénes son inhábiles para testificar?","1) Inhábiles absolutamente (art. 357): menores de 14, dementes, ebrios, condenados por falso testimonio, etc. 2) Inhábiles relativamente (art. 358): los que tienen interés directo, parentesco, dependencia con la parte que los presenta.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la prueba testimonial,2
"¿Cuántos testigos pueden declarar por cada punto de prueba?","Máximo 6 testigos por cada punto de prueba (art. 372 CPC). No hay mínimo, pero un solo testigo de oídas no constituye presunción judicial.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la prueba testimonial,2
