afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"Después de la Ley 19.585, los hijos de filiación no matrimonial tienen menos derechos hereditarios que los de filiación matrimonial.",false,"La Ley 19.585 estableció la plena igualdad de derechos entre todos los hijos, sean de filiación matrimonial, no matrimonial o adoptiva. Tienen los mismos derechos hereditarios.",DERECHO_CIVIL,LIBRO_I,TITULO_VII,De la filiación,1
"Se presumen hijos del marido los nacidos después de la celebración del matrimonio y dentro de los 300 días siguientes a su disolución.",true,"Art. 184 CC: es una presunción simplemente legal (admite prueba en contrario). Opera automáticamente y cubre el período desde el matrimonio hasta 300 días después de su disolución o separación judicial.",DERECHO_CIVIL,LIBRO_I,TITULO_VII,De la filiación,1
"El reconocimiento voluntario de un hijo puede revocarse libremente dentro de los 30 días siguientes.",false,"Art. 189 CC: el reconocimiento es irrevocable, aunque se contenga en un testamento revocado por otro acto testamentario. Una vez hecho, no se puede dejar sin efecto.",DERECHO_CIVIL,LIBRO_I,TITULO_VII,De la filiación,1
"La filiación no matrimonial solo puede determinarse por sentencia judicial.",false,"Art. 186 CC: la filiación no matrimonial se determina por dos vías: 1) reconocimiento voluntario del padre o madre (art. 187), O 2) por sentencia judicial. No se requiere juicio si hay reconocimiento.",DERECHO_CIVIL,LIBRO_I,TITULO_VII,De la filiación,1
"La acción de reclamación de filiación del hijo prescribe a los 10 años desde que alcanza la mayoría de edad.",false,"Art. 195 CC: la acción de reclamación de filiación es imprescriptible e irrenunciable respecto del hijo. Puede ejercerla en cualquier momento de su vida.",DERECHO_CIVIL,LIBRO_I,TITULO_VIII,De las acciones de filiación,1
"La negativa a someterse a prueba de ADN en juicio de filiación no tiene consecuencias jurídicas.",false,"Art. 199 CC: la negativa injustificada hace presumir legalmente la paternidad o maternidad. Es una presunción grave que puede ser determinante en la sentencia.",DERECHO_CIVIL,LIBRO_I,TITULO_VIII,De las acciones de filiación,1
"La posesión notoria del estado civil de hijo debe haber durado a lo menos 5 años continuos.",true,"Art. 200 CC: la posesión notoria requiere que el trato de hijo (nombre, educación, presentación) haya durado al menos 5 años continuos y se pruebe por testimonios y antecedentes.",DERECHO_CIVIL,LIBRO_I,TITULO_VIII,De las acciones de filiación,2
"Según la legislación vigente, el cuidado personal de los hijos corresponde automáticamente a la madre cuando los padres viven separados.",false,"Art. 225 CC (Ley 20.680): se eliminó la preferencia materna. Rige la corresponsabilidad. Los padres acuerdan; a falta de acuerdo, decide el juez según el interés superior del niño.",DERECHO_CIVIL,LIBRO_I,TITULO_IX,De los derechos y obligaciones entre los padres y los hijos,1
"La patria potestad se refiere tanto a los bienes como a la persona del hijo.",false,"Art. 243 CC: la patria potestad se refiere SOLO a los bienes del hijo no emancipado (aspecto patrimonial). El cuidado de la persona del hijo es una institución distinta (cuidado personal, arts. 224-228).",DERECHO_CIVIL,LIBRO_I,TITULO_X,De la patria potestad,1
"El padre o madre que ejerce la patria potestad puede enajenar libremente los bienes raíces del hijo.",false,"Art. 254 CC: los bienes raíces del hijo NO pueden enajenarse ni gravarse sin autorización judicial con conocimiento de causa. Es una medida de protección del patrimonio del menor.",DERECHO_CIVIL,LIBRO_I,TITULO_X,De la patria potestad,1
"La emancipación del hijo menor lo convierte en persona plenamente capaz.",false,"Art. 273 CC: la emancipación pone fin a la patria potestad pero NO confiere capacidad. El menor emancipado queda sujeto a guarda (tutela o curaduría) hasta cumplir 18 años.",DERECHO_CIVIL,LIBRO_I,TITULO_X,De la patria potestad,2
"El matrimonio del hijo es causal de emancipación legal.",true,"Art. 270 Nº 2 CC: el matrimonio del hijo produce su emancipación legal de pleno derecho, aunque el hijo sea menor de 18 años.",DERECHO_CIVIL,LIBRO_I,TITULO_X,De la patria potestad,1
"Toda emancipación es irrevocable sin excepción alguna.",false,"Art. 272 CC: toda emancipación es irrevocable EXCEPTO la fundada en muerte presunta del padre o madre. Si el padre o madre reaparece, la emancipación puede revocarse.",DERECHO_CIVIL,LIBRO_I,TITULO_X,De la patria potestad,2
"El derecho legal de goce recae sobre todos los bienes del hijo sin excepción.",false,"Art. 250 CC establece excepciones: no recae sobre el peculio profesional (bienes del trabajo del hijo), bienes donados o heredados con cláusula de exclusión, ni herencias pasadas al hijo por indignidad del padre o madre.",DERECHO_CIVIL,LIBRO_I,TITULO_X,De la patria potestad,2
