pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué es la acción procesal?","El derecho subjetivo público de poner en movimiento la jurisdicción para obtener la tutela de un derecho o interés legítimo. Es independiente del derecho sustantivo que se reclama: puede ejercerse acción sin tener razón de fondo.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_I,De las reglas comunes a todo procedimiento,1
"¿Cuáles son los elementos de la acción procesal?","1) Sujetos: actor (demandante) y sujeto pasivo (demandado), 2) Objeto: beneficio jurídico que se persigue (pretensión), 3) Causa de pedir: fundamento inmediato del derecho deducido en juicio (art. 177 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_I,De las reglas comunes a todo procedimiento,2
"¿Qué es la pretensión procesal?","La declaración de voluntad por la cual se solicita al tribunal una actuación frente al demandado. Es lo que se pide concretamente (ej: que se condene a pagar $X, que se declare nulo un contrato). No se confunde con la acción.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_I,De las reglas comunes a todo procedimiento,2
"¿Quiénes son las partes en un juicio civil?","Demandante: quien ejerce la acción y formula la pretensión. Demandado: contra quien se dirige la acción. Pueden ser una o más personas naturales o jurídicas (art. 18 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,1
"¿Cuáles son los requisitos para ser parte en un juicio?","1) Capacidad para ser parte (aptitud para ser titular de derechos, equivale a la capacidad de goce), 2) Capacidad procesal (aptitud para actuar por sí mismo en juicio, equivale a la capacidad de ejercicio), 3) Ius postulandi (representación por abogado habilitado, Ley 18.120).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,2
"¿Qué es la capacidad para ser parte?","La aptitud para ser sujeto de una relación procesal, es decir, para ser demandante o demandado. Toda persona natural o jurídica tiene capacidad para ser parte. Equivale a la capacidad de goce del derecho civil.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,1
"¿Qué es la capacidad procesal?","La aptitud para comparecer en juicio por sí mismo, sin necesidad de representante. Los incapaces (menores, dementes, interdictos) deben actuar representados. Equivale a la capacidad de ejercicio del derecho civil.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,1
"¿Qué es la legitimación procesal (legitimatio ad causam)?","La calidad que tiene una persona para actuar en un juicio concreto, derivada de su relación con el derecho discutido. Solo el titular del derecho puede demandar; solo quien está obligado puede ser demandado.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,2
"¿Qué es el litis consorcio según el art. 18 CPC?","La pluralidad de partes en un mismo juicio. Puede ser: activo (varios demandantes), pasivo (varios demandados) o mixto (varios de ambos lados). Requiere que las acciones emanen del mismo hecho o se funden en la misma causa de pedir.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,2
"¿Cuáles son los requisitos del litis consorcio del art. 18 CPC?","Puede entablarse demanda por muchos o contra muchos cuando: 1) Se deduce la misma acción, 2) Emana de un mismo hecho, 3) Se procede conjuntamente por varios interesados. Todos deben obrar por medio de un procurador común (art. 19).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,2
"¿Qué es el procurador común según el art. 19 CPC?","Cuando hay pluralidad de demandantes o demandados con intereses no contrapuestos, deben litigar conjuntamente representados por un mismo mandatario. El tribunal lo designa si las partes no se ponen de acuerdo.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,2
"¿Cuándo no es necesario procurador común?","Cuando las acciones de los colitigantes son distintas entre sí (art. 20 CPC), o cuando surgen incompatibilidades de intereses durante el juicio. En estos casos, cada parte actúa con su propio representante.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,2
"¿Qué son los terceros en el juicio civil?","Personas distintas de las partes originales que intervienen en un juicio pendiente por tener interés actual en sus resultados. El CPC regula tres tipos: coadyuvantes, independientes y excluyentes (arts. 22-24).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,1
"¿Qué es el tercero coadyuvante según el art. 23 CPC?","El que tiene un interés actual en los resultados del juicio y compatible con el de una de las partes principales. Interviene apoyando a demandante o demandado. Debe aceptar todo lo obrado hasta el momento de su intervención.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,2
"¿Qué es el tercero independiente según el art. 23 CPC?","El que tiene un interés actual propio, independiente de los intereses de ambas partes principales. Sostiene una pretensión diferente a la del demandante y a la del demandado.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,2
