afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"El arrendamiento transfiere el dominio de la cosa arrendada al arrendatario.",false,"El arrendatario es MERO TENEDOR. Solo tiene un derecho personal de goce. No adquiere dominio ni posesión. Reconoce dominio ajeno (art. 714 CC).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,1
"El arrendamiento de cosas es un contrato consensual.",true,"Art. 1915 CC: se perfecciona por el solo consentimiento. No requiere escritura pública ni entrega de la cosa para existir (aunque se necesite para la prueba en ciertos casos).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,1
"El arrendatario puede subarrendar libremente sin consentimiento del arrendador.",false,"Art. 1946 CC: el arrendatario no puede ceder ni subarrendar sin consentimiento del arrendador. La cesión o subarriendo no autorizado permite al arrendador terminar el contrato.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,1
"Las reparaciones necesarias de la cosa arrendada son de cargo del arrendador.",true,"Art. 1927 CC: el arrendador debe mantener la cosa en estado de servir, haciendo las reparaciones necesarias. Las locativas (pequeñas por uso) son del arrendatario (art. 1940).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVI,Del contrato de arrendamiento,1
"El mandato general confiere al mandatario la facultad de vender los bienes del mandante.",false,"Art. 2132 CC: el mandato general solo confiere facultades de ADMINISTRACIÓN. Para actos de disposición (vender, hipotecar) se requiere poder especial con mención expresa.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIX,Del mandato,1
"El mandato es esencialmente revocable por el mandante.",true,"Art. 2165 CC: el mandante puede revocar el mandato a su arbitrio, en cualquier momento. Es consecuencia del carácter intuitu personae del contrato.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIX,Del mandato,1
"La muerte del mandante no pone fin al mandato.",false,"Art. 2163 Nº 5 CC: la muerte del mandante o del mandatario pone fin al mandato. Es un contrato intuitu personae. Excepción: mandato destinado a ejecutarse después de la muerte.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIX,Del mandato,1
"El mandatario puede actuar a nombre propio sin representar al mandante.",true,"Art. 2151 CC: el mandatario puede actuar a nombre propio o a nombre del mandante. Si actúa a nombre propio, se obliga personalmente y el mandante no queda vinculado frente a terceros.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIX,Del mandato,2
"La sociedad civil forma una persona jurídica distinta de los socios.",true,"Art. 2053 inc. 2 CC: la sociedad forma una persona jurídica, distinta de los socios individualmente considerados. Tiene patrimonio propio.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVIII,De la sociedad,1
"La sociedad leonina (todos los beneficios para un socio) es válida en el CC chileno.",false,"Art. 2056 CC: se prohíbe la sociedad leonina. No vale la estipulación que da todos los beneficios a un socio o que exime a uno de toda contribución a las pérdidas.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVIII,De la sociedad,1
"La muerte de un socio siempre disuelve la sociedad colectiva civil sin excepción.",false,"Art. 2103 CC: la muerte disuelve la sociedad como regla general. Pero las partes pueden pactar que la sociedad continúe con los herederos del socio fallecido o entre los sobrevivientes.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVIII,De la sociedad,2
"El aporte de un socio puede consistir en su trabajo personal (industria).",true,"Art. 2055 CC: el aporte puede ser en dinero, bienes (muebles o inmuebles) o industria (trabajo, conocimientos). El socio industrial aporta su capacidad laboral.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVIII,De la sociedad,1
"En la sociedad colectiva civil los socios responden solidariamente por las deudas sociales.",false,"En la colectiva CIVIL: responsabilidad ilimitada pero simplemente conjunta (a prorrata). La solidaridad es propia de la colectiva COMERCIAL (art. 370 C. Com.).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXVIII,De la sociedad,3
"El mandatario está obligado a rendir cuenta de su gestión.",true,"Art. 2155 CC: obligación esencial e irrenunciable. Debe dar cuenta detallada de su administración, entregar lo recibido y justificar los gastos.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIX,Del mandato,1
