afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"El juicio ejecutivo es un juicio de declaración de derechos.",false,"El juicio ejecutivo es de EJECUCIÓN, no de declaración. Presupone un derecho ya establecido en un título ejecutivo. Su objeto es el cumplimiento forzado.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,1
"Los títulos ejecutivos del art. 434 CPC son taxativos.",true,"Art. 434 CPC: enumeración cerrada. Solo los documentos que la ley califica como títulos ejecutivos tienen mérito para despachar ejecución.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,1
"La acción ejecutiva prescribe en 5 años.",false,"Art. 2515 CC: la acción ejecutiva prescribe en 3 AÑOS. Prescrita, subsiste como ordinaria por 2 años más (total 5).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,1
"Un instrumento privado sin reconocer es título ejecutivo.",false,"Art. 434 Nº 4 CPC: el instrumento privado requiere ser reconocido o mandado tener por reconocido para tener mérito ejecutivo. Sin reconocimiento no es título.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,1
"Si el deudor no comparece a la gestión de reconocimiento de firma, se tiene por reconocida.",true,"Art. 435 CPC: la incomparecencia o respuestas evasivas producen el reconocimiento ficto de la firma. El instrumento adquiere mérito ejecutivo.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,2
"El mandamiento de ejecución y embargo ordena requerir de pago y embargar bienes si el deudor no paga.",true,"Art. 443 CPC: tres contenidos mínimos: 1) requerir de pago, 2) embargar bienes suficientes si no paga, 3) designar depositario provisional.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,1
"El ejecutado tiene 15 días para oponer excepciones en el juicio ejecutivo.",false,"Art. 462 CPC: el plazo es de 4 DÍAS fatales (dentro de la comuna del tribunal). 15 días es el plazo del juicio ordinario para contestar la demanda.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,1
"Las excepciones del art. 464 CPC son abiertas: el ejecutado puede invocar cualquier excepción.",false,"Art. 464 CPC: son TAXATIVAS. Solo las 18 enumeradas. A diferencia del juicio ordinario donde las perentorias no tienen numerus clausus.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,2
"Si el ejecutado no opone excepciones, el tribunal dicta sentencia de pago sin más trámite.",true,"Art. 472 CPC: sin excepciones, el mandamiento hace las veces de sentencia definitiva. Se omite discusión y prueba.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,2
"La sentencia de pago y la de remate son la misma resolución.",false,"Son distintas. Sentencia de pago: lo embargado es dinero o la especie debida (se paga directamente). Sentencia de remate: los bienes deben venderse en subasta para obtener dinero.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,2
"El juicio ejecutivo se tramita en un solo cuaderno.",false,"Se tramita en DOS cuadernos paralelos: cuaderno ejecutivo (demanda + excepciones + sentencia) y cuaderno de apremio (embargo + realización + pago).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,2
"Procede la conciliación obligatoria en el juicio ejecutivo.",false,"Art. 262 inc. 2 CPC: exclusión expresa. El juicio ejecutivo no contempla el trámite de conciliación obligatoria.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,1
"La sentencia firme que condena a pagar una suma es título ejecutivo según el art. 434 Nº 1 CPC.",true,"Art. 434 Nº 1 CPC: la sentencia firme (o que causa ejecutoria) es el título ejecutivo por excelencia.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,1
"Los bienes declarados inembargables por la ley pueden ser objeto de embargo en el juicio ejecutivo.",false,"Art. 445 CPC: los bienes inembargables están excluidos del embargo. Incluyen remuneraciones (con límites), bienes de uso doméstico, libros profesionales, etc.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del juicio ejecutivo,2
