pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué es un cuasicontrato según el art. 2284 CC?","Las obligaciones que se contraen sin convención, nacen o de la ley o del hecho voluntario de una de las partes. Si el hecho de que nacen es lícito, constituye un cuasicontrato.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,1
"¿Cuáles son los tres cuasicontratos principales del CC?","1) Agencia oficiosa o gestión de negocios ajenos (art. 2286), 2) Pago de lo no debido (art. 2295), 3) Comunidad (art. 2304).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,1
"¿Qué es la agencia oficiosa según el art. 2286 CC?","Cuasicontrato por el cual el que administra sin mandato los negocios de alguna persona, se obliga para con esta, y la obliga en ciertos casos. El que administra se llama agente oficioso o gerente.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,1
"¿Qué obligaciones tiene el agente oficioso?","1) Emplear en la gestión el cuidado de un buen padre de familia (culpa leve), 2) Dar cuenta de su gestión, 3) Continuar la gestión hasta que el interesado pueda tomarla a su cargo. El interesado debe reembolsar los gastos útiles si la gestión fue bien administrada.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,2
"¿Qué es el pago de lo no debido según el art. 2295 CC?","Cuasicontrato que se produce cuando una persona paga lo que no debe. Se paga lo que no se debe cuando se paga por error de hecho o de derecho una obligación inexistente, o se paga a persona distinta del acreedor.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,1
"¿Qué acción tiene quien pagó lo que no debía?","La acción de repetición: derecho a exigir la restitución de lo pagado indebidamente (art. 2295 CC). Quien recibió de mala fe debe restituir con intereses y frutos.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,2
"¿Qué es la comunidad como cuasicontrato según el art. 2304 CC?","La comunidad de una cosa universal o singular, entre dos o más personas, sin que ninguna de ellas haya contratado sociedad o celebrado otra convención relativa a la misma cosa.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,2
"¿Qué es la responsabilidad extracontractual?","La obligación de reparar el daño causado a otro por un hecho ilícito (delito o cuasidelito civil). Se funda en la culpa o dolo del autor del daño. Arts. 2314-2334 CC.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,1
"¿Qué establece el art. 2314 CC?","El que ha cometido un delito o cuasidelito que ha inferido daño a otro, es obligado a la indemnización; sin perjuicio de la pena que le impongan las leyes por el delito o cuasidelito.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,1
"¿Cuáles son los requisitos de la responsabilidad extracontractual?","1) Hecho voluntario (acción u omisión), 2) Ilicitud del hecho, 3) Culpa o dolo del autor, 4) Daño al tercero, 5) Relación de causalidad entre hecho y daño, 6) Capacidad delictual del autor.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,2
"¿Qué es un delito civil?","Hecho ilícito cometido con la intención de dañar (dolo). Art. 2284 CC. No se confunde con el delito penal: puede haber delito civil sin delito penal y viceversa.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,1
"¿Qué es un cuasidelito civil?","Hecho ilícito cometido sin intención de dañar pero con culpa (negligencia, imprudencia). La diferencia con el delito civil es la ausencia de dolo.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,1
"¿Quiénes son capaces de delito o cuasidelito civil según el art. 2319 CC?","Toda persona, excepto: 1) Los dementes, 2) Los menores de 7 años (infantes). Los mayores de 7 y menores de 16 responden si el juez declara que obraron con discernimiento.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,2
"¿Qué es la responsabilidad por el hecho ajeno según el art. 2320 CC?","La obligación de reparar el daño causado por personas que están bajo el cuidado o dependencia de otra. Ej: padres responden por hijos menores; empleadores por dependientes; directores de colegios por alumnos.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,2
