termino,definicion,rama,libro,titulo,materia,dificultad
"Bienes corporales","Los que tienen un ser real y pueden ser percibidos por los sentidos, como una casa o un libro (art. 565 CC). Se subdividen en muebles e inmuebles.",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,1
"Bienes incorporales","Los que consisten en meros derechos, como los créditos y las servidumbres (art. 565 CC). Se subdividen en derechos reales y personales.",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,1
"Derecho real","El que tenemos sobre una cosa sin respecto a determinada persona (art. 577 CC). Es oponible erga omnes. Ejemplos: dominio, usufructo, hipoteca.",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,1
"Derecho personal o crédito","El que solo puede reclamarse de ciertas personas que han contraído las obligaciones correlativas (art. 578 CC). Es relativo: solo vincula a acreedor y deudor.",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,1
"Inmuebles por adherencia","Cosas que adhieren permanentemente a un inmueble, como edificios y árboles, y que se reputan inmuebles aunque por su naturaleza sean muebles (art. 568 CC).",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,1
"Inmuebles por destinación","Cosas muebles que se reputan inmuebles por estar permanentemente destinadas al uso, cultivo y beneficio de un inmueble (art. 570 CC). Ej: utensilios de labranza.",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,2
"Muebles por anticipación","Productos de inmuebles y cosas accesorias a ellos que se reputan muebles aun antes de su separación, para constituir un derecho a favor de persona distinta del dueño (art. 571 CC).",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,2
"Cosas fungibles","Las que en concepto de las partes pueden reemplazarse por otras del mismo género, cantidad y calidad (art. 575 CC). Ej: dinero, trigo.",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,1
"Dominio o propiedad","Derecho real en una cosa corporal para gozar y disponer de ella arbitrariamente, no siendo contra la ley o contra derecho ajeno (art. 582 CC).",DERECHO_CIVIL,LIBRO_II,TITULO_II,Del dominio,1
"Modo de adquirir originario","Aquel en que el derecho nace nuevo en el adquirente, sin derivar de un antecesor. Ej: ocupación, accesión, prescripción adquisitiva.",DERECHO_CIVIL,LIBRO_II,TITULO_II,Del dominio,2
"Modo de adquirir derivativo","Aquel en que el derecho se transmite o transfiere de un titular anterior al nuevo adquirente. Ej: tradición, sucesión por causa de muerte. Rige nemo plus iuris.",DERECHO_CIVIL,LIBRO_II,TITULO_II,Del dominio,2
"Título traslaticio de dominio","Acto jurídico que por su naturaleza sirve para transferir el dominio y justifica una posterior tradición. Ej: compraventa, permuta, donación, aporte en sociedad.",DERECHO_CIVIL,LIBRO_II,TITULO_II,Del dominio,2
"Bienes nacionales de uso público","Los que pertenecen a la nación toda y cuyo uso corresponde a todos los habitantes (art. 589 CC). Ej: calles, plazas, puentes, caminos, mar territorial. Son inalienables, imprescriptibles e inembargables.",DERECHO_CIVIL,LIBRO_II,TITULO_III,De los bienes nacionales,1
"Bienes fiscales","Los que pertenecen al Estado como persona de derecho privado y cuyo uso no pertenece generalmente a los habitantes (art. 589 CC). Se rigen por normas de derecho privado.",DERECHO_CIVIL,LIBRO_II,TITULO_III,De los bienes nacionales,1
