pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"La capacidad procesal equivale en derecho civil a:","La capacidad de ejercicio","La capacidad de goce","La nacionalidad","El domicilio",0,"Capacidad de goce = capacidad para ser parte. Capacidad de ejercicio = capacidad procesal (actuar por sí mismo en juicio). Los incapaces actúan representados.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,1
"La Ley 18.120 exige para comparecer en juicio:","Patrocinio de abogado habilitado y poder a un mandatario judicial","Solo patrocinio de abogado","Solo poder a un procurador","Ningún requisito especial",0,"Ley 18.120: dos requisitos copulativos. El patrocinio (defensa técnica) y el poder (representación procesal). Sin ambos no se puede actuar válidamente.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_III,De la comparecencia en juicio,1
"Si la primera presentación judicial carece de patrocinio de abogado, la sanción es:","El escrito se tiene por no presentado para todos los efectos legales","El tribunal otorga un plazo de 30 días para subsanar","Se nombra abogado de oficio automáticamente","No hay sanción: el patrocinio es opcional",0,"Art. 1 inc. 2 Ley 18.120: sin patrocinio, el escrito se tiene por NO PRESENTADO. Es la sanción más grave.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_III,De la comparecencia en juicio,1
"Si la primera presentación carece de mandato judicial, la sanción es:","El tribunal da plazo de 3 días para constituirlo; si no se cumple, se tiene por no presentado","El escrito se tiene por no presentado inmediatamente","No hay sanción","Se designa procurador del número de oficio",0,"Art. 2 Ley 18.120: para el mandato, hay plazo de 3 días para subsanar. Para el patrocinio, la sanción es inmediata (no presentado). Sanciones distintas.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_III,De la comparecencia en juicio,2
"Las facultades extraordinarias del art. 7 inc. 2 CPC incluyen:","Desistirse de la demanda, aceptar la demanda contraria, absolver posiciones, transigir y percibir","Solo presentar escritos y asistir a audiencias","Solo apelar y recurrir de casación","Solo representar en primera instancia",0,"Art. 7 inc. 2 CPC: nueve facultades que requieren mención expresa. Son actos de máxima trascendencia que el mandante debe autorizar específicamente.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_III,De la comparecencia en juicio,2
"El mandato judicial se diferencia del mandato civil en que:","No se extingue por la muerte del mandante (art. 396 COT)","Se extingue siempre por la muerte del mandante","Es esencialmente gratuito","Solo puede otorgarse por escritura pública",0,"Art. 396 COT: diferencia fundamental. En el mandato civil, la muerte del mandante lo extingue (art. 2163 CC). En el judicial, NO se extingue.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_III,De la comparecencia en juicio,2
"El litis consorcio activo se produce cuando:","Varios demandantes actúan conjuntamente contra un mismo demandado","Varios demandados son demandados por un solo actor","Un tercero interviene en el juicio","El juez acumula dos causas diferentes",0,"Art. 18 CPC: litis consorcio activo = pluralidad de demandantes. Pasivo = pluralidad de demandados. Mixto = pluralidad en ambos lados.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,1
"Cuando hay litis consorcio, las partes deben litigar por medio de:","Un procurador común, salvo que sus intereses sean contrapuestos (art. 19 CPC)","Procuradores independientes siempre","Un procurador designado por el juez en todos los casos","Sin necesidad de procurador",0,"Art. 19 CPC: regla general = procurador común. Excepción: si hay incompatibilidad de intereses, cada parte tiene su propio representante (art. 20).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,2
"El tercero excluyente del art. 22 CPC:","Reclama un derecho sobre la cosa litigiosa incompatible con el de ambas partes principales","Apoya a una de las partes","Tiene un interés independiente pero no incompatible","Solo puede observar sin participar",0,"Art. 22 CPC: el excluyente pretende un derecho sobre la cosa que no puede coexistir con el del demandante ni el del demandado. Ej: alega ser el verdadero dueño.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,2
"El tercero coadyuvante debe:","Aceptar todo lo obrado antes de su intervención y continuar desde ese punto","Reiniciar el juicio desde el principio","Pagar las costas de las actuaciones anteriores","Obtener autorización de ambas partes para intervenir",0,"Art. 23 CPC: el coadyuvante acepta lo obrado y actúa como parte coadyuvante desde el estado en que se encuentre el juicio.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,2
"Para que un tercero intervenga en un juicio, debe acreditar:","Interés actual en los resultados del juicio","Interés futuro o eventual","Parentesco con alguna de las partes","Domicilio en la misma jurisdicción",0,"Arts. 22-23 CPC: el interés debe ser ACTUAL, no eventual ni futuro. Debe existir al momento de solicitar la intervención.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_II,De las partes,2
"¿Quiénes pueden actuar como mandatarios judiciales según la Ley 18.120?","Abogados habilitados, procuradores del número, estudiantes de 3°-5° año de Derecho y egresados hasta 3 años","Solo abogados con más de 5 años de ejercicio","Cualquier persona mayor de 18 años","Solo procuradores del número",0,"Art. 2 Ley 18.120: cuatro categorías de personas habilitadas para representar en juicio. Los estudiantes y egresados tienen habilitación temporal.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_III,De la comparecencia en juicio,2
"El mandato judicial puede constituirse por:","Escritura pública, acta ante el juez, o declaración escrita autorizada por el secretario del tribunal","Solo por escritura pública","Solo compareciendo personalmente ante el juez","Solo por poder notarial especial",0,"Art. 6 CPC: tres formas. La más práctica es la declaración escrita autorizada por el secretario (endoso del poder al margen del escrito).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_III,De la comparecencia en juicio,2
"Las facultades ordinarias del mandato judicial (art. 7 inc. 1 CPC) comprenden:","Todas las que corresponden al mandatario en el juicio, sin necesidad de mención expresa","Solo contestar la demanda y presentar prueba","Solo la primera instancia, no la apelación","Solo las gestiones de mero trámite",0,"Art. 7 inc. 1 CPC: las facultades ordinarias se entienden conferidas sin mención expresa. Incluyen todos los actos del juicio hasta la ejecución completa de la sentencia.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_III,De la comparecencia en juicio,2
"¿Cuál de las siguientes es una facultad extraordinaria que requiere mención expresa?","Transigir (llegar a una transacción con la contraparte)","Presentar la demanda","Contestar la demanda","Apelar de la sentencia",0,"Art. 7 inc. 2 CPC: transigir es una de las 9 facultades extraordinarias. Presentar, contestar y apelar son facultades ordinarias incluidas por defecto.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_III,De la comparecencia en juicio,2
