afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"El estado civil de casado puede probarse por la posesión notoria de ese estado durante al menos 5 años.",true,"Art. 310 CC: la posesión notoria del estado de matrimonio requiere haberse tratado como marido y mujer en relaciones domésticas y sociales por al menos 5 años continuos.",DERECHO_CIVIL,LIBRO_I,TITULO_XVII,De las pruebas del estado civil,2
"Los alimentos se deben a cualquier persona que los necesite, aunque no tenga vínculo legal con el alimentante.",false,"Art. 321 CC enumera taxativamente los titulares: cónyuge, descendientes, ascendientes, hermanos, donante y adoptado/adoptante. No se deben a extraños sin vínculo legal.",DERECHO_CIVIL,LIBRO_I,TITULO_XVIII,De los alimentos que se deben por ley a ciertas personas,1
"El derecho a pedir alimentos futuros puede renunciarse por escritura pública.",false,"Art. 334 CC: el derecho de pedir alimentos es irrenunciable. No puede transmitirse, venderse, cederse ni renunciarse de modo alguno. Solo las pensiones atrasadas pueden renunciarse.",DERECHO_CIVIL,LIBRO_I,TITULO_XVIII,De los alimentos que se deben por ley a ciertas personas,1
"Los alimentos a los hijos se deben hasta los 18 años, sin excepción.",false,"Art. 332 CC: se deben hasta los 21 años (regla general), hasta los 28 si estudia profesión u oficio, y sin límite si tiene incapacidad física o mental.",DERECHO_CIVIL,LIBRO_I,TITULO_XVIII,De los alimentos que se deben por ley a ciertas personas,1
"Las pensiones alimenticias ya devengadas pueden renunciarse y transmitirse.",true,"Art. 336 CC: las pensiones atrasadas (devengadas) sí pueden renunciarse, cederse y transmitirse. La irrenunciabilidad del art. 334 solo se refiere al derecho a alimentos futuros, no a las cuotas ya vencidas.",DERECHO_CIVIL,LIBRO_I,TITULO_XVIII,De los alimentos que se deben por ley a ciertas personas,2
"A los hermanos se les deben alimentos congruos según el art. 326 CC.",false,"Art. 326 inc. 2 CC: a los hermanos solo se deben alimentos necesarios (lo indispensable para subsistir). Los alimentos congruos se deben al cónyuge y a los descendientes.",DERECHO_CIVIL,LIBRO_I,TITULO_XVIII,De los alimentos que se deben por ley a ciertas personas,2
"La tutela se da a los menores adultos y la curaduría a los impúberes.",false,"Es al revés: la tutela se da a los impúberes (menores de 14 varón, 12 mujer). La curaduría se da a los menores adultos, dementes, sordomudos y disipadores.",DERECHO_CIVIL,LIBRO_I,TITULO_XIX,De las tutelas y curadurías en general,1
"Las guardas testamentarias tienen preferencia sobre las legítimas y dativas.",true,"Arts. 354-370 CC: el orden es: 1º testamentarias, 2º legítimas, 3º dativas. Las designadas por testamento del padre o madre prevalecen sobre las designadas por ley o por juez.",DERECHO_CIVIL,LIBRO_I,TITULO_XIX,De las tutelas y curadurías en general,1
"El guardador puede administrar los bienes del pupilo sin necesidad de inventario previo.",false,"Art. 374 CC: el guardador NO puede iniciar la administración sin confeccionar inventario solemne de los bienes del pupilo y rendir caución suficiente.",DERECHO_CIVIL,LIBRO_I,TITULO_XIX,De las tutelas y curadurías en general,2
"El disipador interdicto es absolutamente incapaz.",false,"Art. 1447 CC: los disipadores bajo interdicción son relativamente incapaces (no absolutamente). Pueden actuar válidamente con autorización de su curador.",DERECHO_CIVIL,LIBRO_I,TITULO_XXVI,De la curaduría del disipador,2
"Las personas jurídicas son personas ficticias según el art. 545 CC.",true,"Art. 545 CC: son 'personas ficticias, capaces de ejercer derechos y contraer obligaciones civiles'. El CC adopta la teoría de la ficción de Savigny.",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,1
"Las corporaciones y fundaciones sin fines de lucro requieren decreto del Presidente de la República para obtener personalidad jurídica.",false,"Ley 20.500 (2011) eliminó la concesión por decreto presidencial. Actualmente obtienen personalidad jurídica por el depósito de su acta constitutiva en el Registro del Servicio de Registro Civil.",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,2
"Las personas jurídicas tienen estado civil.",false,"Las personas jurídicas tienen nombre, domicilio, nacionalidad, patrimonio y capacidad. Pero NO tienen estado civil (propio de las personas naturales y derivado de relaciones de familia).",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,1
"Los bienes de una persona jurídica extinguida se reparten entre sus miembros como regla general.",false,"Art. 561 CC: los bienes se destinan según los estatutos. Si los estatutos nada dicen, pertenecen al Estado para emplearlos en fines análogos. No se reparten entre los miembros (en las sin fines de lucro).",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,2
