pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué es el embargo en el juicio ejecutivo?","Actuación judicial por la cual se individualizan, retienen y ponen bajo custodia bienes del deudor ejecutado para asegurar el cumplimiento de la obligación. Se practica por el receptor si el deudor no paga al ser requerido (art. 443 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,1
"¿Cómo se practica el embargo?","El receptor entrega los bienes embargados a un depositario provisional (designado en el mandamiento). Se levanta acta de embargo individualizando los bienes. Si recae sobre inmuebles, debe inscribirse en el CBR para ser oponible a terceros.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,2
"¿Quién elige los bienes a embargar?","En primer lugar, el acreedor ejecutante señala los bienes (art. 447 CPC). Si no lo hace, el receptor embarga los bienes que encuentre. Existe un orden de prelación legal: 1° dinero, 2° muebles, 3° inmuebles.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,2
"¿Qué es la ampliación del embargo?","El derecho del ejecutante de pedir que se embarguen más bienes cuando los ya embargados son insuficientes para cubrir la deuda, intereses y costas (art. 456 CPC). Puede solicitarse en cualquier estado del juicio.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,2
"¿Qué es la reducción del embargo?","El derecho del ejecutado de pedir que se alce el embargo sobre algunos bienes cuando los embargados exceden lo necesario para cubrir la deuda, intereses y costas. Busca proporcionalidad.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,2
"¿Qué es la sustitución del embargo?","El derecho del ejecutado de reemplazar los bienes embargados por dinero suficiente para cubrir la deuda, intereses y costas (art. 457 CPC). No puede sustituirse si lo embargado es la especie misma que se debe.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,2
"¿Qué es el reembargo?","Cuando los mismos bienes son embargados en dos o más juicios ejecutivos distintos. Es posible: el embargo no confiere al ejecutante un derecho exclusivo sobre el bien. Los acreedores concurren según la prelación de créditos.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,Del embargo,3
"¿Qué es la realización de los bienes embargados?","El procedimiento de venta forzada (remate) de los bienes embargados para obtener dinero y pagar al acreedor. Varía según el tipo de bien: muebles, inmuebles o bienes que se deterioran.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,1
"¿Cómo se realiza un bien mueble embargado?","1) Si es dinero: se paga directamente. 2) Si es otro mueble: venta en martillo (remate público) por martillero designado. Las partes pueden acordar venta privada (art. 497 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,2
"¿Cómo se realiza un bien inmueble embargado?","Mediante remate en pública subasta ante el tribunal (art. 488-497 CPC). Requisitos: 1) Tasación (avalúo fiscal o pericial), 2) Publicación de avisos (4 avisos en diario), 3) Bases del remate, 4) Subasta ante el juez. Postura mínima: 2/3 del avalúo.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,2
"¿Cuántos avisos deben publicarse para el remate de inmuebles?","4 avisos en un diario de la comuna o de la capital de la provincia/región (art. 489 CPC). Entre el último aviso y el remate deben mediar al menos 15 días.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,2
"¿Cuál es la postura mínima en el remate de inmuebles?","Dos tercios (2/3) del avalúo (art. 493 CPC). Si no hay postores, el acreedor puede pedir que se le adjudique el inmueble por los 2/3 o solicitar un segundo remate con rebaja del mínimo.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De la realización de bienes,2
"¿Qué son las tercerías en el juicio ejecutivo?","Intervenciones de terceros ajenos al juicio que reclaman derechos sobre los bienes embargados o sobre el producto de la ejecución. El CPC contempla cuatro tipos (arts. 518-529 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,1
"¿Cuáles son los cuatro tipos de tercerías del juicio ejecutivo?","1) Tercería de dominio: el tercero alega ser dueño del bien embargado. 2) Tercería de posesión: alega ser poseedor. 3) Tercería de prelación: alega tener crédito preferente. 4) Tercería de pago: alega crédito a prorrata con el ejecutante.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,1
"¿Qué es la tercería de dominio?","El tercero ajeno al juicio alega ser DUEÑO del bien embargado y pide que se excluya del embargo. Debe probar su dominio. Se tramita como juicio ordinario incidental (art. 521 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,2
"¿Qué es la tercería de posesión?","El tercero alega ser POSEEDOR del bien embargado. Se presume dueño por la posesión (art. 700 CC). Es más fácil de probar que la de dominio porque la posesión se presume.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,2
"¿Qué es la tercería de prelación?","Un tercero que también es acreedor del ejecutado alega tener un crédito PREFERENTE al del ejecutante y pide ser pagado primero con el producto del remate. Ej: acreedor hipotecario sobre acreedor valista.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_I,De las tercerías,2
