pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"Según el art. 565 CC, los bienes se clasifican en:","Corporales e incorporales","Muebles e inmuebles","Fungibles y no fungibles","Principales y accesorios",0,"Art. 565 CC: la primera gran clasificación es corporales (tienen ser real) e incorporales (consisten en meros derechos). Muebles/inmuebles es una subdivisión de los corporales.",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,1
"Los bienes incorporales se subdividen según el art. 576 CC en:","Derechos reales y derechos personales","Muebles e inmuebles","Fungibles y no fungibles","Corporales y mixtos",0,"Art. 576 CC: las cosas incorporales son derechos reales o personales. El art. 577 define los reales y el 578 los personales.",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,1
"Un derecho real según el art. 577 CC es:","El que tenemos sobre una cosa sin respecto a determinada persona","El que solo puede reclamarse de ciertas personas que han contraído obligaciones correlativas","El que nace de un contrato bilateral","El que se ejerce sobre bienes muebles exclusivamente",0,"Art. 577 CC: el derecho real es absoluto (se ejerce erga omnes). El personal es relativo (solo contra el deudor). Esta distinción es fundamental en el derecho civil.",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,1
"¿Cuál de los siguientes NO es un derecho real enumerado en el art. 577 CC?","El crédito","El dominio","El usufructo","La hipoteca",0,"Art. 577 CC enumera: dominio, herencia, usufructo, uso, habitación, servidumbres activas, prenda e hipoteca. El crédito es un derecho PERSONAL (art. 578).",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,1
"Los árboles y plantas mientras adhieren al suelo por sus raíces son:","Inmuebles por adherencia","Inmuebles por destinación","Muebles por naturaleza","Muebles por anticipación",0,"Art. 568 CC: las plantas y árboles que adhieren al suelo son inmuebles por adherencia. Al separarse, pasan a ser muebles.",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,1
"Los utensilios de labranza permanentemente destinados al cultivo de un fundo son:","Inmuebles por destinación","Inmuebles por adherencia","Muebles por naturaleza","Bienes nacionales de uso público",0,"Art. 570 CC: las cosas muebles destinadas permanentemente al uso, cultivo o beneficio de un inmueble se reputan inmuebles por destinación, aunque por naturaleza sean muebles.",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,2
"Los frutos de un árbol vendidos a un tercero antes de ser cosechados se reputan:","Muebles por anticipación","Inmuebles por adherencia","Inmuebles por destinación","Bienes fungibles",0,"Art. 571 CC: los frutos y productos de inmuebles se reputan muebles aun antes de separarse, para el efecto de constituir un derecho sobre ellos a favor de persona distinta del dueño.",DERECHO_CIVIL,LIBRO_II,TITULO_I,De las varias clases de bienes,2
"El dominio según el art. 582 CC es:","El derecho real en una cosa corporal para gozar y disponer de ella arbitrariamente, no siendo contra ley o derecho ajeno","El derecho personal sobre una cosa para usarla y devolvería","La facultad exclusiva de usar una cosa durante un plazo determinado","El derecho de percibir los frutos de una cosa ajena",0,"Art. 582 CC: definición legal del dominio. Derecho real sobre cosa corporal, con facultades de goce y disposición, limitado por ley y derecho ajeno.",DERECHO_CIVIL,LIBRO_II,TITULO_II,Del dominio,1
"Las facultades del dominio son:","Uso, goce y disposición","Solo uso y goce","Solo disposición y enajenación","Uso, goce, disposición y reivindicación",0,"Doctrina clásica: ius utendi (uso), ius fruendi (goce de frutos) e ius abutendi (disposición: enajenar, gravar, destruir). La reivindicación es una acción protectora, no una facultad.",DERECHO_CIVIL,LIBRO_II,TITULO_II,Del dominio,1
"Los modos de adquirir el dominio según el art. 588 CC son:","Ocupación, accesión, tradición, sucesión por causa de muerte y prescripción","Compraventa, permuta, donación y herencia","Tradición, inscripción y posesión","Contrato, cuasicontrato, delito, cuasidelito y ley",0,"Art. 588 CC enumera 5 modos. La compraventa es un título, no un modo. La inscripción es la forma de tradición de inmuebles. Los contratos son fuentes de obligaciones, no modos de adquirir.",DERECHO_CIVIL,LIBRO_II,TITULO_II,Del dominio,1
"En el sistema chileno, para adquirir el dominio por acto entre vivos se requiere:","Un título (ej: compraventa) Y un modo de adquirir (ej: tradición)","Solo el contrato de compraventa","Solo la inscripción en el Conservador de Bienes Raíces","Solo la entrega material de la cosa",0,"Sistema dualista título + modo: el título (contrato) crea la obligación de transferir; el modo (tradición) efectúa la transferencia. Sin tradición, la compraventa no transfiere dominio.",DERECHO_CIVIL,LIBRO_II,TITULO_II,Del dominio,2
"¿Cuál de los siguientes es un modo de adquirir originario?","La prescripción adquisitiva","La tradición","La sucesión por causa de muerte","La donación",0,"La prescripción es originaria: el poseedor adquiere dominio por el transcurso del tiempo, sin derivar su derecho del dueño anterior. La tradición y sucesión son derivativas.",DERECHO_CIVIL,LIBRO_II,TITULO_II,Del dominio,2
"¿Cuál de los siguientes es un título traslaticio de dominio?","La compraventa","La ocupación","La prescripción","El comodato",0,"La compraventa (art. 1793) es título traslaticio: genera la obligación de transferir dominio. La ocupación y prescripción son modos originarios. El comodato no transfiere dominio.",DERECHO_CIVIL,LIBRO_II,TITULO_II,Del dominio,2
"Los frutos civiles de una cosa son:","La utilidad equivalente al uso de la cosa, como la renta de un arrendamiento","Los productos naturales del suelo","Los frutos de un árbol frutal","Las crías de los animales",0,"Art. 647 CC: frutos civiles son las utilidades equivalentes al uso y goce de la cosa, como precios de arrendamiento, intereses de capitales. Los frutos del suelo y crías son frutos naturales.",DERECHO_CIVIL,LIBRO_II,TITULO_II,Del dominio,1
"Según el art. 589 CC, los bienes nacionales son:","Los que pertenecen a la nación toda, subdividiéndose en bienes de uso público y bienes fiscales","Todos los bienes inmuebles del territorio nacional","Los bienes del Presidente de la República","Los bienes que el Estado compra a particulares",0,"Art. 589 CC: bienes nacionales pertenecen a la nación toda. Si su uso es de todos: bienes nacionales de uso público. Si su uso no es de todos: bienes del Estado o fiscales.",DERECHO_CIVIL,LIBRO_II,TITULO_III,De los bienes nacionales,1
