pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"El juicio sumario procede cuando:","La acción requiere tramitación rápida por su naturaleza o en los casos expresamente señalados por la ley (art. 680 CPC)","Siempre que lo pida el demandante","Solo para causas de menor cuantía","Solo para asuntos de familia",0,"Art. 680 CPC: doble criterio. 1) Por naturaleza de la acción (tramitación rápida necesaria). 2) Por texto legal expreso (enumeración del inc. 2).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,1
"En el juicio sumario, la audiencia de contestación se fija para:","El 5° día hábil después de la última notificación (art. 683 CPC)","El 15° día hábil","El 3° día hábil","El 10° día hábil",0,"Art. 683 CPC: audiencia concentrada al 5° día hábil. En ella se contesta, se llama a conciliación y eventualmente se recibe a prueba.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,1
"El término probatorio del juicio sumario es de:","8 días (art. 686 CPC)","20 días como en el juicio ordinario","15 días","3 días",0,"Art. 686 CPC: 8 días. Puede ampliarse a 30 si se rinde fuera del territorio. Es mucho más breve que los 20 del ordinario.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,2
"La apelación de la sentencia del juicio sumario se concede en:","El solo efecto devolutivo como regla general (art. 691 CPC)","Ambos efectos siempre","Sin efecto alguno","No es apelable",0,"Art. 691 CPC: solo devolutivo. La sentencia puede cumplirse pese al recurso pendiente. Excepción: el juez puede conceder ambos efectos.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,2
"La sustitución del procedimiento sumario por ordinario procede cuando:","El juicio se inició por naturaleza de la acción (no por texto legal expreso) y hay motivos fundados (art. 681 CPC)","Siempre que lo pida una parte","Solo por decisión del tribunal de oficio","Nunca: el procedimiento es inalterable",0,"Art. 681 CPC: solo si la procedencia sumaria fue por naturaleza de la acción. Si fue por texto legal expreso, no puede sustituirse.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,2
"La querella de amparo protege al poseedor contra:","Perturbación en su posesión sin despojo (art. 549 CPC)","Despojo violento de su posesión","La construcción de una obra nueva","La ruina de un edificio vecino",0,"Art. 549 CPC: amparo = perturbación. Restitución = despojo. Son las dos querellas posesorias clásicas.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,1
"La querella de restitución busca:","Recuperar la posesión perdida por despojo + indemnización (art. 549 CPC)","Solo que cese la perturbación","Demoler una obra nueva","Declarar el dominio sobre el bien",0,"Art. 549 CPC: restitución = el poseedor fue despojado. Busca que se le devuelva la posesión y se le indemnice.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,1
"La querella de restablecimiento se diferencia de las demás acciones posesorias en que:","No exige probar posesión de un año ni ser poseedor: basta probar despojo violento (art. 928 CC)","Solo procede contra inmuebles","Requiere título de dominio","Se tramita como juicio ordinario",0,"Art. 928 CC: protege incluso al mero tenedor. Lo único que debe probarse es el despojo violento. Plazo: 6 meses (no 1 año).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"Las acciones posesorias prescriben en:","Un año desde el acto de perturbación o despojo (art. 920 CC)","5 años","3 años","6 meses en todos los casos",0,"Art. 920 CC: 1 año como regla general. Excepción: querella de restablecimiento = 6 meses.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"Para interponer acciones posesorias se requiere posesión de al menos:","Un año completo, tranquila e ininterrumpida (art. 918 CC)","6 meses","Solo ser propietario","No se requiere plazo de posesión",0,"Art. 918 CC: posesión tranquila de un año mínimo. Excepción: querella de restablecimiento no exige plazo de posesión.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
