termino,definicion,rama,libro,titulo,materia,dificultad
"Sucesión por causa de muerte","Modo de adquirir el dominio del patrimonio o bienes de una persona difunta, por el ministerio de la ley o por la voluntad del causante expresada en testamento (arts. 588 y 951 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"Causante","Persona difunta cuyo patrimonio se transmite a sus herederos y legatarios. La sucesión se abre al momento de su muerte en su último domicilio (art. 955 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"Heredero","Asignatario a título universal que sucede al causante en todo el patrimonio o en una cuota de él. Es continuador jurídico del difunto y responde de las deudas hereditarias (art. 951 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"Legatario","Asignatario a título singular que sucede en bienes determinados (especie o cuerpo cierto, o género). No es continuador jurídico ni responde de deudas generales (art. 951 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"Apertura de la sucesión","Hecho jurídico que se produce al momento de la muerte del causante, en su último domicilio. Habilita a herederos y legatarios para tomar posesión de los bienes (art. 955 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"Delación","Actual llamamiento de la ley a aceptar o repudiar una asignación hereditaria. En asignaciones puras y simples, coincide con la apertura (art. 956 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"Derecho de representación","Ficción legal por la cual se supone que una persona tiene el lugar y derechos de su padre o madre que no quiso o no pudo suceder. Opera solo en sucesión intestada (art. 984 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,1
"Derecho de transmisión","Derecho del heredero del asignatario fallecido (transmitente) a aceptar o repudiar la asignación que este no alcanzó a aceptar ni repudiar en vida (art. 957 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"Acervo líquido","Patrimonio hereditario una vez deducidas las bajas generales del art. 959 CC (gastos, deudas, impuestos, alimentos forzosos). Es la masa sobre la que se calculan las asignaciones.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"Beneficio de inventario","Facultad del heredero para limitar su responsabilidad por deudas hereditarias al valor total de los bienes heredados, confeccionando inventario solemne (art. 1247 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"Indignidad para suceder","Causal de exclusión de la sucesión por conducta reprochable del asignatario respecto del causante. Requiere declaración judicial para privar al indigno de su asignación (arts. 968-972 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"Derecho de acrecimiento","Si dos o más asignatarios son llamados a la misma cosa sin cuota y uno falta, su porción aumenta la de los demás coasignatarios (art. 1147 CC).",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
