termino,definicion,rama,libro,titulo,materia,dificultad
"Jurisprudencia","Conjunto de sentencias de tribunales superiores que orienta la interpretación del derecho. En Chile no es formalmente vinculante (art. 3 CC: efecto relativo) pero tiene fuerza persuasiva significativa, especialmente la reiterada de la CS.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del analisis jurisprudencial,1
"Efecto relativo","Principio del art. 3 CC: las sentencias solo obligan en la causa en que se pronunciaron. No crean precedente vinculante general. Excepción: sentencias del TC que declaran inconstitucionalidad (art. 94 CPR: erga omnes).",DERECHO_CIVIL,CODIGO_CIVIL,TITULO_PRELIMINAR,Del efecto relativo,1
"Precedente judicial","Sentencia anterior con criterio interpretativo que los tribunales tienden a seguir. En Chile (sistema continental) no es formalmente vinculante. En common law (stare decisis): formalmente vinculante. La CS chilena tiene fuerza persuasiva de facto.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del precedente,2
"Voto disidente","Opinión del ministro que DISCREPA del resultado de la mayoría en tribunal colegiado. Se publica al final de la sentencia. Valor doctrinario: anticipa cambios de jurisprudencia y evidencia que el derecho admite interpretaciones diversas.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del voto disidente,2
"Voto de prevencion","Opinión del ministro que CONCURRE con el resultado de la mayoría pero por RAZONES distintas. Mismo resultado, diferente fundamentación. Valor doctrinario: muestra caminos jurídicos alternativos para la misma conclusión.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del voto de prevencion,2
"Overruling","Cambio de jurisprudencia: la CS abandona un criterio anterior y adopta uno nuevo. Requiere fundamentación explícita. No hay stare decisis formal en Chile, por lo que la CS no está obligada a seguir sus propios precedentes.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del cambio,2
"Maximas de experiencia","Reglas generales de conocimiento humano que el juez aplica para valorar prueba. No son prueba ni norma jurídica. Son criterios de razonamiento judicial (sentido común cualificado). Pilar de la sana crítica junto con lógica y ciencia.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la valoracion,2
"Sana critica","Sistema de valoración de la prueba en que el juez valora libremente pero debe fundamentar según: 1) principios de la lógica, 2) máximas de experiencia, 3) conocimientos científicamente afianzados. Usado en familia (Ley 19.968), laboral y penal.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la valoracion,2
"Prueba legal tasada","Sistema de valoración en que la ley asigna valor predeterminado a cada medio de prueba. CPC civil: instrumento público hace plena fe (art. 1700 CC). Tendencia moderna: reemplazo por sana crítica en nuevos procedimientos.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la valoracion,2
"Recurso de unificacion","Recurso laboral ante la CS (art. 483 CT) cuando la CA contradice jurisprudencia anterior de la CS sobre la misma materia. Busca uniformidad interpretativa. Solo existe en materia laboral. Mecanismo más cercano al stare decisis en Chile.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la unificacion,2
"Inaplicabilidad","Acción ante el TC (art. 93 N°6 CPR): la norma es contraria a la Constitución en su aplicación al caso concreto. Efecto inter partes: solo para ese caso. La norma sigue vigente para todos los demás.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del TC,3
"Inconstitucionalidad","Declaración del TC (art. 93 N°7 CPR): la norma es contraria a la Constitución en sí misma. Efecto erga omnes: la norma se deroga para todos. Excepción al efecto relativo del art. 3 CC.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del TC,3
"Cosa juzgada","Efecto de la sentencia firme (arts. 175-177 CPC): acción (ejecutar lo resuelto) + excepción (impedir relitigo). Triple identidad: mismas partes, mismo objeto, misma causa de pedir. Consecuencia del efecto relativo.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la cosa juzgada,2
"Debate juridico formal","Formato académico: dos autores defienden posiciones opuestas con argumentos + réplica + votación. Formato clásico de revistas jurídicas adaptado digitalmente. Genera engagement y obliga a argumentar con rigor ante objeciones.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,FORMATO_DEBATE,Del debate formal,2
"Cita interna","Referencia a una publicación de otro usuario dentro de la misma plataforma. Crea red de conocimiento interconectado. Criterio de selección para la Revista mensual junto con lecturas únicas y revisión editorial.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,REGLAS,De las citas internas,2
"Directorio de especialidades","Perfil automático basado en el historial de publicaciones del autor en ciertas materias jurídicas. Credibilidad respaldada por obra publicada visible. Conecta con La Sala (ayudantías).",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,INTEGRACION,De la integracion,2
"Interpretacion judicial","La que realizan los tribunales al aplicar la ley a un caso concreto. Solo efecto relativo (art. 3 CC). Se distingue de: interpretación auténtica (legislador, efecto general) e interpretación doctrinal (autores, sin efecto vinculante).",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la interpretacion,2
"Auto Acordado CS sobre sentencias","Instrumento que complementa el art. 170 CPC. Exige que la parte considerativa contenga: análisis de prueba, fijación de hechos, razonamiento jurídico con normas, resolución de todas las acciones y excepciones. Más detallado que la ley.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la estructura,3
