afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"La cuarta de libre disposición es una asignación forzosa.",false,"Art. 1167 CC: las asignaciones forzosas son tres: alimentos legales, legítimas y cuarta de mejoras. La cuarta de libre disposición NO es forzosa; es de libre arbitrio del testador.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,1
"La mitad legitimaria corresponde al 50% del acervo líquido.",true,"Art. 1184 CC: la mitad de los bienes del difunto (después del acervo líquido o imaginario si corresponde) constituye la mitad legitimaria.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,1
"La cuarta de mejoras puede asignarse a cualquier persona que el testador desee.",false,"Art. 1195 CC: la cuarta de mejoras solo puede asignarse a descendientes, ascendientes y cónyuge sobreviviente. No a colaterales ni extraños.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,1
"La legítima rigorosa puede ser gravada con condiciones o plazos por el testador.",false,"Art. 1192 CC: la legítima rigorosa NO admite condición, plazo, modo ni gravamen alguno. Se recibe libre de toda carga. Los gravámenes se tienen por no escritos.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,1
"Si no hay legitimarios, el testador puede disponer libremente de todos sus bienes.",true,"Art. 1184 inc. 2 CC: no habiendo legitimarios, la mitad restante es del testador, y si no ha dispuesto de ella, pertenece a los herederos abintestato. Sin legitimarios, no hay asignaciones forzosas.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,1
"La legítima efectiva puede ser mayor que la legítima rigorosa.",true,"Art. 1191 CC: la legítima efectiva = rigorosa + lo no dispuesto de mejoras y libre disposición. Si el testador no usó esas cuartas, acrecen a la mitad legitimaria.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,2
"El desheredamiento puede hacerse verbalmente o por documento privado.",false,"Art. 1207 CC: el desheredamiento debe hacerse en TESTAMENTO. No puede hacerse verbalmente ni por documento privado. Requiere causal legal expresa.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,1
"El desheredado pierde incluso el derecho a alimentos necesarios.",false,"Art. 1210 CC: el desheredamiento NO se extiende a los alimentos necesarios, salvo en caso de injuria atroz. Los alimentos se mantienen como regla general.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,2
"La acción de reforma del testamento prescribe en 10 años desde la muerte del causante.",false,"Art. 1216 CC: prescribe en 4 AÑOS desde que los legitimarios tuvieron conocimiento del testamento y de su calidad de tales, no 10 años desde la muerte.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,2
"El acervo imaginario protege a los legitimarios contra donaciones excesivas del causante.",true,"Arts. 1185-1186 CC: los acervos imaginarios (1º y 2º) acumulan las donaciones hechas en vida para calcular las legítimas sobre una masa más completa, protegiendo a los legitimarios.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,2
"Si el testador deja toda su herencia a un extraño, los legitimarios no pueden reclamar nada.",false,"Art. 1216 CC: los legitimarios tienen acción de reforma del testamento para que se respeten sus legítimas y mejoras. Las asignaciones forzosas se suplen judicialmente.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,1
"Un hijo puede ser desheredado por el solo hecho de no visitar a su padre.",false,"Art. 1208 CC: las causales de desheredamiento son taxativas y graves (injuria grave, falta de socorro en demencia/destitución, fuerza/dolo para impedir testar, pena aflictiva). No visitar no es causal.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,2
"El cónyuge sobreviviente es legitimario y puede beneficiarse de la cuarta de mejoras.",true,"Arts. 1182 y 1195 CC: el cónyuge es legitimario (participa de la mitad legitimaria) Y puede ser beneficiario de la cuarta de mejoras. Puede acumular ambos beneficios.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,1
"Las donaciones hechas en vida por el causante a un legitimario no afectan el cálculo de las legítimas.",false,"Art. 1185 CC: las donaciones a legitimarios se acumulan imaginariamente al acervo (primer acervo imaginario) y se imputan a su legítima. Sí afectan el cálculo.",DERECHO_CIVIL,LIBRO_III,TITULO_V,De las asignaciones forzosas,2
