afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"La fianza es una caución real porque recae sobre bienes específicos del fiador.",false,"La fianza es caución PERSONAL: el fiador se obliga con todo su patrimonio, no con un bien específico. Las cauciones reales son prenda, hipoteca y anticresis.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVI,De la fianza,1
"El fiador tiene beneficio de excusión: puede exigir que se persigan primero los bienes del deudor principal.",true,"Art. 2357 CC: manifestación de la subsidiariedad. El fiador paga solo si los bienes del deudor son insuficientes. Es renunciable.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVI,De la fianza,1
"El fiador que se obliga como fiador y codeudor solidario conserva el beneficio de excusión.",false,"Art. 2358 CC: al obligarse solidariamente, el fiador renuncia al beneficio de excusión. El acreedor puede cobrarle directamente el total sin perseguir primero al deudor.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVI,De la fianza,2
"La prenda civil se perfecciona por el solo consentimiento de las partes.",false,"Art. 2386 CC: la prenda civil es un contrato REAL. Se perfecciona por la entrega de la cosa al acreedor. Sin entrega, no hay prenda.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVII,Del contrato de prenda,1
"La prenda civil recae sobre bienes inmuebles.",false,"Art. 2384 CC: la prenda civil recae solo sobre bienes MUEBLES. Los inmuebles se gravan con hipoteca, no con prenda.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVII,Del contrato de prenda,1
"La prenda es indivisible: toda la cosa garantiza toda la deuda.",true,"Art. 2405 CC: el deudor no puede pedir restitución parcial de la prenda aunque pague parte de la deuda. Toda la cosa garantiza todo el crédito.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVII,Del contrato de prenda,2
"La hipoteca es un derecho personal que grava bienes muebles.",false,"Art. 2407 CC: la hipoteca es un DERECHO REAL (art. 577) que grava INMUEBLES. No es personal ni recae sobre muebles.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,1
"La hipoteca requiere escritura pública e inscripción en el CBR.",true,"Arts. 2409-2410 CC: la escritura pública es la solemnidad del contrato. La inscripción en el CBR es la tradición del derecho real de hipoteca. Ambas son necesarias.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,1
"El inmueble hipotecado permanece en poder del deudor.",true,"Art. 2407 CC: hipoteca SIN desplazamiento. El deudor conserva uso, goce y disposición del inmueble. A diferencia de la prenda civil, que requiere entrega.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,1
"El deudor hipotecario no puede vender el inmueble mientras esté hipotecado.",false,"El deudor conserva todas las facultades del dominio, incluida la disposición. Puede vender, pero la hipoteca sigue al inmueble (derecho de persecución del acreedor).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,2
"La hipoteca se extingue automáticamente si el deudor vende el inmueble.",false,"La hipoteca es un derecho real que sigue al inmueble (droit de suite). La venta no extingue la hipoteca. El acreedor persigue el inmueble en manos del comprador.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,2
"El fiador que paga se subroga legalmente en los derechos del acreedor.",true,"Art. 1610 Nº 3 CC: subrogación legal a favor del que paga una deuda ajena a la que está obligado (fiador). Adquiere todos los derechos, acciones y garantías del acreedor.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVI,De la fianza,2
"Un tercero puede constituir hipoteca sobre su propio inmueble para garantizar deuda ajena.",true,"Art. 2414 CC: el garante hipotecario (tercer poseedor) puede gravar su inmueble para asegurar deuda de otro. No se convierte en deudor personal de la obligación.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,2
"El crédito hipotecario es de segunda clase en la prelación de créditos.",false,"Art. 2477 CC: el crédito hipotecario es de TERCERA clase. La segunda clase corresponde al acreedor prendario y al retencionario.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXVIII,De la hipoteca,2
