afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"La Corte Suprema tiene jurisdicción solo sobre la Región Metropolitana.",false,"Art. 94 COT: la CS tiene jurisdicción sobre TODO el territorio de la República. Único tribunal con competencia nacional.",DERECHO_ORGANICO,COT,TITULO_III,De la Corte Suprema,1
"La CS funciona habitualmente en pleno con sus 21 ministros.",false,"Arts. 95-99 COT: funcionamiento ordinario = SALAS (4 de 5 ministros). Pleno se reserva para materias del art. 96.",DERECHO_ORGANICO,COT,TITULO_III,De la Corte Suprema,2
"La casación en el fondo la conoce la CS en sala.",true,"Art. 98 COT: casación forma/fondo, queja, revisión = materia de sala. Pleno = desafueros, amovilidad, disciplina.",DERECHO_ORGANICO,COT,TITULO_III,De la Corte Suprema,2
"En Chile existen 17 Cortes de Apelaciones.",true,"Art. 54 COT: 17 CA distribuidas en el territorio nacional.",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,1
"El recurso de protección se interpone directamente ante la Corte Suprema.",false,"Art. 20 CPR: se interpone ante la CA respectiva en 1ª instancia. La CS conoce la apelación.",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,1
"Los Juzgados de Letras son tribunales colegiados.",false,"Arts. 27-40 COT: son UNIPERSONALES. Un solo juez. Los colegiados son CA y CS.",DERECHO_ORGANICO,COT,TITULO_III,De los Juzgados de Letras,1
"Las salas de CA funcionan con mínimo 3 ministros.",true,"Art. 67 COT: quórum mínimo de 3 miembros por sala.",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,2
"Los abogados integrantes son jueces de carrera del Poder Judicial.",false,"Arts. 215-219 COT: son abogados EXTERNOS designados anualmente. No son jueces de carrera.",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,2
"El Presidente de la CS es elegido por los propios ministros por 2 años.",true,"Art. 93 COT: elección interna. 2 años, no reelegible. Rotación del cargo.",DERECHO_ORGANICO,COT,TITULO_III,De la Corte Suprema,2
"Los tribunales unipersonales de excepción son jueces de letras especiales.",false,"Arts. 50-53 COT: son MINISTROS de Corte actuando individualmente como tribunales de 1ª instancia en causas con fuero.",DERECHO_ORGANICO,COT,TITULO_III,De los tribunales unipersonales de excepción,2
"La vista de la causa comprende relación y alegatos.",true,"Arts. 163-166 CPC + 372 COT: relación (relator) + alegatos (abogados, máx. 30 min) + acuerdo y fallo.",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,2
"La subrogación opera en tribunales colegiados para completar quórum.",false,"SUBROGACIÓN = tribunales UNIPERSONALES (reemplazar al juez). INTEGRACIÓN = tribunales colegiados (completar sala).",DERECHO_ORGANICO,COT,TITULO_III,De los tribunales ordinarios,2
"La CA de Santiago tiene la mayor dotación de ministros del país.",true,"Art. 56 COT: 31 ministros. Mayor composición por el volumen de causas de la RM.",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,2
"El presidente de la CA rota anualmente por orden de antigüedad.",true,"Art. 57 COT: rotación anual automática entre ministros. Distinto a la CS (elección por 2 años).",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,2
