pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué es la competencia?","La facultad que tiene cada juez o tribunal para conocer de los negocios que la ley ha colocado dentro de la esfera de sus atribuciones (art. 108 COT). Es la medida de la jurisdicción.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia,1
"¿Cuál es la diferencia entre jurisdicción y competencia?","Jurisdicción: poder genérico de todo tribunal para administrar justicia. Competencia: porción específica de jurisdicción asignada a cada tribunal concreto. Todo tribunal tiene jurisdicción, pero no todos son competentes para todo.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia,1
"¿Qué es la competencia absoluta?","La que determina la JERARQUÍA del tribunal que debe conocer de un asunto, según tres factores: materia, fuero y cuantía. No puede ser modificada por las partes (es de orden público). Arts. 115-133 COT.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,1
"¿Qué es la competencia relativa?","La que determina el TRIBUNAL ESPECÍFICO dentro de una jerarquía que debe conocer, según el factor territorio. Puede ser prorrogada por las partes en asuntos civiles contenciosos (arts. 134-145 COT).",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia relativa,1
"¿Cuáles son los factores de competencia absoluta?","1) Materia: naturaleza del asunto (civil, penal, laboral, familia). 2) Fuero: calidad de las personas litigantes. 3) Cuantía: valor de lo disputado. Se aplican en este orden de prelación.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,1
"¿Qué es el factor materia?","La naturaleza jurídica del asunto controvertido: civil, penal, laboral, de familia, tributario, etc. Determina qué clase de tribunal conoce (Juzgado Civil, de Garantía, TOP, Familia, Trabajo, TTA).",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,1
"¿Qué es el factor fuero?","La calidad o investidura de las personas que son parte en el juicio. Ciertas autoridades (Presidente, ministros de Estado, diplomáticos, parlamentarios) elevan la competencia a un tribunal de mayor jerarquía (art. 50 COT: fuero mayor).",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,2
"¿Qué diferencia hay entre fuero mayor y fuero menor?","Fuero mayor (art. 50 COT): eleva el conocimiento a un ministro de CA como tribunal unipersonal. Fuero menor (art. 45 Nº 2 letra g COT): eleva de juez de subdelegación/distrito a juez de letras. Hoy el fuero menor tiene poca aplicación práctica.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,2
"¿Qué es el factor cuantía?","El valor de lo disputado. En asuntos civiles: el valor de la cosa o cantidad demandada. En asuntos penales: la pena asignada al delito. Determina el procedimiento aplicable y la instancia (arts. 115-132 COT).",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,1
"¿Cómo se determina la cuantía en asuntos civiles?","1) Si la demanda contiene cantidad determinada: esa cantidad. 2) Si es sobre un inmueble: avalúo fiscal. 3) Si es indeterminada: se reputa de mayor cuantía (art. 131 COT). La cuantía determina el procedimiento.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,2
"¿Qué efecto tiene la cuantía sobre el procedimiento civil?","Menor cuantía (hasta 10 UTM): procedimiento de menor cuantía. Mayor cuantía (más de 500 UTM): juicio ordinario de mayor cuantía. Entre 10 y 500 UTM: menor cuantía con reglas especiales.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,2
"¿El factor fuero opera en materia penal?","No. En materia penal no opera el fuero de las personas: todos son juzgados por el mismo tribunal (JG/TOP). Solo en materia civil el fuero eleva la competencia. Excepción: desafuero de parlamentarios.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,2
"¿Qué es el factor territorio en la competencia relativa?","El lugar geográfico que determina cuál tribunal específico, dentro de la jerarquía ya definida por la competencia absoluta, conoce del asunto. Reglas: domicilio del demandado, ubicación del inmueble, lugar del hecho, etc.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia relativa,1
"¿Cuál es la regla general de competencia territorial en asuntos civiles?","El tribunal competente es el del DOMICILIO del demandado (art. 134 COT). Si tiene varios domicilios: cualquiera de ellos. Si son varios demandados con domicilios distintos: cualquiera de ellos.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia relativa,1
"¿Cuál es la regla especial para acciones inmuebles?","Es competente el tribunal del lugar donde esté situado el inmueble (art. 135 COT). Si está en varios territorios: cualquiera de ellos. Si hay acción mixta (mueble e inmueble): el del inmueble.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia relativa,2
"¿Cuál es la regla para acciones que nacen de un contrato?","Si las partes estipularon domicilio especial en el contrato: ese domicilio. Si no: domicilio del demandado como regla general (art. 138 COT).",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia relativa,2
"¿Qué es la prórroga de competencia?","Acto por el cual las partes otorgan competencia a un tribunal que naturalmente no la tiene, pero que es de la misma jerarquía. Solo procede en asuntos civiles contenciosos y solo respecto del factor territorio (art. 181-187 COT).",DERECHO_ORGANICO,COT,TITULO_VII,De la prórroga de competencia,1
"¿Cuáles son los requisitos de la prórroga de competencia?","1) Solo en asuntos civiles contenciosos (no penales ni no contenciosos), 2) Solo respecto del factor territorio (no materia, fuero ni cuantía), 3) Acuerdo de ambas partes (expreso o tácito), 4) Entre tribunales de igual jerarquía.",DERECHO_ORGANICO,COT,TITULO_VII,De la prórroga de competencia,2
"¿Cómo puede ser la prórroga de competencia?","Expresa: las partes acuerdan en un contrato o acto posterior qué tribunal conocerá (cláusula de prórroga). Tácita: el demandante demanda ante tribunal incompetente y el demandado contesta sin alegar incompetencia.",DERECHO_ORGANICO,COT,TITULO_VII,De la prórroga de competencia,2
"¿Puede prorrogarse la competencia en materia penal?","No. La competencia penal es improrrogable. El tribunal competente es el del lugar donde se cometió el delito (art. 157 COT). Las partes no pueden alterarlo.",DERECHO_ORGANICO,COT,TITULO_VII,De la prórroga de competencia,2
"¿La competencia absoluta puede prorrogarse?","No. Los factores de materia, fuero y cuantía son de orden público e improrrogables. Las partes no pueden alterar la jerarquía del tribunal. Solo el territorio es prorrogable (y solo en civil contencioso).",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,2
"¿Qué ocurre si un tribunal conoce de un asunto sin ser competente?","Si la incompetencia es absoluta: el tribunal puede declararla de oficio en cualquier momento (nulidad insaneable). Si es relativa: solo puede alegarla el demandado mediante excepción dilatoria de incompetencia (art. 303 Nº 1 CPC).",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia,2
"¿Cuál es la regla de competencia territorial en materia penal?","Es competente el tribunal del lugar donde se cometió el hecho punible (art. 157 COT). Si se cometió en varios lugares: el primero que comience a conocer (prevención). Improrrogable.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia relativa,2
"¿Cuál es la regla de competencia territorial en familia?","El del domicilio del demandado como regla general. En alimentos: opción del alimentario (demandante) entre su domicilio o el del demandado. En VIF: el del lugar donde ocurrieron los hechos.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia relativa,2
