pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"La acción de partición según el art. 1317 CC es:","Imprescriptible: cualquier comunero puede pedirla en cualquier tiempo","Prescriptible en 5 años desde la apertura de la sucesión","Solo puede ejercerse dentro del primer año","Requiere acuerdo unánime de los comuneros",0,"Art. 1317 CC: ningún coasignatario está obligado a permanecer en la indivisión. La acción es imprescriptible.",DERECHO_CIVIL,LIBRO_III,TITULO_X,De la partición de bienes,1
"El juez partidor es:","Un árbitro de derecho que conoce del juicio de partición","El juez civil ordinario del último domicilio del causante","Un notario designado por los herederos","El Conservador de Bienes Raíces",0,"Art. 1323 CC: el partidor es un árbitro de derecho. Puede ser designado por el testador, los coasignatarios de común acuerdo, o el juez.",DERECHO_CIVIL,LIBRO_III,TITULO_X,De la partición de bienes,2
"La adjudicación en la partición tiene efecto:","Declarativo y retroactivo: el adjudicatario se reputa dueño exclusivo desde la muerte del causante","Constitutivo: el adjudicatario adquiere dominio desde la adjudicación","Traslativo: el dominio pasa de la comunidad al adjudicatario","Suspensivo: surte efectos solo desde la inscripción en el CBR",0,"Art. 1344 CC: efecto declarativo retroactivo. Se entiende que el adjudicatario sucedió directamente al difunto y nunca tuvo parte en los demás bienes.",DERECHO_CIVIL,LIBRO_III,TITULO_X,De la partición de bienes,2
"El pacto de indivisión no puede estipularse por más de:","5 años, pero puede renovarse cada vez que expire","10 años sin posibilidad de renovación","2 años como máximo","Sin límite temporal",0,"Art. 1317 inc. 2 CC: máximo 5 años, renovable. Evita la inmovilización indefinida de la propiedad.",DERECHO_CIVIL,LIBRO_III,TITULO_X,De la partición de bienes,2
"La partición puede rescindirse por lesión cuando un coasignatario es perjudicado en:","Más de la mitad de su cuota","Más de un cuarto de su cuota","Cualquier monto, sin importar la proporción","Más de dos tercios de su cuota",0,"Art. 1348 CC: lesión enorme en la partición = perjuicio en más de la mitad de la cuota del coasignatario.",DERECHO_CIVIL,LIBRO_III,TITULO_X,De la partición de bienes,3
"Las deudas hereditarias se dividen entre los herederos:","A prorrata de sus cuotas hereditarias","En partes iguales sin importar las cuotas","Solo entre los herederos que aceptaron sin beneficio de inventario","Proporcionalmente al valor de los bienes adjudicados",0,"Art. 1354 CC: cada heredero responde de las deudas a prorrata de su cuota en la herencia.",DERECHO_CIVIL,LIBRO_III,TITULO_XI,Del pago de las deudas hereditarias y testamentarias,1
"La diferencia entre deudas hereditarias y testamentarias es:","Las hereditarias existían en vida del causante; las testamentarias nacen del testamento (legados, cargas)","Las hereditarias son de los herederos y las testamentarias del Fisco","No hay diferencia: son sinónimos","Las hereditarias prescriben y las testamentarias no",0,"Deudas hereditarias = preexistentes al causante. Deudas testamentarias = creadas por testamento (legados, modos). Ambas se pagan con bienes hereditarios.",DERECHO_CIVIL,LIBRO_III,TITULO_XI,Del pago de las deudas hereditarias y testamentarias,2
"El beneficio de separación del art. 1378 CC permite:","Que los acreedores del causante cobren con preferencia sobre los bienes hereditarios, antes que los acreedores personales del heredero","Que el heredero separe los bienes que no quiere heredar","Que los legatarios cobren antes que los herederos","Que el cónyuge separe sus gananciales de la herencia",0,"Art. 1378 CC: evita la confusión de patrimonios. Los acreedores hereditarios se pagan primero con los bienes de la herencia.",DERECHO_CIVIL,LIBRO_III,TITULO_XI,Del pago de las deudas hereditarias y testamentarias,3
"La donación entre vivos según el art. 1386 CC es:","Un acto por el cual una persona transfiere gratuitamente e irrevocablemente una parte de sus bienes a otra que la acepta","Un acto unilateral que no requiere aceptación","Un contrato oneroso bilateral","Una asignación testamentaria que opera en vida del donante",0,"Art. 1386 CC: es contrato (requiere aceptación), gratuito, irrevocable y produce empobrecimiento del donante.",DERECHO_CIVIL,LIBRO_III,TITULO_XIII,De las donaciones entre vivos,1
"La insinuación de la donación según el art. 1401 CC es:","Autorización judicial necesaria cuando la donación excede cierto monto; sin ella es nula en el exceso","Una formalidad notarial opcional","La inscripción en el Conservador de Bienes Raíces","La publicación en el Diario Oficial",0,"Art. 1401 CC: la insinuación es autorización del juez. Sin ella, la donación excesiva es nula en lo que exceda el monto permitido.",DERECHO_CIVIL,LIBRO_III,TITULO_XIII,De las donaciones entre vivos,2
