pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué son las bases de la organización judicial?","Principios fundamentales que organizan y regulan el funcionamiento del Poder Judicial chileno. Están consagrados en la CPR y desarrollados en el COT. Son el marco sobre el cual se estructura toda la administración de justicia.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"¿Qué es el principio de independencia del Poder Judicial?","El Poder Judicial es independiente de los demás poderes del Estado en el ejercicio de sus funciones. Ni el Presidente ni el Congreso pueden interferir en la función jurisdiccional (art. 76 CPR + art. 12 COT).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"¿Qué es la facultad de imperio según el art. 76 inc. 3 CPR?","La facultad de los tribunales para hacer ejecutar lo juzgado, pudiendo impartir órdenes directas a la fuerza pública e incluso disponer las medidas necesarias para el cumplimiento de sus resoluciones. Complementa la independencia.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"¿Qué es el principio de legalidad en materia orgánica?","Los tribunales deben estar establecidos por ley (reserva legal orgánica constitucional). Nadie puede ser juzgado por comisiones especiales sino por el tribunal que señale la ley (art. 19 Nº 3 inc. 5 CPR, juez natural).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"¿Qué es el principio de inamovilidad?","Los jueces permanecen en sus cargos mientras dure su buen comportamiento. No pueden ser removidos sino por causa legalmente sentenciada (art. 80 CPR). Garantiza independencia frente a presiones externas.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"¿Cuáles son las excepciones a la inamovilidad de los jueces?","1) Edad: cesan al cumplir 75 años (salvo CS, art. 80 CPR), 2) Remoción por mal comportamiento (calificaciones), 3) Amovilidad declarada por la CS a solicitud del Presidente o por queja, 4) Renuncia voluntaria.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"¿Qué es el principio de responsabilidad de los jueces?","Los jueces son personal y civilmente responsables por los delitos de denegación de justicia, torcida administración de la misma y, en general, por toda prevaricación en el ejercicio de sus funciones (art. 79 CPR + arts. 324-331 COT).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"¿Qué es el principio de inexcusabilidad?","Reclamada la intervención de un tribunal en forma legal y en negocios de su competencia, NO puede excusarse de ejercer su autoridad ni aun por falta de ley que resuelva la contienda (art. 76 inc. 2 CPR + art. 10 COT).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"¿Qué relación hay entre inexcusabilidad y el art. 170 Nº 5 CPC?","Si no hay ley que resuelva, el juez debe recurrir a los principios de equidad. La inexcusabilidad obliga a fallar siempre; el art. 170 Nº 5 CPC da la herramienta: la equidad natural.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"¿Qué es el principio de territorialidad?","Los tribunales solo ejercen jurisdicción dentro del territorio que la ley les asigna (art. 7 COT). Fuera de su territorio carecen de competencia. Excepción: la inspección personal del tribunal puede practicarse fuera.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"¿Qué es el principio de jerarquía o gradualidad?","Los tribunales están organizados en una estructura piramidal: Corte Suprema → Cortes de Apelaciones → Juzgados de primera instancia. Cada tribunal inferior está subordinado al superior en materia disciplinaria y recursiva.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"¿Qué es el principio de publicidad?","Los actos de los tribunales son públicos, salvo las excepciones legales (art. 9 COT). Cualquier persona puede presenciar las audiencias y acceder a los expedientes. Garantiza transparencia y control ciudadano.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
