pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"El testamento según el art. 999 CC es:","Un acto más o menos solemne, esencialmente revocable, que produce efectos después de la muerte del testador","Un contrato bilateral entre el testador y sus herederos","Una declaración judicial de voluntad del causante","Un acto irrevocable que produce efectos inmediatos",0,"Art. 999 CC: el testamento es unilateral, solemne, revocable y mortis causa. No es contrato ni es irrevocable.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"¿Puede otorgarse testamento por mandatario?","No, la facultad de testar es indelegable (art. 1004 CC)","Sí, con mandato especial otorgado por escritura pública","Sí, pero solo si el mandatario es abogado","Solo si el testador está imposibilitado físicamente",0,"Art. 1004 CC: la facultad de testar es indelegable. El testamento es un acto personalísimo. No puede otorgarse por comisionado ni representante.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"¿Cuál de los siguientes NO es inhábil para testar?","Un mayor de 18 años con discapacidad física pero en su sano juicio","Un impúber","Una persona bajo interdicción por demencia","Una persona que no puede expresar su voluntad claramente",0,"Art. 1005 CC: la discapacidad física no inhabilita para testar si la persona está en sano juicio y puede expresar su voluntad. Los inhábiles son impúberes, interdictos por demencia, los que no están en sano juicio y los que no pueden expresarse claramente.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"El testamento solemne abierto se otorga ante:","Notario y 3 testigos, o ante 5 testigos sin notario","Solo ante notario sin testigos","Ante 2 testigos y el juez de letras","Ante el Oficial del Registro Civil",0,"Art. 1014 CC: testamento abierto = notario + 3 testigos, O bien 5 testigos sin notario (en lugares sin notario).",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"En el testamento cerrado, los testigos:","No conocen el contenido; solo saben que la escritura contiene un testamento","Conocen todas las disposiciones del testador","Deben leer el testamento en voz alta","Firman cada página del testamento",0,"Art. 1023 CC: en el cerrado, el testador presenta una escritura cerrada declarando que es su testamento, sin revelar el contenido a los testigos.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"El testamento verbal caduca si:","El testador sobrevive más de 30 días al otorgamiento","El testador fallece dentro de los 30 días siguientes","Los testigos no recuerdan las disposiciones","No se protocoliza ante notario dentro de un año",0,"Art. 1036 CC: caduca si el testador sobrevive más de 30 días. También caduca si no se pone por escrito dentro de 30 días desde la muerte del testador.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"Un legado de especie o cuerpo cierto se adquiere:","Desde la muerte del causante, por el solo ministerio de la ley","Desde que el legatario acepta formalmente el legado","Desde que los herederos hacen la entrega material","Desde la inscripción en el Conservador si es inmueble",0,"El legado de especie se adquiere por sucesión por causa de muerte al momento de la apertura. El legatario es dueño desde la muerte, aunque deba pedir la entrega a los herederos.",DERECHO_CIVIL,LIBRO_III,TITULO_IV,De las asignaciones testamentarias,2
"Un legado de género confiere al legatario:","Un crédito contra los herederos para que le entreguen la cosa legada","El dominio inmediato de una cosa del género indicado","El derecho a elegir cualquier bien del patrimonio del causante","Una cuota de la herencia equivalente al valor del legado",0,"El legado de género genera un derecho personal (crédito) contra los herederos o el obligado a cumplirlo. El legatario no adquiere dominio sino al momento de la entrega (tradición).",DERECHO_CIVIL,LIBRO_III,TITULO_IV,De las asignaciones testamentarias,2
"La asignación condicional suspensiva:","No se defiere hasta que se cumpla la condición","Se defiere inmediatamente pero puede resolverse","Se defiere al cumplirse un plazo cierto","Se defiere al momento de la muerte sin importar la condición",0,"Art. 1070 CC: si la condición es suspensiva, la delación se posterga hasta el cumplimiento de la condición. Si es resolutoria, la asignación se defiere de inmediato.",DERECHO_CIVIL,LIBRO_III,TITULO_IV,De las asignaciones testamentarias,2
"¿Qué diferencia hay entre condición y modo en las asignaciones?","La condición suspensiva suspende la adquisición; el modo no la suspende pero impone una obligación","No hay diferencia: son sinónimos","La condición es una carga económica y el modo es temporal","El modo suspende la adquisición y la condición no",0,"Art. 1089 CC: el modo no suspende la adquisición. El asignatario modal adquiere de inmediato pero debe cumplir la obligación impuesta. La condición suspensiva sí posterga la adquisición.",DERECHO_CIVIL,LIBRO_III,TITULO_IV,De las asignaciones testamentarias,2
"La cláusula resolutoria en las asignaciones modales (art. 1090 CC):","Impone la restitución de la cosa y frutos si no se cumple el modo","Opera automáticamente en toda asignación modal","Transforma el modo en condición suspensiva","Exime al asignatario de cumplir el modo",0,"Art. 1090 CC: si hay cláusula resolutoria, el incumplimiento del modo permite pedir la restitución. Sin esta cláusula, solo puede pedirse el cumplimiento del modo.",DERECHO_CIVIL,LIBRO_III,TITULO_IV,De las asignaciones testamentarias,3
"Los legitimarios según el art. 1182 CC son:","Los hijos, los ascendientes y el cónyuge sobreviviente","Solo los hijos del causante","Los hijos y el cónyuge, pero no los ascendientes","Todos los parientes hasta el cuarto grado",0,"Art. 1182 CC: tres categorías de legitimarios: 1) hijos (personalmente o representados), 2) ascendientes, 3) cónyuge sobreviviente. Son herederos forzosos.",DERECHO_CIVIL,LIBRO_III,TITULO_IV,De las asignaciones testamentarias,1
"La preterición de un legitimario según el art. 1218 CC:","No lo priva de su legítima; se entiende instituido heredero en ella","Anula completamente el testamento","Priva al legitimario de todos sus derechos hereditarios","Solo afecta las asignaciones voluntarias",0,"Art. 1218 CC: el legitimario preterido conserva sus derechos. La preterición no puede perjudicar al legitimario: su legítima se suple judicialmente.",DERECHO_CIVIL,LIBRO_III,TITULO_IV,De las asignaciones testamentarias,2
"La revocación del testamento puede ser:","Expresa (nuevo testamento que declara revocar) o tácita (nuevo testamento con disposiciones incompatibles)","Solo expresa mediante escritura pública","Solo judicial por sentencia del tribunal","Automática al otorgarse un nuevo testamento",0,"Art. 1212-1215 CC: revocación expresa (el testador declara revocar) o tácita (disposiciones incompatibles del nuevo testamento revocan las del anterior). No es automática ni total necesariamente.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"¿Cuál de las siguientes personas NO puede ser testigo de un testamento solemne?","Un menor de 18 años","Un mayor de edad con plena capacidad","Un vecino del testador mayor de 18 años","Un profesional que sabe leer y escribir",0,"Art. 1012 CC: los menores de 18 son inhábiles como testigos testamentarios. Los demás descritos son hábiles si cumplen los requisitos generales.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,1
"Un testamento posterior:","No revoca necesariamente al anterior en su totalidad; solo las disposiciones incompatibles","Revoca siempre y completamente al anterior","No produce efecto si existe un testamento anterior","Debe mencionar expresamente al anterior para tener validez",0,"Art. 1215 CC: revocación tácita parcial. Las disposiciones del anterior que no sean incompatibles con el nuevo subsisten. Pueden coexistir varios testamentos.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"El testamento puede contener:","Disposiciones patrimoniales y también declaraciones como reconocimiento de hijos o nombramiento de guardadores","Solo disposiciones patrimoniales","Solo designación de herederos y legatarios","Solo revocación de testamentos anteriores",0,"El testamento puede incluir: disposiciones de bienes (herencias, legados), reconocimiento de hijos (art. 187 Nº 4), nombramiento de tutores/curadores, designación de albacea y partidor.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"La asignación a plazo o 'a día' se diferencia de la condicional en que:","El plazo es un hecho futuro y cierto; la condición es un hecho futuro e incierto","El plazo es incierto y la condición es cierta","No hay diferencia: plazo y condición son lo mismo","El plazo solo opera en legados y la condición solo en herencias",0,"Art. 1080 CC: el plazo (dies certus) es futuro y cierto (se sabe que ocurrirá). La condición (art. 1070) es futura e incierta (no se sabe si ocurrirá).",DERECHO_CIVIL,LIBRO_III,TITULO_IV,De las asignaciones testamentarias,2
"La nulidad del testamento por falta de solemnidades:","Es nulidad absoluta y la acción prescribe en 10 años desde la apertura de la sucesión","Es nulidad relativa que prescribe en 4 años","No tiene plazo de prescripción","Es una simple irregularidad que no afecta la validez",0,"La omisión de solemnidades legales del testamento produce nulidad absoluta. La acción prescribe según las reglas generales (10 años, pero con normas especiales en algunos casos).",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
"El reconocimiento de un hijo hecho en testamento:","Es irrevocable aunque se revoque el testamento","Se revoca automáticamente al revocar el testamento","Solo vale si el testamento es solemne","Requiere aceptación del hijo reconocido",0,"Art. 189 CC: el reconocimiento es irrevocable aunque se contenga en testamento revocado. La revocación del testamento no afecta el reconocimiento de hijo.",DERECHO_CIVIL,LIBRO_III,TITULO_III,De las asignaciones testamentarias,2
