termino,definicion,rama,libro,titulo,materia,dificultad
"Juicio sumario","Procedimiento breve y concentrado para acciones que requieren tramitación rápida. Audiencia al 5° día, probatorio de 8 días, apelación en solo efecto devolutivo (arts. 680-692 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,1
"Interdictos posesorios","Acciones que protegen la posesión de bienes raíces contra perturbación o despojo, sin discutir dominio. Prescriben en 1 año. Requieren posesión de al menos 1 año (arts. 549-583 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,1
"Querella de amparo","Acción posesoria contra perturbación de la posesión sin despojo. Busca que cese la turbación e indemnización (art. 549 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"Querella de restitución","Acción posesoria del poseedor despojado que busca recuperar la posesión perdida + indemnización (art. 549 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"Querella de restablecimiento","Acción especial del despojado violentamente. No exige posesión de un año ni ser poseedor (basta ser mero tenedor). Prescribe en 6 meses (art. 928 CC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"Denuncia de obra nueva","Acción posesoria para obtener la suspensión de una obra nueva perjudicial para la posesión del denunciante. Medida urgente previa a la sentencia (arts. 565-570 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"Denuncia de obra ruinosa","Acción posesoria para obtener la demolición o reparación de un edificio que amenaza ruina y puede causar daño (arts. 571-576 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"Desahucio","Acto unilateral por el cual una parte pone fin al contrato de arrendamiento. Art. 3 Ley 18.101: arrendador = 2 meses de anticipación; arrendatario = 1 período de pago.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,1
"Lanzamiento","Desalojo forzado del arrendatario del inmueble, decretado por sentencia judicial. El juez fija plazo entre 30 días y 6 meses para la restitución (art. 13 Ley 18.101).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,2
"Enervación de la acción","Derecho del arrendatario demandado por no pago de pagar las rentas adeudadas + costas dentro de 10 días desde la notificación, extinguiendo la acción. Solo puede ejercerse una vez (art. 10 Ley 18.101).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,2
"Sustitución del procedimiento","Facultad del tribunal de cambiar el procedimiento sumario por ordinario o viceversa cuando el juicio se inició por naturaleza de la acción y hay motivos fundados (art. 681 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,2
"Comodato precario","Préstamo de uso gratuito de un bien sin plazo fijo. Su restitución se tramita en juicio sumario (art. 680 Nº 6 CPC). El comodante puede exigir devolución en cualquier momento.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,2
