termino,definicion,rama,libro,titulo,materia,dificultad
"Cuasicontrato","Obligación que nace de un hecho voluntario lícito sin convención entre las partes. Principales: agencia oficiosa, pago de lo no debido y comunidad (art. 2284 CC).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,1
"Agencia oficiosa","Cuasicontrato por el cual una persona administra sin mandato los negocios de otra. El agente se obliga a gestionar con diligencia y rendir cuentas (art. 2286 CC).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,1
"Pago de lo no debido","Cuasicontrato que se produce cuando se paga por error una obligación inexistente o a persona equivocada. Genera acción de repetición para recuperar lo pagado (art. 2295 CC).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXIV,De los cuasicontratos,1
"Delito civil","Hecho ilícito cometido con dolo (intención de dañar) que causa daño a otro y obliga a indemnizar. Independiente del delito penal (art. 2284 CC).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,1
"Cuasidelito civil","Hecho ilícito cometido con culpa (negligencia o imprudencia) que causa daño a otro y obliga a indemnizar. Se diferencia del delito civil por la ausencia de dolo.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,1
"Responsabilidad extracontractual","Obligación de reparar el daño causado a otro por un hecho ilícito (delito o cuasidelito civil), fuera de un vínculo contractual previo. Se funda en la culpa (arts. 2314-2334 CC).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,1
"Responsabilidad por el hecho ajeno","Obligación de reparar daños causados por personas bajo cuidado o dependencia de otra. Se funda en culpa presunta (in vigilando/in eligendo). Admite prueba liberatoria (art. 2320 CC).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,2
"Daño moral","Sufrimiento, dolor o aflicción que experimenta la víctima. Indemnizable en responsabilidad extracontractual (art. 2329 CC). En contractual es aceptado jurisprudencialmente.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXXV,De los delitos y cuasidelitos,2
"Prelación de créditos","Sistema legal que establece el orden en que se pagan los créditos cuando el patrimonio del deudor es insuficiente. Cinco clases, de la 1ª (mayor preferencia) a la 5ª (valistas, sin preferencia). Arts. 2465-2489 CC.",DERECHO_CIVIL,LIBRO_IV,TITULO_XLI,De la prelación de créditos,1
"Créditos valistas","Créditos de quinta clase, sin preferencia alguna. Se pagan a prorrata con el remanente después de satisfacer las cuatro primeras clases (art. 2489 CC).",DERECHO_CIVIL,LIBRO_IV,TITULO_XLI,De la prelación de créditos,1
"Prescripción extintiva","Modo de extinguir acciones y derechos por no haberse ejercido durante cierto lapso de tiempo. Ordinaria: 5 años. Ejecutiva: 3 años. Especiales: 4 años (extracontractual), 2 años (honorarios), 1 año (mercaderías al detalle). Art. 2514 CC.",DERECHO_CIVIL,LIBRO_IV,TITULO_XLII,De la prescripción,1
"Prescripción de corto tiempo","Prescripciones especiales de 1 a 3 años que no se suspenden pero se interrumpen. La interrupción da paso a la prescripción ordinaria de 5 años (arts. 2521-2524 CC).",DERECHO_CIVIL,LIBRO_IV,TITULO_XLII,De la prescripción,2
