afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"El contrato unilateral es aquel en que interviene una sola persona.",false,"Art. 1439 CC: contrato unilateral = una sola parte se OBLIGA. Siempre hay al menos dos partes; lo que varía es cuántas se obligan. No confundir con acto jurídico unilateral (una sola voluntad).",DERECHO_CIVIL,LIBRO_IV,TITULO_I,Definiciones,1
"La compraventa de bienes muebles es un contrato consensual.",true,"Art. 1801 CC: la compraventa de muebles se perfecciona por el solo consentimiento (consensual). La de inmuebles requiere escritura pública (solemne).",DERECHO_CIVIL,LIBRO_IV,TITULO_I,Definiciones,1
"Las obligaciones naturales dan acción para exigir su cumplimiento.",false,"Art. 1470 CC: las obligaciones naturales NO dan acción para exigir cumplimiento. Solo confieren excepción: si se pagan voluntariamente, el acreedor puede retener lo pagado (no hay repetición).",DERECHO_CIVIL,LIBRO_IV,TITULO_III,De las obligaciones civiles y de las meramente naturales,2
"La condición resolutoria tácita va envuelta en todo contrato bilateral.",true,"Art. 1489 CC: en todo contrato bilateral se entiende incorporada. Si una parte no cumple, la otra puede pedir resolución o cumplimiento con indemnización.",DERECHO_CIVIL,LIBRO_IV,TITULO_IV,De las obligaciones condicionales,1
"La solidaridad se presume cuando hay varios deudores de una misma obligación.",false,"Art. 1511 CC: la solidaridad NO se presume. Debe establecerse expresamente por ley, testamento o convención. La regla general es la obligación simplemente conjunta.",DERECHO_CIVIL,LIBRO_IV,TITULO_IX,De las obligaciones solidarias,1
"En la solidaridad pasiva, el acreedor puede demandar el total a cualquiera de los codeudores.",true,"Art. 1514 CC: el acreedor puede dirigirse contra cualquier codeudor por el total, o contra todos conjuntamente, a su arbitrio.",DERECHO_CIVIL,LIBRO_IV,TITULO_IX,De las obligaciones solidarias,1
"La solidaridad pasa a los herederos del codeudor solidario.",false,"Art. 1523 CC: los herederos del codeudor solidario responden entre todos del total, pero cada heredero solo a prorrata de su cuota hereditaria. La solidaridad se extingue con la muerte.",DERECHO_CIVIL,LIBRO_IV,TITULO_IX,De las obligaciones solidarias,3
"En la obligación alternativa, la elección corresponde siempre al acreedor.",false,"Art. 1500 CC: la elección corresponde al DEUDOR como regla general. Solo corresponde al acreedor si así se pactó expresamente.",DERECHO_CIVIL,LIBRO_IV,TITULO_VI,De las obligaciones alternativas,2
"El género no perece: el deudor de género siempre puede cumplir.",true,"Principio genera non pereunt: mientras existan individuos del género, el deudor puede cumplir. La pérdida de algunos no extingue la obligación. Art. 1510 CC.",DERECHO_CIVIL,LIBRO_IV,TITULO_VIII,De las obligaciones de género,1
"La cláusula penal enorme no puede ser reducida por el juez.",false,"Art. 1544 CC: la cláusula penal enorme PUEDE y DEBE reducirse. En contratos conmutativos, se rebaja a lo justo si excede el doble de la obligación principal.",DERECHO_CIVIL,LIBRO_IV,TITULO_XI,De las obligaciones con cláusula penal,2
"El contrato accesorio puede subsistir sin la obligación principal.",false,"Art. 1442 CC: el contrato accesorio tiene por objeto asegurar una obligación principal y no puede subsistir sin ella. Lo accesorio sigue la suerte de lo principal.",DERECHO_CIVIL,LIBRO_IV,TITULO_I,Definiciones,1
"Un contrato oneroso puede ser conmutativo o aleatorio.",true,"Art. 1441 CC: dentro de los onerosos, el conmutativo tiene prestaciones equivalentes y el aleatorio depende de una contingencia incierta.",DERECHO_CIVIL,LIBRO_IV,TITULO_I,Definiciones,1
"En las obligaciones de especie, el deudor puede entregar otra cosa del mismo valor si la especie se destruye.",false,"En las obligaciones de especie, el deudor debe la cosa misma. Si perece por caso fortuito, la obligación se extingue. Si perece por culpa del deudor, debe indemnizar. No puede sustituir.",DERECHO_CIVIL,LIBRO_IV,TITULO_I,Definiciones,2
"La condición suspensiva pendiente impide que el derecho nazca.",true,"Mientras la condición suspensiva esté pendiente, el derecho no nace: solo existe un germen de derecho (expectativa). Si se cumple, nace retroactivamente. Si falla, se reputa inexistente.",DERECHO_CIVIL,LIBRO_IV,TITULO_IV,De las obligaciones condicionales,2
