afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"La reposición procede contra sentencias definitivas.",false,"Art. 181 CPC: la reposición procede contra AUTOS Y DECRETOS. Contra definitivas procede apelación y casación.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XVII,De la reposición,1
"El plazo para apelar una sentencia definitiva es de 10 días.",true,"Art. 189 CPC: 10 días para definitivas. 5 días para interlocutorias, autos y decretos apelables. Plazos fatales e individuales.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XVIII,De la apelación,1
"Toda apelación se concede en ambos efectos (devolutivo y suspensivo).",false,"Art. 195 CPC: la regla general para definitivas es ambos efectos. Pero para interlocutorias y otros, se concede frecuentemente en el solo efecto devolutivo (art. 194).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XVIII,De la apelación,2
"La casación en la forma busca invalidar sentencias dictadas con vicios de procedimiento.",true,"Art. 764 CPC: la casación en la forma ataca vicios formales del procedimiento o de la sentencia misma (9 causales del art. 768).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en la forma,1
"La casación en el fondo puede interponerse ante cualquier Corte de Apelaciones.",false,"Art. 767 CPC: la casación en el fondo es competencia EXCLUSIVA de la Corte Suprema. No puede interponerse ante otra Corte.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en el fondo,1
"La casación en el fondo permite a la Corte Suprema revisar los hechos establecidos por los jueces del fondo.",false,"La CS NO revisa hechos: solo controla la correcta aplicación de la ley a los hechos ya establecidos. No es tercera instancia.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en el fondo,2
"Si se acoge la casación en el fondo, la Corte Suprema dicta sentencia de reemplazo.",true,"Art. 785 CPC: la CS invalida la sentencia recurrida y dicta sentencia de reemplazo aplicando correctamente la ley. No reenvía.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en el fondo,2
"La preparación del recurso de casación en la forma es siempre obligatoria, sin excepciones.",false,"Art. 769 CPC: la preparación es la regla general, pero hay excepciones: incompetencia absoluta, ultrapetita y vicios que afectan la sentencia misma (no el procedimiento).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en la forma,3
"El recurso de queja procede contra cualquier resolución judicial.",false,"Art. 545 COT: solo contra sentencias definitivas o interlocutorias que pongan fin al juicio, cuando NO sean susceptibles de NINGÚN otro recurso. Es subsidiario.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,Del recurso de queja,2
"El recurso de revisión permite impugnar sentencias que ya están firmes.",true,"Art. 810 CPC: es el único recurso que ataca sentencias FIRMES. Causales excepcionalísimas: documentos falsos, prevaricación, cohecho, testigos condenados por falso testimonio.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XX,De la revisión,2
"La casación en la forma y en el fondo pueden interponerse conjuntamente.",true,"Art. 770 CPC: pueden deducirse en el mismo escrito, dentro de 15 días. Si se acoge la de forma, se omite la de fondo.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en la forma,2
"La ultrapetita consiste en que la sentencia otorga menos de lo pedido por las partes.",false,"Art. 768 Nº 4 CPC: la ultrapetita es otorgar MÁS de lo pedido o extenderse a puntos no sometidos al fallo. Otorgar menos no es causal de casación.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en la forma,2
"El efecto devolutivo es esencial a toda apelación.",true,"Sin efecto devolutivo no hay apelación. Es el que da competencia al tribunal superior. El efecto suspensivo es accidental (puede estar o no).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XVIII,De la apelación,2
"La apelación de interlocutorias se concede normalmente en ambos efectos.",false,"Art. 194 CPC: las interlocutorias se apelan normalmente en el SOLO efecto devolutivo (sin suspensivo). Ambos efectos es la regla para definitivas (art. 195).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XVIII,De la apelación,2
