afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"Según el art. 55 CC, solo los individuos nacidos vivos son personas naturales.",false,"Art. 55 CC: son personas TODOS los individuos de la especie humana, cualquiera que sea su edad, sexo, estirpe o condición. No exige nacimiento vivo ni viabilidad para la calidad de persona.",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,1
"El domicilio se adquiere por la sola residencia prolongada en un lugar, sin necesidad de ánimo de permanencia.",false,"Art. 59 CC: el domicilio requiere dos elementos copulativos: residencia Y ánimo de permanecer. La sola residencia sin ánimo no constituye domicilio.",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,1
"Una persona puede tener legalmente varios domicilios al mismo tiempo.",true,"Art. 67 CC: si concurren las circunstancias que constituyen domicilio en varias secciones del territorio, se entenderá que en todas ellas lo tiene. Es la pluralidad de domicilios.",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,1
"El hecho de abrir un taller o tienda para administrarlo en persona constituye presunción de ánimo de permanencia.",true,"Art. 64 CC: se presume el ánimo de permanecer y avecindarse en un lugar por el hecho de abrir tienda, botica, fábrica, taller, posada, escuela u otro establecimiento durable para administrarlo en persona.",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,1
"La existencia legal de una persona comienza con la concepción según el art. 74 CC.",false,"Art. 74 CC: la existencia legal comienza al nacer (separarse completamente de la madre). La existencia natural comienza con la concepción, pero la legal solo al nacimiento.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,1
"Para que el nacimiento constituya principio de existencia legal se requiere que la criatura sea viable.",false,"Art. 74 CC solo exige: 1) separación completa de la madre y 2) haber sobrevivido un momento siquiera. No exige viabilidad (aptitud para seguir viviendo). Un bebé que nace y vive un segundo adquiere existencia legal.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"La presunción del art. 76 CC sobre la época de concepción es simplemente legal y admite prueba en contrario.",false,"El art. 76 CC usa la expresión 'se presume de derecho', lo que la hace iuris et de iure (no admite prueba en contrario). El período de gestación se fija entre 180 y 300 días antes del nacimiento.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"El juez puede diferir un castigo de la madre si cree que pone en peligro la vida de la criatura que porta en su seno.",true,"Art. 75 inc. 2 CC: todo castigo de la madre por el cual pudiera peligrar la vida o la salud de la criatura que tiene en su seno, deberá diferirse hasta después del nacimiento.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"Si dos personas mueren en un mismo accidente, se presume que el mayor de edad sobrevivió al menor.",false,"Art. 79 CC no hace distinción por edad. Se presume que todas perecieron al mismo momento y ninguna sobrevivió a las otras. No se aplica la presunción romana de premoriencia.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"La muerte presunta puede ser declarada por cualquier juez de Chile a elección del solicitante.",false,"Art. 81 Nº 1 CC: debe ser declarada por el juez del último domicilio que el desaparecido haya tenido en Chile. Es una regla de competencia específica.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,1
"Durante la posesión provisoria, los herederos presuntivos pueden vender libremente los bienes inmuebles del desaparecido.",false,"Art. 88 CC: durante la posesión provisoria, los inmuebles no pueden enajenarse ni hipotecarse sin autorización judicial con conocimiento de causa. Solo los muebles pueden venderse sin restricción.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"El decreto de posesión definitiva se concede, como regla general, a los 10 años desde la fecha de las últimas noticias.",true,"Art. 82 CC: el decreto de posesión definitiva se concederá después de transcurridos 10 años desde la fecha de las últimas noticias (regla general).",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"Si el desaparecido reaparece después de la posesión definitiva, todas las enajenaciones realizadas por los herederos se anulan.",false,"Art. 94 CC: las enajenaciones, hipotecas y demás derechos reales constituidos legalmente subsisten. El reaparecido recupera sus bienes en el estado en que se encuentren.",DERECHO_CIVIL,LIBRO_I,TITULO_II,Del principio y fin de la existencia de las personas,2
"El domicilio convencional fijado en un contrato vale solo para los efectos de ese contrato.",true,"Art. 69 CC: se puede establecer de común acuerdo un domicilio civil especial para los actos judiciales o extrajudiciales a que diere lugar el contrato. Sus efectos se limitan al contrato.",DERECHO_CIVIL,LIBRO_I,TITULO_I,De las personas en cuanto a su nacionalidad y domicilio,1
