afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"La acción reivindicatoria puede ser ejercida por el mero tenedor.",false,"Art. 889 CC: la reivindicatoria corresponde al DUEÑO. El mero tenedor no es dueño ni poseedor. Excepcionalmente, el poseedor regular puede ejercer la acción publiciana (art. 894).",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,1
"La acción reivindicatoria se dirige contra el actual poseedor de la cosa.",true,"Art. 895 CC: la acción se dirige contra el actual poseedor. Si dejó de poseer de mala fe, puede dirigirse contra quien enajenó la cosa (art. 898).",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,1
"El poseedor de buena fe no debe restituir los frutos percibidos antes de la contestación de la demanda reivindicatoria.",true,"Art. 907 inc. 3 CC: el poseedor de buena fe hace suyos los frutos percibidos antes de la contestación. Desde la contestación se le trata como de mala fe para efectos de frutos.",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,2
"Las mejoras útiles se abonan tanto al poseedor de buena fe como al de mala fe.",false,"Art. 909 CC: las mejoras útiles solo se abonan al poseedor de BUENA FE. Al de mala fe no se le abonan, pero puede retirar materiales sin detrimento (ius tollendi).",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,2
"Las acciones posesorias protegen la posesión de bienes muebles e inmuebles.",false,"Art. 916 CC: las acciones posesorias solo protegen bienes RAÍCES y derechos reales sobre inmuebles. Los muebles quedan excluidos.",DERECHO_CIVIL,LIBRO_II,TITULO_XIII,De las acciones posesorias,1
"Para ejercer una acción posesoria se requiere haber poseído tranquila e ininterrumpidamente durante un año.",true,"Art. 918 CC: se requiere posesión tranquila y no interrumpida por un año completo. Es el requisito del 'año posesorio'.",DERECHO_CIVIL,LIBRO_II,TITULO_XIII,De las acciones posesorias,1
"La querella de restablecimiento solo puede ser ejercida por el poseedor inscrito.",false,"Art. 928 CC: la querella de restablecimiento se concede a todo el que ha sido despojado VIOLENTAMENTE, incluyendo al mero tenedor. No requiere posesión inscrita ni posesión de un año.",DERECHO_CIVIL,LIBRO_II,TITULO_XIII,De las acciones posesorias,2
"La prescripción adquisitiva opera de pleno derecho al cumplirse el plazo.",false,"Art. 2493 CC: la prescripción debe ser ALEGADA. No opera de pleno derecho. El juez no puede declararla de oficio. Además, requiere sentencia judicial (art. 2513).",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,1
"Puede renunciarse la prescripción una vez que se ha cumplido.",true,"Art. 2494 CC: no puede renunciarse anticipadamente, pero SÍ una vez cumplida. La renuncia puede ser expresa o tácita (ej: reconocer la deuda prescrita).",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,1
"La prescripción adquisitiva extraordinaria requiere justo título y buena fe.",false,"Art. 2510 CC: la extraordinaria NO requiere título ni buena fe. Ambos se presumen de derecho. Basta posesión de 10 años ininterrumpida.",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,1
"La prescripción corre a favor y en contra de toda persona, incluido el Estado.",true,"Art. 2497 CC: las reglas de prescripción se aplican igualmente a favor y en contra del Estado, iglesias, municipalidades y toda persona. No hay privilegios.",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,2
"La interrupción civil de la prescripción se produce por cualquier gestión extrajudicial del dueño.",false,"Art. 2503 CC: la interrupción civil requiere DEMANDA JUDICIAL. Una carta, requerimiento notarial o gestión extrajudicial no interrumpe la prescripción.",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,2
"La suspensión de la prescripción opera siempre entre cónyuges, incluso en la prescripción extraordinaria.",true,"Arts. 2509 Nº 3 y 2511 CC: la suspensión entre cónyuges opera SIEMPRE, tanto en la ordinaria como en la extraordinaria. Es la única excepción a la no suspensión de la extraordinaria.",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,3
"Los bienes nacionales de uso público pueden adquirirse por prescripción adquisitiva.",false,"Los bienes nacionales de uso público son imprescriptibles, inalienables e inembargables. No pueden adquirirse por prescripción bajo ninguna circunstancia.",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,1
