pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué es la acción reivindicatoria según el art. 889 CC?","La acción de dominio o reivindicatoria es la que tiene el dueño de una cosa singular, de que no está en posesión, para que el poseedor de ella sea condenado a restituírsela.",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,1
"¿Cuáles son los requisitos de la acción reivindicatoria?","1) Que el demandante sea dueño de la cosa, 2) Que la cosa sea singular (no universalidades), 3) Que la cosa sea determinada, 4) Que el demandante no esté en posesión de la cosa, 5) Que el demandado sea el actual poseedor.",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,2
"¿Contra quién se dirige la acción reivindicatoria según el art. 895 CC?","Contra el actual poseedor de la cosa. Si el poseedor la enajenó, puede dirigirse contra el actual poseedor o contra el que dejó de poseer de mala fe (art. 898 CC).",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,1
"¿Puede reivindicarse una cosa mueble comprada en feria o tienda según el art. 890 CC?","Sí, pero el reivindicador debe reembolsar al poseedor lo que pagó por ella y lo que ha gastado en repararla y mejorarla. Es la excepción del 'comprador en feria, tienda, almacén u otro establecimiento industrial'.",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,2
"¿Puede reivindicarse contra el mero tenedor?","No directamente. La acción reivindicatoria se dirige contra el poseedor. Sin embargo, el mero tenedor debe declarar el nombre del poseedor a cuyo nombre tiene la cosa (art. 896 CC).",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,2
"¿Qué son las prestaciones mutuas en la acción reivindicatoria?","Las restituciones recíprocas que deben hacerse reivindicador y poseedor vencido. El poseedor restituye la cosa; el reivindicador puede deber reembolso de mejoras. Se regulan en los arts. 904-915 CC.",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,2
"¿Qué frutos debe restituir el poseedor vencido según el art. 907 CC?","El poseedor de mala fe debe restituir los frutos naturales y civiles percibidos y los que el dueño hubiera podido percibir con mediana inteligencia. El poseedor de buena fe no debe restituir frutos percibidos antes de la contestación de la demanda.",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,2
"¿Cómo se clasifican las mejoras para efectos de las prestaciones mutuas?","1) Necesarias: indispensables para la conservación de la cosa (se abonan siempre, art. 908), 2) Útiles: aumentan el valor venal de la cosa (se abonan al poseedor de buena fe, art. 909), 3) Voluptuarias: de mero lujo u ornato (no se abonan, pero el poseedor puede retirarlas, art. 911).",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,2
"¿Se abonan las mejoras necesarias al poseedor vencido?","Sí, siempre, sin importar si fue poseedor de buena o mala fe (art. 908 CC). Las mejoras necesarias son indispensables para la conservación de la cosa.",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,2
"¿Se abonan las mejoras útiles al poseedor de mala fe?","No. Las mejoras útiles solo se abonan al poseedor de buena fe (art. 909). El poseedor de mala fe tiene derecho a retirar los materiales si puede hacerlo sin detrimento de la cosa (ius tollendi).",DERECHO_CIVIL,LIBRO_II,TITULO_XII,De la reivindicación,3
