pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué es la jurisprudencia como fuente del derecho en Chile?","Conjunto de sentencias de los tribunales superiores (CA y CS) que, por su reiteración y coherencia, orientan la interpretación del derecho. En Chile NO tiene fuerza vinculante general (art. 3 CC: efecto relativo), pero la jurisprudencia reiterada de la CS tiene enorme fuerza persuasiva de facto.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del analisis jurisprudencial,1
"¿Qué es el efecto relativo de las sentencias según el art. 3 CC?","Las sentencias judiciales solo tienen fuerza obligatoria respecto de las causas en que actualmente se pronunciaren. No crean precedente vinculante general. Solo el legislador puede interpretar la ley de modo generalmente obligatorio (interpretación auténtica mediante ley interpretativa).",DERECHO_CIVIL,CODIGO_CIVIL,TITULO_PRELIMINAR,Del efecto relativo,1
"¿Qué es un precedente judicial?","Sentencia anterior que establece un criterio interpretativo que los tribunales tienden a seguir en casos similares. En Chile (sistema continental) NO es formalmente vinculante, a diferencia del common law (stare decisis). Sin embargo, la jurisprudencia reiterada de la CS tiene fuerza persuasiva muy significativa.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del precedente,2
"¿Qué diferencia al sistema continental del common law respecto del precedente?","Common law (UK, USA): stare decisis = precedente formalmente vinculante. Los tribunales DEBEN seguir decisiones anteriores de tribunales superiores. Sistema continental (Chile, Francia): el precedente es solo PERSUASIVO. El art. 3 CC consagra el efecto relativo. Los jueces pueden apartarse de jurisprudencia anterior.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del precedente,2
"¿Cuál es la estructura de una sentencia judicial según el art. 170 CPC?","Tres partes obligatorias: 1) EXPOSITIVA: identificación de partes, pretensiones del demandante, defensas del demandado, hechos. 2) CONSIDERATIVA: razonamiento jurídico (ratio decidendi + obiter dictum), análisis de prueba, normas aplicadas. 3) RESOLUTIVA: lo que el tribunal decide (acoge, rechaza, condena, absuelve).",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la estructura,1
"¿Qué requisitos establece el art. 170 CPC para la sentencia definitiva?","6 requisitos: 1) Designación de las partes. 2) Enunciación breve de las peticiones y defensas. 3) Consideraciones de hecho y derecho. 4) Enunciación de las leyes conforme a las cuales se pronuncia. 5) Decisión del asunto controvertido. 6) Si procede, pronunciamiento sobre costas. El Auto Acordado de la CS complementa.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la estructura,2
"¿Qué es el Auto Acordado de la CS sobre forma de las sentencias?","Complementa el art. 170 CPC. Exige que la parte considerativa contenga: análisis de la prueba rendida, fijación de hechos probados, razonamiento jurídico con indicación de normas aplicadas, y resolución de todas las acciones y excepciones. Es más detallado que el artículo legal.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la estructura,3
"¿Qué es el voto disidente en un tribunal colegiado?","Opinión de un ministro que está en DESACUERDO con el resultado de la mayoría. Se incluye al final de la sentencia. Tiene valor doctrinario: puede anticipar cambios de jurisprudencia, evidencia que el derecho admite interpretaciones diversas, y muestra la tensión argumental del caso.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del voto disidente,2
"¿Qué es el voto de prevención?","Opinión de un ministro que CONCURRE con la mayoría en el resultado pero por RAZONES DISTINTAS. Coincide en el 'qué' pero difiere en el 'por qué'. Tiene valor doctrinario complementario: muestra que hay más de un camino jurídico para llegar al mismo resultado.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del voto de prevencion,2
"¿Qué diferencia hay entre voto disidente y voto de prevención?","DISIDENTE: discrepa del RESULTADO (la mayoría acoge, él rechazaría). PREVENCIÓN: coincide con el RESULTADO pero discrepa de la FUNDAMENTACIÓN (la mayoría aplica art. X, él aplicaría art. Y pero llega a la misma conclusión). El disidente es contra; la prevención es a favor pero por otro camino.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del voto disidente,2
"¿Qué es el cambio de jurisprudencia (overruling)?","Cuando la CS abandona un criterio interpretativo anterior y adopta uno nuevo. NO está obligada a seguir sus propios precedentes (no hay stare decisis). El cambio requiere fundamentación explícita. Genera temporalmente incertidumbre jurídica pero permite evolución del derecho.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del cambio,2
"¿Qué es el recurso de unificación de jurisprudencia en materia laboral?","Recurso ante la CS (art. 483 Código del Trabajo) cuando la CA ha dictado sentencia que contradice jurisprudencia ANTERIOR de la CS sobre la misma materia de derecho. Busca uniformidad interpretativa. Es el mecanismo más cercano al stare decisis que tiene Chile. Solo existe en materia laboral.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la unificacion,2
"¿Qué rol cumple la jurisprudencia del Tribunal Constitucional?","El TC interpreta la Constitución con efecto que puede ser erga omnes. Sentencias de inconstitucionalidad (art. 93 N°7 CPR): derogan la norma para TODOS (art. 94 CPR). Sentencias de inaplicabilidad (art. 93 N°6): efecto solo para el caso concreto. Excepción al art. 3 CC.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del TC,2
"¿Qué diferencia hay entre inaplicabilidad e inconstitucionalidad en el TC?","INAPLICABILIDAD (art. 93 N°6 CPR): la norma es contraria a la Constitución en su APLICACIÓN al caso concreto. Efecto particular (inter partes). La norma sigue vigente. INCONSTITUCIONALIDAD (art. 93 N°7 CPR): la norma es contraria a la Constitución EN SÍ MISMA. Efecto general (erga omnes). La norma se deroga.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del TC,3
"¿Dónde se publican las sentencias judiciales en Chile?","1) Poder Judicial (pjud.cl): base de datos oficial. 2) Tribunal Constitucional (tribunalconstitucional.cl). 3) Revistas jurídicas: Revista de Derecho y Jurisprudencia, Fallos del Mes, Gaceta Jurídica. 4) Bases privadas: Westlaw, vLex, MicroJuris. 5) Diario Oficial para sentencias del TC.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De las fuentes,2
"¿Qué son las máximas de experiencia en la valoración judicial?","Reglas generales del conocimiento humano común que el juez aplica para valorar la prueba. NO son prueba ni norma jurídica. Son criterios de razonamiento judicial (sentido común cualificado). Ej: quien afirma algo extraordinario debe probarlo más rigurosamente. Relevantes en sana crítica.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la valoracion,2
"¿Qué diferencia hay entre doctrina y jurisprudencia?","DOCTRINA: opinión de los autores (profesores, tratadistas). No tiene fuerza vinculante. Es fuente material, no formal. JURISPRUDENCIA: sentencias de los tribunales. Tiene efecto relativo (art. 3 CC). Es más que opinión: es decisión con efectos jurídicos entre las partes del caso.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De las fuentes,1
"¿Qué es la interpretación judicial de la ley?","La que realizan los tribunales al aplicar la ley a un caso concreto. Solo tiene efecto relativo (art. 3 CC). Se distingue de la interpretación auténtica (por el legislador, mediante ley interpretativa, con efecto general) y la interpretación doctrinal (por los autores, sin efecto vinculante).",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la interpretacion,2
"¿Qué es la citación APA para jurisprudencia chilena?","Formato: Tribunal, Rol N°, fecha. Ej: 'CS, Rol N° 12.345-2024, 15 de marzo de 2025.' Para sentencias con carátula: 'Pérez con González (2025): CS, Rol N° 12.345-2024.' Permite identificar unívocamente cualquier sentencia. Se cita la fecha de la sentencia, no la de publicación.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,CITACION,De la citacion APA,2
