afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"El Poder Judicial es independiente de los demás poderes del Estado en el ejercicio de sus funciones.",true,"Art. 76 CPR + art. 12 COT: independencia funcional. Ni el Presidente ni el Congreso pueden interferir en la función jurisdiccional.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"Los tribunales pueden excusarse de fallar cuando no hay ley que resuelva la contienda.",false,"Art. 76 inc. 2 CPR + art. 10 COT: inexcusabilidad. El tribunal NUNCA puede excusarse. Sin ley, recurre a la equidad.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"Los jueces son inamovibles sin límite de edad.",false,"Art. 80 CPR: la inamovilidad tiene excepciones. Los jueces cesan a los 75 años, por remoción disciplinaria, por calificaciones deficientes o por renuncia.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"Los tribunales pueden ejercer jurisdicción fuera del territorio que la ley les asigna.",false,"Art. 7 COT: territorialidad. Fuera de su territorio carecen de competencia. Para actuar fuera deben comunicarse por exhortos.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"Los tribunales actúan de oficio como regla general.",false,"Art. 10 inc. 1 COT: pasividad. La regla general es actuar a requerimiento de parte. Las actuaciones de oficio son excepcionales.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"Un tribunal puede avocarse el conocimiento de causas pendientes ante otro tribunal.",false,"Art. 8 COT: inavocabilidad. Ningún tribunal puede atraer para sí causas de otro, salvo que la ley lo autorice expresamente.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"Los actos de los tribunales son públicos como regla general.",true,"Art. 9 COT: publicidad. Los actos judiciales son públicos salvo excepciones legales (causas de familia, protección de menores, etc.).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"Los ministros de la Corte Suprema se nombran por elección popular.",false,"Art. 78 CPR: generación mixta. Quina de la CS → Presidente elige → Senado aprueba con 2/3. No hay elección popular de jueces en Chile.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"La Corte Suprema ejerce superintendencia directiva, correccional y económica sobre todos los tribunales.",true,"Art. 82 CPR: tres dimensiones de la superintendencia. Excepción: no tiene superintendencia sobre el Tribunal Constitucional, TRICEL ni tribunales militares en tiempo de guerra.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"Todos los 21 ministros de la Corte Suprema deben provenir de la carrera judicial.",false,"Art. 78 inc. 4 CPR: 5 de los 21 ministros deben ser abogados EXTERNOS al Poder Judicial. Los otros 16 provienen de la carrera.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"El nombramiento de jueces de letras requiere aprobación del Senado.",false,"Art. 78 CPR: la aprobación del Senado solo se requiere para ministros de la CORTE SUPREMA. Para jueces de letras y ministros de CA basta la terna + designación presidencial.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"Los jueces no tienen responsabilidad penal por sus resoluciones.",false,"Art. 79 CPR + arts. 223-224 CP: los jueces SÍ tienen responsabilidad penal (prevaricación: fallar a sabiendas contra ley expresa). También civil y disciplinaria.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"El principio del juez natural impide que se creen comisiones especiales para juzgar a una persona.",true,"Art. 19 Nº 3 inc. 5 CPR: nadie puede ser juzgado por comisiones especiales sino por el tribunal que señale la ley, establecido con anterioridad al hecho.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"El Poder Judicial puede ejercer funciones legislativas según el art. 4 COT.",false,"Art. 4 COT: prohibición expresa de mezclarse en atribuciones de otros poderes. El PJ no legisla ni administra; solo ejerce la jurisdicción.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
