afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"En Chile la jurisprudencia es vinculante como en el sistema anglosajón de common law.",false,"Art. 3 CC: efecto relativo de las sentencias. Chile es sistema continental: no hay stare decisis formal. La jurisprudencia es persuasiva, no vinculante.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del precedente,1
"El art. 3 CC establece que las sentencias solo obligan en la causa en que se pronunciaron.",true,"Efecto relativo: las sentencias no crean precedente vinculante general. Solo el legislador puede interpretar la ley de modo generalmente obligatorio.",DERECHO_CIVIL,CODIGO_CIVIL,TITULO_PRELIMINAR,Del efecto relativo,1
"El voto disidente concurre con la mayoría por razones distintas.",false,"El DISIDENTE está en desacuerdo con el RESULTADO. El que concurre por razones distintas es el voto de PREVENCIÓN.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del voto disidente,2
"El voto de prevención concurre con el resultado de la mayoría pero por razones diferentes.",true,"Prevención: mismo resultado, diferente fundamentación. Se publica junto con la sentencia. Tiene valor doctrinario complementario.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del voto de prevencion,2
"Las sentencias del TC que declaran inconstitucionalidad tienen efecto erga omnes.",true,"Art. 94 CPR: excepción al efecto relativo del art. 3 CC. La declaración de inconstitucionalidad (art. 93 N°7) deroga la norma para todos.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del TC,2
"La inaplicabilidad y la inconstitucionalidad del TC producen el mismo efecto.",false,"Inaplicabilidad (art. 93 N°6): efecto INTER PARTES (caso concreto), norma sigue vigente. Inconstitucionalidad (art. 93 N°7): efecto ERGA OMNES, la norma se deroga.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del TC,3
"La Corte Suprema está obligada a seguir sus propios precedentes.",false,"No hay stare decisis en Chile. La CS puede cambiar de criterio (overruling) si lo fundamenta. Permite evolución del derecho.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,Del cambio,2
"La doctrina y la jurisprudencia son fuentes formales del derecho con igual valor vinculante.",false,"Ninguna es fuente formal como la ley. La doctrina no tiene fuerza vinculante (es opinión). La jurisprudencia tiene efecto relativo (art. 3 CC).",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De las fuentes,1
"El recurso de unificación de jurisprudencia existe en todas las materias del derecho.",false,"Art. 483 CT: solo existe en materia LABORAL. Es el mecanismo más cercano al stare decisis que tiene Chile.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la unificacion,2
"La citación APA para jurisprudencia chilena incluye tribunal, rol y fecha.",true,"Formato estándar: Tribunal, Rol N°, fecha. Permite identificar unívocamente cualquier sentencia chilena.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,CITACION,De la citacion APA,2
