afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"Todo contrato legalmente celebrado puede ser modificado unilateralmente por cualquiera de las partes.",false,"Art. 1545 CC: el contrato es ley para las partes. Solo puede invalidarse por consentimiento mutuo o causas legales. No cabe modificación unilateral.",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,1
"Los contratos obligan no solo a lo expresado sino a todo lo que emana de la buena fe, la ley y la costumbre.",true,"Art. 1546 CC: la buena fe integra el contrato con consecuencias que emanan de la naturaleza de la obligación, la ley o la costumbre.",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,1
"La mora del deudor siempre requiere requerimiento judicial.",false,"Art. 1551 CC: la regla general es el requerimiento judicial (Nº 3). Pero hay mora automática cuando hay plazo convencional vencido (Nº 1) o cuando la cosa debía hacerse dentro de cierto tiempo (Nº 2).",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,2
"El caso fortuito o fuerza mayor siempre exime de responsabilidad al deudor.",true,"Como regla general, sí: el caso fortuito excluye la imputabilidad. Excepciones: si sobrevino por culpa del deudor, si estaba en mora, o si lo asumió convencionalmente (art. 1547 CC).",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,1
"La indemnización de perjuicios comprende solo el daño emergente.",false,"Art. 1556 CC: comprende daño emergente Y lucro cesante. Si no puede estimarse el lucro cesante, solo se indemniza el daño emergente.",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,1
"El pago es la prestación de lo que se debe y solo puede consistir en dinero.",false,"Art. 1568 CC: el pago es la prestación de lo que se debe. Puede consistir en dar, hacer o no hacer según la obligación. No se limita a dinero.",DERECHO_CIVIL,LIBRO_IV,TITULO_XIV,De los modos de extinguirse las obligaciones y primeramente de la solución o pago efectivo,1
"La compensación legal opera de pleno derecho sin necesidad de sentencia judicial.",true,"Art. 1656 CC: la compensación se opera de pleno derecho por el solo ministerio de la ley. Pero debe ser alegada en juicio para que el juez la declare.",DERECHO_CIVIL,LIBRO_IV,TITULO_XVII,De la compensación,2
"La novación opera aunque no haya intención de novar.",false,"Art. 1634 CC: la novación requiere animus novandi (intención de extinguir la antigua obligación y crear una nueva). Sin esta intención, no hay novación.",DERECHO_CIVIL,LIBRO_IV,TITULO_XV,De la novación,2
"La nulidad absoluta puede declararse de oficio por el juez.",true,"Art. 1683 CC: el juez puede y debe declarar de oficio la nulidad absoluta cuando aparece de manifiesto en el acto o contrato. No requiere petición de parte.",DERECHO_CIVIL,LIBRO_IV,TITULO_XX,De la nulidad y la rescisión,1
"La nulidad relativa puede alegarse por cualquier persona que tenga interés.",false,"Art. 1684 CC: la nulidad relativa solo puede ser alegada por aquellos en cuyo beneficio la ley la estableció, sus herederos o cesionarios. No por cualquiera.",DERECHO_CIVIL,LIBRO_IV,TITULO_XX,De la nulidad y la rescisión,1
"La nulidad absoluta se sanea por ratificación de las partes.",false,"Art. 1683 CC: la nulidad absoluta NO puede sanearse por ratificación. Solo se sanea por prescripción de 10 años. La relativa sí se sanea por ratificación (art. 1693).",DERECHO_CIVIL,LIBRO_IV,TITULO_XX,De la nulidad y la rescisión,2
"La prescripción extintiva de las acciones ejecutivas es de 3 años.",true,"Art. 2515 CC: las acciones ejecutivas prescriben en 3 años. Pero la acción ejecutiva prescrita subsiste como acción ordinaria por 2 años más (total 5 años).",DERECHO_CIVIL,LIBRO_IV,TITULO_XLII,De la prescripción,1
"La culpa grave equivale al dolo en materia civil.",true,"Art. 44 CC: la culpa grave en materias civiles equivale al dolo. Tiene las mismas consecuencias jurídicas: el deudor responde de todos los perjuicios directos, previstos e imprevistos.",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,2
"La obligación de especie se extingue por caso fortuito si la cosa perece sin culpa del deudor.",true,"Art. 1670 CC: si el cuerpo cierto perece por caso fortuito, la obligación se extingue. El riesgo es del acreedor. Si perece por culpa del deudor, debe indemnizar.",DERECHO_CIVIL,LIBRO_IV,TITULO_XIX,De la pérdida de la cosa que se debe,1
