termino,definicion,rama,libro,titulo,materia,dificultad
"Corte Suprema","Tribunal supremo del PJ: 21 ministros, sede Santiago, jurisdicción nacional. Funciona en pleno (art. 96) o salas (art. 98). Conoce casación, queja, revisión, protección en 2ª instancia.",DERECHO_ORGANICO,COT,TITULO_III,De la Corte Suprema,1
"Corte de Apelaciones","Tribunal colegiado de 2ª instancia. 17 en Chile. Conoce apelaciones, protección, amparo, casación en la forma. Funciona en salas de al menos 3 ministros (arts. 54-66 COT).",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,1
"Juzgado de Letras","Tribunal ordinario unipersonal de 1ª instancia. Competencia civil, comercial, minas, actos no contenciosos. Al menos uno por comuna cabecera (arts. 27-45 COT).",DERECHO_ORGANICO,COT,TITULO_III,De los Juzgados de Letras,1
"Tribunal unipersonal de excepción","Ministro de Corte que actúa como tribunal de 1ª instancia en causas con fuero. 4 tipos: ministro de CA, presidente CA Santiago, ministro CS, presidente CS (arts. 50-53 COT).",DERECHO_ORGANICO,COT,TITULO_III,De los tribunales unipersonales de excepción,2
"Vista de la causa","Procedimiento ante CA/CS: 1) Relación (relator expone), 2) Alegatos (abogados, máx 30 min), 3) Acuerdo y fallo. Forma ordinaria de conocer asuntos.",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,2
"Relator","Funcionario del tribunal colegiado que expone oralmente los antecedentes del caso ante la sala (relación). Informa a los ministros antes de los alegatos (arts. 372-375 COT).",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,2
"Abogado integrante","Abogado externo designado anualmente que integra salas de CA/CS cuando falta un ministro. Completa el quórum de funcionamiento (arts. 215-219 COT).",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,2
"Subrogación","Reemplazo automático de un juez de tribunal unipersonal impedido. Subroga el secretario abogado o el juez más cercano (arts. 211-214 COT).",DERECHO_ORGANICO,COT,TITULO_III,De los tribunales ordinarios,2
"Integración","Completar el quórum de un tribunal colegiado cuando falta un ministro. Se integra con fiscal judicial o abogado integrante (art. 215 COT).",DERECHO_ORGANICO,COT,TITULO_III,De los tribunales ordinarios,2
"Funcionamiento extraordinario","Activación de salas adicionales en CA por retardo (acumulación de causas). Se integran con fiscales o abogados integrantes (art. 62 COT).",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,2
"Recurso de protección","Acción constitucional ante la CA para proteger garantías del art. 19 CPR vulneradas por actos ilegales o arbitrarios (art. 20 CPR). CS conoce en 2ª instancia.",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,1
"Recurso de amparo","Acción constitucional ante la CA para proteger la libertad personal contra arrestos o detenciones ilegales (art. 21 CPR). También llamado habeas corpus.",DERECHO_ORGANICO,COT,TITULO_III,De las Cortes de Apelaciones,1
