pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué es un incidente procesal según el art. 82 CPC?","Toda cuestión accesoria de un juicio que requiere pronunciamiento especial del tribunal. Se diferencia de la cuestión principal (fondo del asunto) y se tramita dentro del mismo juicio.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,1
"¿Cómo se clasifican los incidentes?","1) Ordinarios: se rigen por las reglas generales (arts. 82-91 CPC), 2) Especiales: tienen tramitación propia (acumulación de autos, cuestiones de competencia, implicancias/recusaciones, privilegio de pobreza, desistimiento, abandono).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,1
"¿Cuándo debe promoverse un incidente según el art. 84 CPC?","Tan pronto como el hecho que lo motiva llegue a conocimiento de la parte. Si se promueve después, el tribunal puede rechazarlo de plano. Los incidentes deben promoverse simultáneamente si se fundan en hechos coexistentes.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,2
"¿Cuál es la tramitación de un incidente ordinario?","1) Se promueve por escrito, 2) El tribunal da traslado a la contraparte por 3 días (art. 89), 3) La contraparte responde, 4) Si hay hechos sustanciales y pertinentes controvertidos, se recibe a prueba por 8 días (art. 90), 5) El tribunal resuelve.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,2
"¿Cuál es el plazo para responder el traslado de un incidente?","3 días (art. 89 CPC). Con la contestación o sin ella, el tribunal resolverá. Si es necesario, puede recibir el incidente a prueba por un término de 8 días.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,1
"¿Cuál es el término probatorio de un incidente?","8 días (art. 90 CPC). Dentro de los dos primeros días debe acompañarse la lista de testigos. Es un término más breve que el del juicio principal (20 días).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,2
"¿Pueden los incidentes suspender el curso del juicio?","Depende. Los incidentes de previo y especial pronunciamiento suspenden la causa principal hasta su resolución. Los demás se tramitan en cuaderno separado sin suspender el juicio (art. 87 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,2
"¿Qué es la nulidad procesal?","Sanción procesal que priva de efectos a un acto del proceso realizado con infracción de los requisitos legales. Se distingue de la nulidad civil: la procesal se rige por principios propios (arts. 83-84 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,1
"¿Cuáles son los principios de la nulidad procesal?","1) Especificidad: solo hay nulidad cuando la ley la establece o el vicio causa perjuicio, 2) Trascendencia: no hay nulidad sin perjuicio (pas de nullité sans grief), 3) Convalidación: el vicio puede sanearse, 4) Extensión: la nulidad afecta solo al acto viciado y los que dependen de él.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,2
"¿Qué establece el art. 83 CPC sobre la nulidad procesal?","La nulidad puede declararse de oficio por el tribunal o a petición de parte. La parte que promueve el incidente de nulidad debe hacerlo dentro de 5 días desde que aparezca o se acredite el vicio, a menos que se trate de incompetencia absoluta.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,2
"¿Qué es el principio de trascendencia en la nulidad procesal?","No hay nulidad sin perjuicio (pas de nullité sans grief). No basta con demostrar el vicio: debe probarse que causó un perjuicio reparable solo con la declaración de nulidad. Art. 83 inc. 1 CPC.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,2
"¿Cómo puede sanearse la nulidad procesal?","1) Por convalidación: la parte perjudicada no la alega dentro de plazo, 2) Por la cosa juzgada: la sentencia firme sanea los vicios, 3) Por la preclusión: se extingue la oportunidad para alegarla. Excepción: la incompetencia absoluta no se sanea.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,2
"¿Qué es el abandono del procedimiento según el art. 152 CPC?","Situación que se produce cuando todas las partes que figuran en el juicio han cesado en su prosecución durante 6 meses, contados desde la fecha de la última resolución recaída en alguna gestión útil para dar curso progresivo a los autos.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVI,Del abandono del procedimiento,1
