afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"El fideicomiso depende de un plazo fijo para la restitución de la propiedad.",false,"Art. 733 CC: el fideicomiso depende de una CONDICIÓN, no de un plazo. La propiedad pasa al fideicomisario si se verifica la condición, no al vencerse un plazo.",DERECHO_CIVIL,LIBRO_II,TITULO_VIII,De las limitaciones del dominio y primeramente de la propiedad fiduciaria,1
"Pueden constituirse dos o más fideicomisos sucesivos sobre una misma cosa.",false,"Art. 745 CC: se prohíben los fideicomisos sucesivos. Si se constituyen, solo valdrá el primero. Busca evitar la inmovilización indefinida de la propiedad.",DERECHO_CIVIL,LIBRO_II,TITULO_VIII,De las limitaciones del dominio y primeramente de la propiedad fiduciaria,2
"La condición del fideicomiso debe cumplirse dentro de 5 años; de lo contrario, el fideicomiso se extingue.",true,"Art. 739 CC: plazo máximo de 5 años para el cumplimiento de la condición. Si no se cumple, se entiende fallida y el fiduciario consolida su dominio.",DERECHO_CIVIL,LIBRO_II,TITULO_VIII,De las limitaciones del dominio y primeramente de la propiedad fiduciaria,2
"El usufructuario tiene las facultades de uso, goce y disposición de la cosa.",false,"Art. 764 CC: el usufructuario tiene uso y goce (percibir frutos), pero NO disposición. La disposición pertenece al nudo propietario.",DERECHO_CIVIL,LIBRO_II,TITULO_IX,Del derecho de usufructo,1
"El usufructo se transmite por causa de muerte a los herederos del usufructuario.",false,"Art. 773 CC: el usufructo es intransmisible por causa de muerte. Se extingue con la muerte del usufructuario y la nuda propiedad se consolida.",DERECHO_CIVIL,LIBRO_II,TITULO_IX,Del derecho de usufructo,1
"El usufructo constituido a favor de una persona jurídica no puede durar más de 30 años.",true,"Art. 770 CC: para personas jurídicas, el límite es 30 años. Para personas naturales, puede durar toda la vida del usufructuario.",DERECHO_CIVIL,LIBRO_II,TITULO_IX,Del derecho de usufructo,1
"El usufructuario debe confeccionar inventario solemne antes de entrar en el goce de los bienes.",true,"Art. 775 CC: antes de entrar en el goce, el usufructuario debe confeccionar inventario solemne y rendir caución suficiente de conservación y restitución.",DERECHO_CIVIL,LIBRO_II,TITULO_IX,Del derecho de usufructo,2
"El derecho de uso y habitación puede cederse libremente a terceros.",false,"Art. 819 CC: el uso y la habitación son personalísimos. No pueden cederse, arrendarse ni transmitirse a título alguno.",DERECHO_CIVIL,LIBRO_II,TITULO_X,Del derecho de uso y de habitación,1
"Las servidumbres pueden constituirse sobre bienes muebles.",false,"Art. 820 CC: la servidumbre es un gravamen sobre un PREDIO (inmueble) en utilidad de otro predio. Solo recae sobre inmuebles.",DERECHO_CIVIL,LIBRO_II,TITULO_XI,De las servidumbres,1
"Todas las servidumbres pueden adquirirse por prescripción adquisitiva.",false,"Art. 882 CC: solo las servidumbres continuas Y aparentes pueden adquirirse por prescripción (5 años). Las discontinuas o inaparentes solo pueden establecerse por título.",DERECHO_CIVIL,LIBRO_II,TITULO_XI,De las servidumbres,2
"La servidumbre de tránsito es una servidumbre continua.",false,"La servidumbre de tránsito es DISCONTINUA porque requiere un hecho actual del hombre para ejercerse (transitar). Es distinta a la de acueducto, que es continua (el agua fluye sola).",DERECHO_CIVIL,LIBRO_II,TITULO_XI,De las servidumbres,2
"Las servidumbres se extinguen por no uso durante 3 años.",true,"Art. 885 Nº 5 CC: prescripción extintiva especial de 3 años de no uso. Es un plazo más breve que la prescripción general de 5 años.",DERECHO_CIVIL,LIBRO_II,TITULO_XI,De las servidumbres,2
"La servidumbre se extingue por confusión cuando ambos predios pasan a pertenecer al mismo dueño.",true,"Art. 885 Nº 3 CC: la confusión extingue la servidumbre porque nadie puede tener servidumbre sobre cosa propia (nemini res sua servit).",DERECHO_CIVIL,LIBRO_II,TITULO_XI,De las servidumbres,2
"El propietario fiduciario puede enajenar la cosa pero el adquirente la recibe con el gravamen del fideicomiso.",true,"Art. 751 CC: el fiduciario puede enajenar, pero el adquirente recibe la propiedad sujeta al mismo gravamen de restitución. La condición sigue a la cosa.",DERECHO_CIVIL,LIBRO_II,TITULO_VIII,De las limitaciones del dominio y primeramente de la propiedad fiduciaria,2
