afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"La compraventa transfiere directamente el dominio de la cosa vendida al comprador.",false,"La compraventa es TÍTULO, no modo. El dominio se transfiere por tradición: entrega en muebles, inscripción CBR en inmuebles. Sistema chileno = título + modo.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,1
"La compraventa de muebles es un contrato consensual que se perfecciona por el solo consentimiento.",true,"Art. 1801 CC: la venta de muebles se perfecciona por el solo consentimiento. La de inmuebles requiere escritura pública (solemne).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,1
"La venta de cosa ajena es nula según el Código Civil chileno.",false,"Art. 1815 CC: la venta de cosa ajena VALE. El contrato es válido, pero el comprador no adquiere dominio. El verdadero dueño puede reivindicar.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,1
"El vendedor tiene la obligación de sanear la evicción y los vicios redhibitorios.",true,"Arts. 1838 y 1857 CC: dos obligaciones de saneamiento: 1) evicción (amparar en dominio y posesión), 2) vicios redhibitorios (garantizar ausencia de vicios ocultos).",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,1
"Los vicios redhibitorios son aquellos defectos de la cosa que el comprador conocía al momento de la venta.",false,"Art. 1858 Nº 3 CC: los vicios redhibitorios deben ser OCULTOS (no conocidos por el comprador). Si eran aparentes o conocidos, no hay acción redhibitoria.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,1
"La lesión enorme procede en la compraventa de bienes muebles e inmuebles.",false,"Art. 1891 CC: la lesión enorme solo procede en la compraventa de INMUEBLES. No aplica en muebles, ventas judiciales ni minas.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,1
"El riesgo de la cosa vendida pertenece al comprador desde la celebración del contrato.",true,"Art. 1820 CC: res perit creditori. Aunque no se haya entregado, el riesgo es del comprador. Excepción: venta bajo condición suspensiva.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,2
"Los cónyuges no separados judicialmente pueden celebrar compraventa entre sí.",false,"Art. 1796 CC: es nula la compraventa entre cónyuges no separados judicialmente. Es una incapacidad especial.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,1
"Si el precio de la compraventa no es en dinero sino en otra cosa, el contrato es una permuta.",true,"Art. 1793 CC: el precio debe ser en dinero. Si es en especie, es permuta (art. 1897). Si es parte en dinero y parte en especie, es compraventa si el dinero vale más.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,1
"El pacto comisorio calificado resuelve la compraventa de pleno derecho sin necesidad de sentencia.",false,"Art. 1879 CC: a pesar de la cláusula ipso facto, el comprador tiene 24 horas para enervar pagando después de la notificación judicial. No opera de pleno derecho.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,3
"El demandado por lesión enorme puede evitar la rescisión completando o restituyendo hasta el justo precio.",true,"Art. 1890 CC: el demandado puede consentir en la rescisión O completar/restituir el justo precio con deducción de una décima parte.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,2
"El vendedor sufre lesión enorme cuando el precio que recibe es inferior a la mitad del justo precio.",true,"Art. 1889 CC: la fórmula es: justo precio > 2 × precio recibido. Ej: justo precio $100M, vende en $45M → $100M > $90M (2×45M) → hay lesión.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,2
"La inscripción en el CBR es solemnidad de la compraventa de inmuebles.",false,"La escritura pública es la solemnidad del contrato (art. 1801). La inscripción en el CBR es la TRADICIÓN (modo de adquirir dominio, art. 686). Son cosas distintas.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,2
"El pacto de retroventa no puede estipularse por más de 4 años.",true,"Art. 1885 CC: el plazo máximo es de 4 años contados desde la fecha del contrato. Después de ese plazo, el vendedor pierde la facultad de recobrar.",DERECHO_CIVIL,LIBRO_IV,TITULO_XXIII,De la compraventa,2
