pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"El recurso de reposición procede contra:","Autos y decretos (art. 181 CPC)","Sentencias definitivas","Sentencias interlocutorias como regla general","Todas las resoluciones judiciales",0,"Art. 181 CPC: la reposición es para autos y decretos. Excepción: auto de prueba (reposición + apelación subsidiaria, art. 319).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XVII,De la reposición,1
"El plazo para interponer recurso de apelación contra sentencia definitiva es:","10 días (art. 189 CPC)","5 días","15 días","3 días",0,"Art. 189 CPC: 10 días para definitivas. 5 días para interlocutorias, autos y decretos apelables.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XVIII,De la apelación,1
"El efecto devolutivo de la apelación:","Otorga competencia al tribunal superior para conocer del recurso","Suspende la ejecución de la sentencia","Invalida la sentencia recurrida","Reenvía la causa al tribunal de primera instancia",0,"El efecto devolutivo es ESENCIAL a toda apelación. Sin él no hay apelación. Da competencia al superior.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XVIII,De la apelación,2
"Cuando la apelación se concede en el solo efecto devolutivo:","La sentencia puede cumplirse pese al recurso pendiente (causa ejecutoria)","La sentencia no puede cumplirse hasta que se resuelva","El recurso se desecha automáticamente","Se suspende todo el procedimiento",0,"Solo devolutivo = sin efecto suspensivo. La sentencia causa ejecutoria: puede ejecutarse provisionalmente.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XVIII,De la apelación,2
"La casación en la forma tiene por objeto:","Invalidar una sentencia dictada con vicios de procedimiento o de forma (art. 764 CPC)","Modificar los hechos establecidos por el tribunal","Cambiar la valoración de la prueba","Aumentar el monto de la condena",0,"Art. 764 CPC: la casación en la forma ataca vicios formales, no de fondo. No revisa hechos ni prueba.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en la forma,1
"La ultrapetita como causal de casación en la forma se produce cuando:","La sentencia otorga más de lo pedido o se extiende a puntos no sometidos al fallo (art. 768 Nº 4)","La sentencia otorga menos de lo pedido","La sentencia no resuelve todas las excepciones","El tribunal es incompetente",0,"Art. 768 Nº 4 CPC: la ultrapetita infringe el principio de congruencia. El tribunal debe resolver dentro de los límites de lo pedido.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en la forma,2
"La casación en el fondo procede ante:","La Corte Suprema exclusivamente (art. 767 CPC)","Cualquier Corte de Apelaciones","El mismo tribunal que dictó la sentencia","El tribunal arbitral",0,"Art. 767 CPC: la casación en el fondo es competencia EXCLUSIVA de la CS. Es el recurso que unifica la jurisprudencia.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en el fondo,1
"La causal de casación en el fondo es:","Infracción de ley que influye sustancialmente en lo dispositivo del fallo (art. 767 CPC)","Cualquier error del tribunal","Error en la apreciación de los hechos","Incompetencia del tribunal",0,"Art. 767 CPC: causal única. La ley infringida puede ser sustantiva o procesal decisoria. No se revisan hechos.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en el fondo,2
"El plazo para interponer casación en la forma y en el fondo es:","15 días desde la notificación de la sentencia (art. 770 CPC)","10 días","5 días","30 días",0,"Art. 770 CPC: 15 días para ambas casaciones. Pueden deducirse conjuntamente en un mismo escrito.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en la forma,2
"La preparación del recurso de casación en la forma exige:","Haber reclamado del vicio oportunamente durante el juicio (art. 769 CPC)","Solo fundamentar el recurso por escrito","Obtener autorización del tribunal inferior","Depositar una caución previa",0,"Art. 769 CPC: requisito de preparación. Si la parte no reclamó del vicio cuando pudo, pierde el derecho a casar. Excepciones: incompetencia absoluta y ultrapetita.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en la forma,3
