afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"La sucesión se abre al momento de inscribir la posesión efectiva.",false,"Art. 955 CC: la sucesión se abre al momento de la MUERTE del causante, no al inscribir la posesión efectiva. La inscripción es un trámite posterior.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"El heredero es continuador jurídico del causante y responde de sus deudas.",true,"El heredero sucede a título universal, es continuador jurídico del difunto y responde de las deudas hereditarias a prorrata de su cuota, incluso ultra vires salvo beneficio de inventario.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"El legatario responde de todas las deudas hereditarias del causante.",false,"El legatario sucede a título singular en bienes determinados. No es continuador jurídico del causante. Solo responde de las deudas que graven específicamente los bienes legados.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"La sucesión puede ser parte testada y parte intestada.",true,"Art. 952 CC: la sucesión mixta es posible. Lo no regulado por testamento se rige por las reglas de la sucesión intestada.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"El derecho de representación opera tanto en la sucesión testada como en la intestada.",false,"Art. 984 CC: el derecho de representación opera SOLO en la sucesión intestada. En la testada, si el asignatario falta, operan la sustitución o el acrecimiento.",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,2
"Los ascendientes pueden representar a sus descendientes en la sucesión intestada.",false,"Art. 984 CC: la representación opera SOLO en línea descendente: los descendientes representan a sus ascendientes, nunca al revés.",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,2
"En el primer orden de sucesión intestada, el cónyuge sobreviviente siempre recibe al menos una cuarta parte de la herencia.",true,"Art. 988 CC: la porción del cónyuge no será inferior a la cuarta parte de la herencia o a la porción de un hijo (lo que sea mayor).",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,2
"Si el causante solo tiene cónyuge sobreviviente y no tiene hijos, padres ni hermanos, el cónyuge hereda todo.",true,"Art. 988-992 CC: el cónyuge está en los dos primeros órdenes. Si no hay hijos (1er orden sin cónyuge solo), ni ascendientes (2do), heredaría todo en el segundo orden sin ascendientes que compartir.",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,2
"La incapacidad para suceder requiere sentencia judicial para producir efectos.",false,"La incapacidad opera de pleno derecho. No requiere declaración judicial: el incapaz simplemente no puede adquirir. La indignidad sí requiere declaración judicial para privar al indigno.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"El beneficio de inventario limita la responsabilidad del heredero al valor de los bienes heredados.",true,"Art. 1247 CC: con beneficio de inventario, el heredero no responde de las deudas sino hasta la concurrencia del valor total de los bienes heredados. Es una protección patrimonial.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"La aceptación de la herencia puede ser parcial: el heredero acepta algunos bienes y repudia otros.",false,"Art. 1228 CC: no se puede aceptar o repudiar parcialmente. La aceptación comprende la herencia íntegra, con bienes y deudas. Se acepta o repudia todo.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,1
"Las asignaciones alimenticias forzosas son una baja general de la herencia.",true,"Art. 959 Nº 4 CC: las asignaciones alimenticias forzosas (las que el testador estaba obligado a hacer por ley) se deducen del acervo antes de calcular las asignaciones.",DERECHO_CIVIL,LIBRO_III,TITULO_I,Definiciones y reglas generales,2
"El Fisco hereda en el primer orden si no hay cónyuge sobreviviente.",false,"El Fisco hereda en el QUINTO y último orden (art. 995 CC), a falta de todos los demás herederos (hijos, cónyuge, ascendientes, hermanos, colaterales hasta 6º grado).",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,1
"En el segundo orden de sucesión intestada, si solo hay ascendientes y no cónyuge, los ascendientes llevan toda la herencia.",true,"Art. 989 CC: si concurren ascendientes y cónyuge, la herencia se divide (2/3 cónyuge, 1/3 ascendientes). Si solo hay ascendientes sin cónyuge, llevan toda la herencia.",DERECHO_CIVIL,LIBRO_III,TITULO_II,Reglas relativas a la sucesión intestada,2
